r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,v_baryon_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,projection_profile,a_struct_internal,a_struct_observed,a_total,struct_to_bar_ratio,sigma_flip_severity
0.51,143.0,33.1,145.62233886973357,195.69574139464558,75091.81019607843,-50452.96163682855,-43690.44182393531,-8608.443799213881,108.37092758219801,2.2713945268149573,0.548557810725983,0.4644056805279876,0.8181504078753135,-1671522.8170184009,-33511.68161197742,41580.128584101,0.4462761188533384,0.0
0.69,160.0,15.0,154.4209798842897,213.4176450062178,66010.27710144929,-40760.26534427723,-39922.98140377434,-8607.586181972209,108.70886772792339,2.2795978001904267,0.5518391200761708,0.46679208732812416,0.8155969393164286,-1425548.2040256183,-31451.090103733048,34559.18699771624,0.47645747730155374,0.8576172416724148
0.86,178.0,7.92,165.74118743777976,228.71405050848975,60825.7173255814,-26333.058864913677,-36917.81445139104,-8604.454413444377,109.0736776163157,2.296485918899529,0.5585943675598116,0.47170499458895393,0.8126235830133938,-1120102.878106147,-28883.692658970645,31942.024666610752,0.47485987718591305,3.1317685278318095
1.03,188.0,8.01,177.12637906682198,242.42266436948506,57057.03708737864,-31615.659536023693,-32043.284936621338,-8594.825251108443,109.40027868341761,2.3121377220994583,0.5648550888397834,0.4762582464289334,0.8092915047584033,-928861.8806308253,-26597.081590948048,30459.95549643059,0.46614901419112564,9.62916233593387
1.2,187.0,8.03,176.27437338001698,245.13602693198732,50076.39308333334,-35427.126874912035,-27266.820237350374,-8576.788802737396,109.46674907280006,2.319519158314543,0.5678076633258172,0.47840557332786704,0.8066280610947427,-789534.2880694114,-24182.51415790198,25893.878925431363,0.4829124597224738,18.0364483710473
1.38,195.0,5.6,178.0896125083298,248.24868358160535,44657.54268115943,-26080.314062980047,-24541.859966029228,-8528.834568518021,108.94573520640516,2.3261058119481692,0.5704423247792677,0.48032169074855835,0.8060378835964712,-679459.1512764348,-21674.999142487646,22982.543538671784,0.4853603185746293,47.954234219374484
1.55,199.0,7.52,180.6543068960743,251.93221092190655,40948.283161290325,-16877.94184792239,-20267.784384752587,-8357.870966477862,108.05736078539758,2.3246582524667883,0.5698633009867153,0.47990058253579304,0.806801535284879,-586076.1707765351,-19892.813096709033,21055.47006458129,0.4858033490281791,170.96360204015946
1.71,203.0,6.87,187.43720845562913,258.53466962865934,39087.82187134504,-12708.257508307965,-14738.744688187035,-8014.8951492932665,107.1554382856467,2.3117910801872537,0.5647164320749015,0.47615740514538296,0.8073157175241332,-505168.2444465712,-18542.379114831027,20545.442756514014,0.4743773949815375,342.97581718459514
1.89,206.0,9.22,189.38548867806406,263.10820758767676,36627.47560846562,-10245.281629640478,-11614.463062393586,-7646.915164453161,106.42525224750685,2.308146240550786,0.5632584962203145,0.4750970881602288,0.8070977774558044,-438174.6579958408,-17650.29924770946,18977.17636075616,0.48188686101069955,367.9799848401053
2.06,211.0,12.0,195.65994166878244,270.433106331307,35501.97330097087,-7781.928392084291,-10937.106583020617,-7417.327736330408,106.00419365532295,2.319098327026261,0.5676393308105044,0.4782831496803669,0.8057101202185097,-387761.1919300065,-16918.083604936237,18583.889696034636,0.4765392464670007,229.5874281227534
2.23,219.0,13.3,198.61322802539416,275.2798803036648,33981.61995515696,-10458.905934012808,-11032.952496585243,-7372.263900992759,106.17377829925414,2.3360831478021122,0.574433259120845,0.4832241884515236,0.8023641535850418,-352902.7130470906,-16292.286167413811,17689.333787743148,0.4794440697328009,45.063835337648925
2.41,216.0,9.9,198.86525587972204,277.0156466700031,31841.35622406639,-13491.159451057534,-11073.307292751731,-7392.372894638339,106.28624579219868,2.351458404129333,0.5805833616517333,0.48769699029216973,0.7984449282322358,-325790.5839447648,-15431.650831490737,16409.70539257565,0.4846417571820374,20.108993645580085
2.58,214.0,10.5,195.4208733339695,274.7545495528691,29259.71414728682,-13187.487076131096,-11164.91350662153,-7332.647389564127,105.6774318864588,2.366701149349514,0.5866804597398056,0.49213124344713144,0.7957248603678753,-298167.15888154716,-14457.65300984056,14802.06113744626,0.4941146361534493,59.72550507421238
2.75,213.0,8.39,195.25922901706795,274.28712911837476,27357.610618181818,-10447.055610472922,-10399.98722445752,-7087.25667016058,104.04173037642397,2.371180666115483,0.5884722664461932,0.49343437559723147,0.7947941568934817,-265780.37020112894,-13493.55006678553,13864.060551396287,0.4932283836885134,245.39071940354643
2.92,210.0,13.3,194.92889092649733,273.9827156957168,25707.71523972603,-8239.959461433278,-8840.04181965849,-6593.921413216098,101.34627285269951,2.364969240133239,0.5859876960532956,0.4916274153114877,0.7953362280398025,-228378.61416201098,-12694.950678823872,13012.764560902157,0.49381870619161117,493.33525694448235
3.09,214.0,6.67,196.96070480279909,275.4598253829404,24556.024401294504,-6634.274523192763,-7283.972590525533,-5962.2896525373135,97.50583874130697,2.3563429311829887,0.5825371724731955,0.48911794361686944,0.7972848346497714,-189871.62545007307,-12001.487431580794,12554.53696971371,0.4887390253182889,631.6317606787843
3.26,213.0,9.98,197.83081299235272,276.5026614700119,23452.06190184049,-5691.432427062399,-6185.831231338373,-5336.624173258942,93.22762537114187,2.350557717641473,0.5802230870565893,0.4874349724047923,0.7995583871299273,-155580.4693667789,-11446.837800854222,12005.224100986268,0.4880951555034011,625.6654792783711
3.43,212.0,11.2,200.2630756424842,278.5494842931862,22620.937376093287,-5407.140930466297,-5380.894361523838,-4836.884321740539,89.34090879101714,2.3456687544037065,0.5782675017614827,0.48601272855380556,0.8010051320264927,-128733.87264283448,-10928.430243210678,11692.507132882609,0.48311129028456096,499.73985151840316
3.61,215.0,9.11,199.76409591104812,278.9803234997049,21559.562576177286,-4956.348814537128,-4901.538057533747,-4497.913556485122,86.36073675345624,2.3455780106394504,0.5782312042557802,0.48598633036784017,0.8011335239114981,-110197.25297495766,-10505.353707712346,11054.20886846494,0.487271189783807,338.97076525541706
3.78,217.0,10.1,201.66837638644103,280.9802373833434,20886.215291005294,-4215.275112360601,-4704.6825021790455,-4332.695649011046,84.6296873174554,2.351200661830414,0.5804802647321656,0.48762201071430233,0.79989671848843,-99040.57042091407,-10126.920572925072,10759.294718080222,0.4848614472190305,165.21790747407613
3.95,219.0,8.05,201.58856354248428,281.95594992835316,20126.36903797468,-4237.493003242308,-4695.172346653836,-4320.897692980174,84.57446746754738,2.3614439080100054,0.5845775632040022,0.49060186414836526,0.796979352093094,-94057.28900656053,-9838.280695918422,10288.088342056259,0.4888254149248398,11.797956030872228
4.12,220.0,8.29,202.0743604880677,283.04650995905246,19445.467669902908,-4707.154650288892,-4853.515571419658,-4447.099762958538,85.83724174030515,2.3751987308941818,0.5900794923576728,0.49460326716921654,0.7927608653646601,-93409.0903462196,-9534.2911731404,9911.176496762508,0.49030917306747424,126.2020699783643
4.29,218.0,8.42,199.8375861906537,281.91535502700094,18525.936456876458,-5359.590152840248,-5223.777621270443,-4651.185957006521,87.67749674941365,2.3943635966667083,0.5977454386666834,0.500178500848497,0.7879435240894022,-94946.04273084537,-9217.064462818897,9308.871994057561,0.49752218918994007,204.08619404798264
4.46,220.0,9.71,198.1227828529171,280.3560295410106,17623.207017937224,-5748.06493836624,-5551.1655629882,-4846.507406427672,89.38088673661564,2.412815075177919,0.6051260300711677,0.505546203688122,0.7832401488174922,-96074.66429767117,-8822.167312694142,8801.039705243082,0.5005994257296518,195.32144942115156
4.64,220.0,20.1,194.22580284897253,276.81309163404825,16514.113728448276,-6066.585361614526,-5688.014967375483,-4930.083047665026,90.38717869961914,2.427089799117309,0.6108359196469235,0.509698850652308,0.779148730835839,-94830.0488452213,-8384.014053377596,8130.09967507068,0.5076877991299499,83.57564123735392
4.81,216.0,23.5,191.16385095634428,273.04675295633893,15499.902141372142,-5874.432711831092,-5587.031539437325,-4879.687233745453,90.02121424868028,2.43570185261615,0.61428074104646,0.5122041753065164,0.7763084318904339,-90212.33470612911,-7902.476379946069,7597.425761426073,0.5098404046599029,50.3958139195729
4.98,220.0,14.6,187.74574687587025,268.87487219894683,14516.8066064257,-5391.40167222531,-5331.109400875537,-4701.261427263496,88.21087197245853,2.4406977454380763,0.6162790981752305,0.5136575259456222,0.7747727879710937,-82653.92840937943,-7438.801491972216,7078.005114453484,0.5124268507289692,178.4258064819569
5.15,218.0,12.2,185.36542002709365,265.3001162834272,13666.825572815533,-4854.673013149452,-4922.373232929978,-4433.305543198307,85.22270662073856,2.4419553743616964,0.6167821497446786,0.5140233816324935,0.7742823534981557,-73202.96548177593,-6994.915098675563,6671.91047413997,0.5118171049602798,267.9558840651898
5.32,213.0,23.1,182.7925198752341,261.62621925181736,12866.217781954887,-4468.454245557305,-4475.649165638528,-4114.071726782646,81.43124345764922,2.441733356681908,0.6166933426727633,0.5139587946711006,0.774468771273643,-63182.010647463656,-6585.558886778598,6280.658895176289,0.511848858645543,319.23381641566084
5.49,215.0,21.2,180.71831531402023,258.24417844358084,12147.55112932605,-4022.904521886728,-4058.6399878696075,-3789.879366017723,77.08075517483658,2.440967340868502,0.6163869363474008,0.5137359537072006,0.775098182061657,-53569.73206045687,-6198.715156659814,5948.835972666236,0.5102851669992289,324.1923607649228
5.67,216.0,18.3,178.4057547405383,254.88821235985003,11458.201199294534,-3640.8123753738446,-3685.0674234839657,-3479.4787715309785,72.55744297587806,2.4399723062602217,0.6159889225040887,0.5134464890938827,0.7758810580958156,-44907.27078586622,-5844.689149110918,5613.512050183615,0.5100878442831644,310.40059448674447
5.84,208.0,31.7,176.86943137105337,251.9918214942699,10873.266797945205,-3306.3557833807076,-3338.385974946968,-3193.860767538273,67.62767621729535,2.438627650686754,0.6154510602747016,0.5130553165634194,0.7771214218120402,-37144.36211447825,-5516.623689465794,5356.643108479411,0.5073566014685033,285.6180039927053
6.01,212.0,25.3,175.56159883959867,249.21392778093283,10334.040232945094,-2986.8101912212405,-3046.775308451684,-2896.5133725731716,62.08536368542272,2.437688735211987,0.6150754940847948,0.5127821775162144,0.7781188788349113,-29988.16814223445,-5205.608454722767,5128.431778222326,0.5037340998661105,297.34739496510156
6.19,213.0,23.8,174.59417313147839,246.64670522834882,9827.88323101777,-2735.0470028723184,-2665.3436944339733,-2567.7586053207197,55.58351522730155,2.430999389217904,0.6123997556871617,0.5108361859542994,0.7789273641202175,-23138.58588631569,-4903.307255013788,4924.575976003982,0.49891793988134353,328.754767252452
6.35,216.0,19.6,176.01568956208536,244.3689607949422,9404.124251968506,-2564.8511894103085,-2243.745886985583,-2173.807707556488,48.01311324716163,2.4336294091584394,0.6134517636633758,0.5116012826642733,0.7805745046657844,-16593.083331334317,-4525.144256375372,4878.979995593134,0.481187204159723,393.95089776423174
6.64,210.0,25.0,181.92213750216388,239.98618564409077,8673.700195783133,-1733.6543052852921,-1768.2481531477827,-1740.5958433927335,39.23686333600522,2.4362266238469847,0.614490649538794,0.5123568360282138,0.7830980806245065,-10378.052669090679,-3689.4134317234602,4984.286764059672,0.42535634716970405,433.2118641637544
8.82,210.0,10.7,147.95552716080283,212.5465205549129,5121.998117913833,-1198.3667461387572,-1293.341679453358,-1284.3556798346594,30.30016673887343,2.4390953854502477,0.6156381541800992,0.5131913848582539,0.78547119492799,-5478.487741034697,-2640.0436941688145,2481.9544237450186,0.5154323827131925,456.2401635580741
11.07,210.0,10.7,141.86330952000992,193.00216605002134,3364.9355103884377,-609.3215220322365,-828.1145387159702,-876.5699441859801,21.94534883363381,2.442393914304549,0.6169575657218196,0.5141509568885961,0.7889429658148082,-2259.744680016179,-1546.9410579972782,1817.9944523911595,0.4597238351883612,407.7857356486793
13.32,206.0,6.25,141.89029984410462,178.05134905414224,2380.0512687687688,-360.5146344001954,-521.0754113894093,-555.6517201397655,15.08406838554103,2.4545592838845494,0.6218237135538198,0.5176899734936872,0.7934504590860858,-868.33925833952,-868.5755037650215,1511.4757650037473,0.3649398293064278,320.9182240462146
15.49,206.0,6.25,143.6360914132788,165.6500172049493,1771.460826339574,-238.7154857233693,-321.09379589215536,-360.08166674115046,10.24045305977438,2.4576813282818444,0.6230725313127378,0.5185982045910821,0.7969295218518804,-326.47272848220615,-439.54818873571446,1331.9126376038594,0.248127524018675,195.57005339861507
17.74,206.0,10.7,139.35343324863578,153.31091709333683,1324.9288218714769,-198.45866865248775,-238.9212252162056,-266.22160820762986,7.471717874868289,2.4612679334126746,0.6245071733650699,0.5196415806291417,0.7993707216695298,-154.1014302142773,-230.26256718252574,1094.666254688951,0.17379240558543912,93.8600585335206
