galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,rho_eff_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,beta_i,psi_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,sigma_desc_i,tau_i,v_desc_segment_kms,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,g_transform_km2s2_per_kpc
UGC05750,1,0.31,4.09,2.1999999999999997,3.78,0.35,18.2878391550769,1254333.3852603287,704342312.9058734,703087979.5206131,38445656.348931104,19.55186144552288,25.28,7.7,5,22.85,3.0390369227650793,3.0213523016184904,0.017684621146588864,1.0,0.85,0.3559635789168586,0.2776949263907183,0.5,0.09628008752735227,0.13884746319535915,0.02121836021382073,0.0008914033413177361,19.560573801710273,173.76149362951097,173.9163852055247,0.15489157601373904
UGC05750,2,4.82,22.85,13.835,18.03,0.35,548.5583155880371,997329972.0291758,11005393816.657406,10008063844.628231,18244302.492980905,41.681157619043795,68.21666666666665,9.233333333333333,6,22.85,3.020109919001475,3.0213523016184904,-0.0012423826170153696,-0.07025214771168617,0.85,0.9371497269824084,0.1542932903178477,0.5,0.6054704595185996,0.07714664515892385,-0.001490858035861281,-9.161809221242443e-05,41.67924820123736,125.57418868547687,125.56268381787838,-0.011504867598489454
