r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,sigma_desc_i,beta_i,psi_i,omega_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,tau_i,v_desc_kms,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,g_transform_km2s2_per_kpc,rotation_residual_desc_kms,rotation_residual_bar_only_kms
0.16,24.5,23.21,2.83,NGC2403,0.0,23.21,0.0,3751.5625,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,1,0.35,3.3000487326452013,3.151202636438478,0.1488460962067233,0.9975657446020333,0.176739765943882,0.85,0.15886238515537676,0.45897416488375464,0.9179483297675093,0.5,0.04144705318639195,0.01095374232199836,23.336771968273677,3366.900625,3403.7807868700256,36.880161870025404,1.163228031726323,1.2899999999999991
0.26,35.3,35.33,2.46,NGC2403,0.0,35.33,0.0,4792.653846153845,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,1,0.35,3.3000487326452013,3.151202636438478,0.1488460962067233,0.9975657446020333,0.176739765943882,0.85,0.15886238515537676,0.45897416488375464,0.9179483297675093,0.5,0.04144705318639195,0.01095374232199836,35.52297085907406,4800.80346153846,4853.39022559471,52.586764056249194,-0.22297085907406,-0.030000000000001137
0.36,43.2,47.00922569028339,1.12,NGC2403,1.92,46.97,0.0,5184.000000000001,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,1,0.35,3.3000487326452013,3.151202636438478,0.1488460962067233,0.9975657446020333,0.176739765943882,0.85,0.15886238515537676,0.45897416488375464,0.9179483297675093,0.5,0.04144705318639195,0.01095374232199836,47.26598795085119,6138.520277777777,6205.760047138917,67.23976936114013,-4.065987950851188,-3.809225690283384
0.46,52.0,56.726241722856976,1.25,NGC2403,2.29,56.68,0.0,5878.260869565217,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,1,0.35,3.3000487326452013,3.151202636438478,0.1488460962067233,0.9975657446020333,0.176739765943882,0.85,0.15886238515537676,0.45897416488375464,0.9179483297675093,0.5,0.04144705318639195,0.01095374232199836,57.03607788468269,6995.361956521738,7071.9873488425865,76.62539232084873,-5.03607788468269,-4.726241722856976
0.56,60.9,63.8246229914443,2.93,NGC2403,2.64,63.77,0.0,6622.874999999999,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,1,0.35,3.3000487326452013,3.151202636438478,0.1488460962067233,0.9975657446020333,0.176739765943882,0.85,0.15886238515537676,0.45897416488375464,0.9179483297675093,0.5,0.04144705318639195,0.01095374232199836,64.17323019010655,7274.254464285715,7353.934773272148,79.68030898643337,-3.2732301901065526,-2.924622991444302
0.66,65.8,67.62657465819188,1.25,NGC2403,3.0,67.56,0.0,6560.060606060605,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,1,0.35,3.3000487326452013,3.151202636438478,0.1488460962067233,0.9975657446020333,0.176739765943882,0.85,0.15886238515537676,0.45897416488375464,0.9179483297675093,0.5,0.04144705318639195,0.01095374232199836,67.99594794457816,6929.323636363638,7005.225661942095,75.90202557845714,-2.1959479445781653,-1.8265746581918876
0.76,71.7,70.9087053893949,1.25,NGC2403,3.34,70.83,0.0,6764.328947368422,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,1,0.35,3.3000487326452013,3.151202636438478,0.1488460962067233,0.9975657446020333,0.176739765943882,0.85,0.15886238515537676,0.45897416488375464,0.9179483297675093,0.5,0.04144705318639195,0.01095374232199836,71.29600552511017,6615.848026315791,6688.316320837553,72.46829452176189,0.40399447488982787,0.7912946106051066
0.86,74.6,72.89295164829038,1.6,NGC2403,3.68,72.8,0.0,6471.116279069766,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,1,0.35,3.3000487326452013,3.151202636438478,0.1488460962067233,0.9975657446020333,0.176739765943882,0.85,0.15886238515537676,0.45897416488375464,0.9179483297675093,0.5,0.04144705318639195,0.01095374232199836,73.29108964715861,6178.351627906975,6246.027699613768,67.67607170679275,1.3089103528413801,1.7070483517096164
0.96,74.6,74.9778453944897,1.03,NGC2403,4.02,74.87,0.0,5797.041666666666,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,1,0.35,3.3000487326452013,3.151202636438478,0.1488460962067233,0.9975657446020333,0.176739765943882,0.85,0.15886238515537676,0.45897416488375464,0.9179483297675093,0.5,0.04144705318639195,0.01095374232199836,75.38737098852584,5855.913854166668,5920.05802558503,64.14417141836202,-0.7873709885258506,-0.3778453944897109
1.06,76.6,77.24371366007722,1.12,NGC2403,4.37,77.12,0.0,5535.43396226415,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,1,0.35,3.3000487326452013,3.151202636438478,0.1488460962067233,0.9975657446020333,0.176739765943882,0.85,0.15886238515537676,0.45897416488375464,0.9179483297675093,0.5,0.04144705318639195,0.01095374232199836,77.66561532390558,5628.859716981132,5690.516795887621,61.657078906489005,-1.0656153239055897,-0.6437136600772249
1.16,78.5,79.61182952300493,1.6,NGC2403,4.75,79.47,0.0,5312.284482758621,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,1,0.35,3.3000487326452013,3.151202636438478,0.1488460962067233,0.9975657446020333,0.176739765943882,0.85,0.15886238515537676,0.45897416488375464,0.9179483297675093,0.5,0.04144705318639195,0.01095374232199836,80.04666572836898,5463.830517241379,5523.679908818312,59.84939157693225,-1.5466657283689784,-1.1118295230049284
1.27,83.4,82.34121021699889,1.8,NGC2403,5.15,82.18,0.0,5476.818897637796,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,1,0.35,3.3000487326452013,3.151202636438478,0.1488460962067233,0.9975657446020333,0.176739765943882,0.85,0.15886238515537676,0.45897416488375464,0.9179483297675093,0.5,0.04144705318639195,0.01095374232199836,82.79095417603574,5338.641653543309,5397.119758565708,58.47810502239918,0.6090458239642658,1.0587897830011173
1.36,86.4,85.36800454502846,1.6,NGC2403,5.51,85.19,0.0,5488.941176470588,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,1,0.35,3.3000487326452013,3.151202636438478,0.1488460962067233,0.9975657446020333,0.176739765943882,0.85,0.15886238515537676,0.45897416488375464,0.9179483297675093,0.5,0.04144705318639195,0.01095374232199836,85.83428071753036,5358.600147058823,5417.296872276327,58.696725217504536,0.5657192824696438,1.0319954549715504
1.47,87.4,88.12843581954691,1.41,NGC2403,5.76,87.94,0.0,5196.435374149661,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,1,0.35,3.3000487326452013,3.151202636438478,0.1488460962067233,0.9975657446020333,0.176739765943882,0.85,0.15886238515537676,0.45897416488375464,0.9179483297675093,0.5,0.04144705318639195,0.01095374232199836,88.60978934258544,5283.415782312924,5341.28895737236,57.8731750594352,-1.209789342585438,-0.7284358195469025
1.67,93.3,94.184948372869,1.6,NGC2403,6.21,93.98,0.0,5212.508982035928,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,2,0.35,3.23199005697086,3.151202636438478,0.08078742053238219,0.5414368624484167,0.09664233580732531,0.85,0.3718648948103592,0.4276614180569159,0.8553228361138318,0.5,0.11140392908481074,0.01306386239074823,94.79816174000014,5311.8589820359275,5381.252376816304,69.39339478037618,-1.4981617400001426,-0.8849483728690046
