galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,rho_eff_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,beta_i,psi_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,sigma_desc_i,tau_i,v_desc_segment_kms,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,g_transform_km2s2_per_kpc
NGC2683,1,2.89,14.43,8.66,11.54,0.35,219.77162204634766,33372527300.734028,93009804358.6125,59637277057.87848,271360226.14103276,205.08057127289626,195.8,7.4,5,34.62,3.157440283858982,3.1574402838589815,4.440892098500626e-16,2.820683493227383e-15,0.85,0.8230698045175031,0.730719681428612,0.5,0.25014442518775276,0.365359840714306,5.329070518200751e-16,1.3621592108882264e-16,205.08057127289626,4856.586687484698,4856.586687484698,0.0
NGC2683,2,17.31,34.62,25.964999999999996,17.31,0.35,988.4012990358113,90715075997.87022,83880670504.61414,1e-12,1.0117348095105734e-15,122.61999609272766,162.5,10.333333333333334,6,34.62,3.0,3.1574402838589815,-0.15744028385898146,-1.0,0.85,0.9944446841565493,1.0117348095105735e-23,0.5,0.75,5.0586740475528674e-24,-0.18671211336851132,-7.983783432390561e-25,122.61999609272766,579.0742708176602,579.0742708176602,0.0
