galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,mu_shell_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,vdgrad_i,dyn_persist_i,e_struct_i,p_stat_i,beta_i,g_bar_internal_km2s2_per_kpc,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_segment_kms
NGC3917,1,0.87,3.5,2.185,2.63,0.35,12.637323484440497,256941519.81789905,4466929045.248565,4209987525.4306655,333139175.4444005,54.43461988407375,62.125,4.35,4,14.86,0.0853173073813335,3.029861057583467,2.796491955934579,0.2333691016488877,0.0,0.7691273251896459,0.5,0.1470390309555855,1.1474635080746987,0.1470390309555855,0.0,0.0,0.05446113760440888,0.6955347876396326,0.0,1356.1225821160626,244.4306025912632,0.0,0.0,1152.7041947986531,0.0,1356.1225821160626,54.43461988407375
NGC3917,2,4.37,6.98,5.675000000000001,2.6100000000000003,0.35,32.57273949076604,7527602410.88514,19299466706.348194,11771864295.463055,361402340.7150089,99.36390463229996,118.75,3.7,4,14.86,0.0853173073813335,3.029861057583467,2.796491955934579,0.2333691016488877,0.0,0.7832694133171589,0.5,0.3818977119784657,1.242021919039625,0.3818977119784657,0.0,0.0,0.05446113760440888,0.6955347876396326,0.0,1739.7683777580266,313.50049852581645,0.0,0.0,1478.8031210943227,0.0,1739.7683777580266,99.36390463229996
NGC3917,3,7.85,10.47,9.16,2.620000000000001,0.35,52.77699728842253,22627882215.624134,29501195560.47441,6873313344.850277,130233126.13425332,110.84518004828477,135.75,3.725,4,14.86,-2.131824804503491,2.253861318423778,2.796491955934579,-0.542630637510801,-0.7759997391596887,0.5656576371999219,0.5,0.6164199192462988,1.2220557336973843,0.6164199192462988,0.7759997391596887,0.906542027595195,0.8966236039412832,0.002535179862088096,0.005745617731239624,1341.337766368632,241.64621345907733,0.9083288259583124,0.9500085115358935,1140.1371014133372,0.9500082916755223,1342.2877746603074,110.88442639022135
NGC3917,4,11.35,14.86,13.105,3.51,0.35,101.15609472904792,30919326875.010178,30479456559.193287,1e-12,9.885711806871886e-15,101.61509729949712,137.2,4.9,5,14.86,-3.0,1.9500000000000002,2.796491955934579,-0.8464919559345789,-0.30386131842377795,9.885711806871885e-23,0.5,0.8818977119784658,1.0000000000004696,0.8818977119784658,0.27855877381168515,0.7768845560510734,0.8088803322961857,0.004550420882535044,0.008837879267934428,787.9151468284065,141.82472660911316,0.7129576420909822,0.7881011548710402,669.7278748041455,0.7881007911003984,788.7032476195069,101.66590411762263
