r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_mass_i,weight_geom_i,weight_mass_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,ell_info_kpc,c_info_gal,tau_struct_gal,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
3.54,223.0,162.22523046678035,8.0,NGC5985,-9.23,117.85,111.1,14047.74011299435,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,0.35,1,2.1608980436376117,0.1490138680204498,0.8526750423143356,0.06777990141267537,0.05779423030511446,0.38838899267293236,700764.5775228359,2.060732321156259,2.1942596872072233,0.0570962479608483,0.17142701366134924,39300022435.63424,0.4548563319178699,0.21360101636968665,0.03326202411170755,4.4799999999999995,1.0,2.0,0.3321769517368812,0.06258823112136298,0.9477966809168443,2.283189162646466,2.3744990600072984,2.332176951736881,0.04232210827041749,1.1072083104289745,11.072565057929374,6.258823112236299,0.9132756650589865,1.0,700764.5775228359,21718.63515951413,277.2795853731032,321.2491149632634,-98.24911496326342,60.774769533219654
4.23,230.0,161.37946244798314,6.13,NGC5985,-10.88,124.82,101.71,12505.910165484633,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,0.35,1,2.1608980436376117,0.1490138680204498,0.8526750423143356,0.06777990141267537,0.05779423030511446,0.38838899267293236,700764.5775228359,2.060732321156259,2.1942596872072233,0.0570962479608483,0.17142701366134924,39300022435.63424,0.4548563319178699,0.21360101636968665,0.03326202411170755,4.4799999999999995,1.0,2.0,0.3321769517368812,0.06258823112136298,0.9477966809168443,2.283189162646466,2.3744990600072984,2.332176951736881,0.04232210827041749,1.1072083104289745,11.072565057929374,6.258823112236299,0.9132756650589865,1.0,700764.5775228359,15211.019363265163,253.65845522397169,300.64254989374285,-70.64254989374285,68.62053755201686
4.97,248.0,161.98045067229563,5.1,NGC5985,-12.52,131.42,93.86,12375.050301810868,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,0.35,1,2.1608980436376117,0.1490138680204498,0.8526750423143356,0.06777990141267537,0.05779423030511446,0.38838899267293236,700764.5775228359,2.060732321156259,2.1942596872072233,0.0570962479608483,0.17142701366134924,39300022435.63424,0.4548563319178699,0.21360101636968665,0.03326202411170755,4.4799999999999995,1.0,2.0,0.3321769517368812,0.06258823112136298,0.9477966809168443,2.283189162646466,2.3744990600072984,2.332176951736881,0.04232210827041749,1.1072083104289745,11.072565057929374,6.258823112236299,0.9132756650589865,1.0,700764.5775228359,11018.59642219382,234.01372655958298,284.60514861524075,-36.60514861524075,86.01954932770437
5.74,258.0,167.12465377675431,6.6,NGC5985,-13.93,141.81,87.33,11596.515679442507,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,0.35,1,2.1608980436376117,0.1490138680204498,0.8526750423143356,0.06777990141267537,0.05779423030511446,0.38838899267293236,700764.5775228359,2.060732321156259,2.1942596872072233,0.0570962479608483,0.17142701366134924,39300022435.63424,0.4548563319178699,0.21360101636968665,0.03326202411170755,4.4799999999999995,1.0,2.0,0.3321769517368812,0.06258823112136298,0.9477966809168443,2.283189162646466,2.3744990600072984,2.332176951736881,0.04232210827041749,1.1072083104289745,11.072565057929374,6.258823112236299,0.9132756650589865,1.0,700764.5775228359,8260.669923301462,217.7527160789284,274.4938892940067,-16.493889294006692,90.87534622324569
6.47,263.0,173.3291951749618,7.0,NGC5985,-14.91,151.83,82.27,10690.726429675426,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,0.35,1,2.1608980436376117,0.1490138680204498,0.8526750423143356,0.06777990141267537,0.05779423030511446,0.38838899267293236,700764.5775228359,2.060732321156259,2.1942596872072233,0.0570962479608483,0.17142701366134924,39300022435.63424,0.4548563319178699,0.21360101636968665,0.03326202411170755,4.4799999999999995,1.0,2.0,0.3321769517368812,0.06258823112136298,0.9477966809168443,2.283189162646466,2.3744990600072984,2.332176951736881,0.04232210827041749,1.1072083104289745,11.072565057929374,6.258823112236299,0.9132756650589865,1.0,700764.5775228359,6501.753387169586,205.1008152470078,268.531849721755,-5.531849721755009,89.6708048250382
7.22,272.0,181.81829775905393,6.25,NGC5985,-15.46,163.57,77.87,10247.091412742382,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,0.35,1,2.1608980436376117,0.1490138680204498,0.8526750423143356,0.06777990141267537,0.05779423030511446,0.38838899267293236,700764.5775228359,2.060732321156259,2.1942596872072233,0.0570962479608483,0.17142701366134924,39300022435.63424,0.4548563319178699,0.21360101636968665,0.03326202411170755,4.4799999999999995,1.0,2.0,0.3321769517368812,0.06258823112136298,0.9477966809168443,2.283189162646466,2.3744990600072984,2.332176951736881,0.04232210827041749,1.1072083104289745,11.072565057929374,6.258823112236299,0.9132756650589865,1.0,700764.5775228359,5221.131827659535,194.15605011356675,265.99711501386975,6.002884986130255,90.18170224094607
8.79,289.0,195.74528423438457,7.25,NGC5985,-16.33,181.85,70.57,9501.820250284414,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,0.35,2,2.3099119116580615,0.11632782151278342,0.9502474138835606,0.08948913984200937,0.08503682370553371,0.4729209447040583,700764.5775228359,2.023206398206766,2.334393520936823,0.03174603174603175,0.3717795765854027,112413323015.78105,0.769284068748552,0.06458714834923684,0.030856186077661375,4.4799999999999995,1.0,2.0,0.3321769517368812,0.06258823112136298,0.9477966809168443,2.283189162646466,2.3744990600072984,2.332176951736881,0.04232210827041749,1.1072083104289745,11.072565057929374,6.258823112236299,0.9132756650589865,1.0,700764.5775228359,4289.265597052706,194.17168845661635,275.71518075378674,13.28481924621326,93.25471576561543
9.5,292.0,202.5096306351873,6.93,NGC5985,-16.22,190.1,67.89,8975.157894736842,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,0.35,2,2.3099119116580615,0.11632782151278342,0.9502474138835606,0.08948913984200937,0.08503682370553371,0.4729209447040583,700764.5775228359,2.023206398206766,2.334393520936823,0.03174603174603175,0.3717795765854027,112413323015.78105,0.769284068748552,0.06458714834923684,0.030856186077661375,4.4799999999999995,1.0,2.0,0.3321769517368812,0.06258823112136298,0.9477966809168443,2.283189162646466,2.3744990600072984,2.332176951736881,0.04232210827041749,1.1072083104289745,11.072565057929374,6.258823112236299,0.9132756650589865,1.0,700764.5775228359,3672.091368612076,186.77491266713182,275.49050528432866,16.509494715671337,89.4903693648127
10.27,302.0,211.36220239200762,10.4,NGC5985,-15.46,200.43,65.29,8880.62317429406,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,0.35,2,2.3099119116580615,0.11632782151278342,0.9502474138835606,0.08948913984200937,0.08503682370553371,0.4729209447040583,700764.5775228359,2.023206398206766,2.334393520936823,0.03174603174603175,0.3717795765854027,112413323015.78105,0.769284068748552,0.06458714834923684,0.030856186077661375,4.4799999999999995,1.0,2.0,0.3321769517368812,0.06258823112136298,0.9477966809168443,2.283189162646466,2.3744990600072984,2.332176951736881,0.04232210827041749,1.1072083104289745,11.072565057929374,6.258823112236299,0.9132756650589865,1.0,700764.5775228359,3142.0985487005655,179.63672256850714,277.38661232142186,24.613387678578135,90.63779760799238
11.08,302.0,219.162633676455,10.3,NGC5985,-13.5,209.52,62.86,8231.407942238267,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,0.35,2,2.3099119116580615,0.11632782151278342,0.9502474138835606,0.08948913984200937,0.08503682370553371,0.4729209447040583,700764.5775228359,2.023206398206766,2.334393520936823,0.03174603174603175,0.3717795765854027,112413323015.78105,0.769284068748552,0.06458714834923684,0.030856186077661375,4.4799999999999995,1.0,2.0,0.3321769517368812,0.06258823112136298,0.9477966809168443,2.283189162646466,2.3744990600072984,2.332176951736881,0.04232210827041749,1.1072083104289745,11.072565057929374,6.258823112236299,0.9132756650589865,1.0,700764.5775228359,2699.4865534644646,172.94597715005187,279.18196756306855,22.818032436931446,82.83736632354501
