r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_mass_i,weight_geom_i,weight_mass_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,ell_info_kpc,c_info_gal,tau_struct_gal,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
0.63,29.5,32.52584971987665,2.53,UGC05986,-2.22,32.45,0.0,1381.3492063492065,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,1,2.128582635924392,0.1544046200952809,0.9119812208742386,0.06945709121741692,0.06334356284683323,0.22479494915301712,790342.102613395,2.123509772971682,2.1333134534658713,0.1569506726457399,0.16829844856340315,1252678973.9118457,0.44983816659472975,0.13060081462770157,0.061761848038112355,2.51,1.0,2.0,0.22438218475852537,0.08790760689172128,0.9635575916043577,2.703808413193847,2.2591834505520936,2.2243821847585257,0.034801265793567904,1.1114390118539133,7.479406158650846,8.790760689272128,1.0815233652779388,1.0,790342.102613395,447631.4254735872,531.0440641306143,532.0392174909289,-502.5392174909289,-3.0258497198766534
1.26,50.8,44.27149421467497,3.76,UGC05986,-8.54,43.44,0.0,2048.126984126984,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,1,2.128582635924392,0.1544046200952809,0.9119812208742386,0.06945709121741692,0.06334356284683323,0.22479494915301712,790342.102613395,2.123509772971682,2.1333134534658713,0.1569506726457399,0.16829844856340315,1252678973.9118457,0.44983816659472975,0.13060081462770157,0.061761848038112355,2.51,1.0,2.0,0.22438218475852537,0.08790760689172128,0.9635575916043577,2.703808413193847,2.2591834505520936,2.2243821847585257,0.034801265793567904,1.1114390118539133,7.479406158650846,8.790760689272128,1.0815233652779388,1.0,790342.102613395,111907.8563683968,375.50485885562114,378.1056257505037,-327.3056257505037,6.528505785325024
1.88,68.2,53.76221070603403,2.58,UGC05986,-2.13,53.72,0.0,2474.0638297872347,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,1,2.128582635924392,0.1544046200952809,0.9119812208742386,0.06945709121741692,0.06334356284683323,0.22479494915301712,790342.102613395,2.123509772971682,2.1333134534658713,0.1569506726457399,0.16829844856340315,1252678973.9118457,0.44983816659472975,0.13060081462770157,0.061761848038112355,2.51,1.0,2.0,0.22438218475852537,0.08790760689172128,0.9635575916043577,2.703808413193847,2.2591834505520936,2.2243821847585257,0.034801265793567904,1.1114390118539133,7.479406158650846,8.790760689272128,1.0815233652779388,1.0,790342.102613395,50267.347433925635,307.41277328012933,312.07849729800387,-243.87849729800388,14.43778929396597
2.51,84.3,66.168567311073,2.28,UGC05986,8.88,65.57,0.0,2831.2709163346617,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,1,2.128582635924392,0.1544046200952809,0.9119812208742386,0.06945709121741692,0.06334356284683323,0.22479494915301712,790342.102613395,2.123509772971682,2.1333134534658713,0.1569506726457399,0.16829844856340315,1252678973.9118457,0.44983816659472975,0.13060081462770157,0.061761848038112355,2.51,1.0,2.0,0.22438218475852537,0.08790760689172128,0.9635575916043577,2.703808413193847,2.2591834505520936,2.2243821847585257,0.034801265793567904,1.1114390118539133,7.479406158650846,8.790760689272128,1.0815233652779388,1.0,790342.102613395,28200.332180515674,266.0504346418068,274.15527183166535,-189.85527183166533,18.131432688926992
3.77,106.0,72.34067458905814,3.58,UGC05986,16.04,70.54,0.0,2980.371352785146,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,2,2.282987256019673,0.08790760689172128,0.9809512467936832,0.08790760689172128,0.08623307658308296,0.2778137092171455,790342.102613395,2.0306816138002564,2.315845665238946,0.06511627906976744,0.5,6190520797.71245,1.0,0.02380380546757932,0.035022950952877004,2.51,1.0,2.0,0.22438218475852537,0.08790760689172128,0.9635575916043577,2.703808413193847,2.2591834505520936,2.2243821847585257,0.034801265793567904,1.1114390118539133,7.479406158650846,8.790760689272128,1.0815233652779388,1.0,790342.102613395,15448.49193883761,241.3313378105251,251.94044496550725,-145.94044496550725,33.65932541094186
4.39,112.0,74.73848272476502,4.25,UGC05986,20.82,71.78,0.0,2857.4031890660594,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,2,2.282987256019673,0.08790760689172128,0.9809512467936832,0.08790760689172128,0.08623307658308296,0.2778137092171455,790342.102613395,2.0306816138002564,2.315845665238946,0.06511627906976744,0.5,6190520797.71245,1.0,0.02380380546757932,0.035022950952877004,2.51,1.0,2.0,0.22438218475852537,0.08790760689172128,0.9635575916043577,2.703808413193847,2.2591834505520936,2.2243821847585257,0.034801265793567904,1.1114390118539133,7.479406158650846,8.790760689272128,1.0815233652779388,1.0,790342.102613395,11393.043367225424,223.64136554340658,235.79928155556286,-123.79928155556286,37.26151727523498
5.02,115.0,75.43128064669192,3.18,UGC05986,24.3,71.41,0.0,2634.4621513944226,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,2,2.282987256019673,0.08790760689172128,0.9809512467936832,0.08790760689172128,0.08623307658308296,0.2778137092171455,790342.102613395,2.0306816138002564,2.315845665238946,0.06511627906976744,0.5,6190520797.71245,1.0,0.02380380546757932,0.035022950952877004,2.51,1.0,2.0,0.22438218475852537,0.08790760689172128,0.9635575916043577,2.703808413193847,2.2591834505520936,2.2243821847585257,0.034801265793567904,1.1114390118539133,7.479406158650846,8.790760689272128,1.0815233652779388,1.0,790342.102613395,8712.872457481037,209.13780083130547,222.32520737998829,-107.32520737998829,39.56871935330808
5.65,116.0,72.3922930980916,2.32,UGC05986,25.4,67.79,0.0,2381.592920353982,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,2,2.282987256019673,0.08790760689172128,0.9809512467936832,0.08790760689172128,0.08623307658308296,0.2778137092171455,790342.102613395,2.0306816138002564,2.315845665238946,0.06511627906976744,0.5,6190520797.71245,1.0,0.02380380546757932,0.035022950952877004,2.51,1.0,2.0,0.22438218475852537,0.08790760689172128,0.9635575916043577,2.703808413193847,2.2591834505520936,2.2243821847585257,0.034801265793567904,1.1114390118539133,7.479406158650846,8.790760689272128,1.0815233652779388,1.0,790342.102613395,6878.154000391731,197.13338150149323,210.00527184385936,-94.00527184385936,43.6077069019084
6.9,116.0,66.21693212464619,2.28,UGC05986,25.5,61.11,0.0,1950.144927536232,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,3,2.2615766623315112,0.021410593688161672,0.9977403071451515,0.02241851763138654,0.0223678586672786,0.13134032659010908,790342.102613395,2.015947512385612,2.2809045679189506,0.04115226337448559,0.5229845223164641,6787089127.597766,1.0470759455765193,0.0023932117794176477,0.008530117007235726,2.51,1.0,2.0,0.22438218475852537,0.08790760689172128,0.9635575916043577,2.703808413193847,2.2591834505520936,2.2243821847585257,0.034801265793567904,1.1114390118539133,7.479406158650846,8.790760689272128,1.0815233652779388,1.0,790342.102613395,2180.293843208502,122.65409702956792,139.38690619329586,-23.386906193295857,49.78306787535381
7.54,114.0,61.961233041313825,3.05,UGC05986,25.7,56.38,0.0,1723.6074270557028,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,3,2.2615766623315112,0.021410593688161672,0.9977403071451515,0.02241851763138654,0.0223678586672786,0.13134032659010908,790342.102613395,2.015947512385612,2.2809045679189506,0.04115226337448559,0.5229845223164641,6787089127.597766,1.0470759455765193,0.0023932117794176477,0.008530117007235726,2.51,1.0,2.0,0.22438218475852537,0.08790760689172128,0.9635575916043577,2.703808413193847,2.2591834505520936,2.2243821847585257,0.034801265793567904,1.1114390118539133,7.479406158650846,8.790760689272128,1.0815233652779388,1.0,790342.102613395,1825.8727964587945,117.33320453008734,132.68864037776297,-18.688640377762965,52.038766958686175
