galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,mass_bar_segment_msun,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,r_ref_kpc,mass_ref_gal_msun,alpha_geom_i,alpha_mass_i,weight_geom_i,weight_mass_i,Dw_i,sigma_left_i,sigma_right_i,sigma_i,alpha_star_gal,alpha_relax_i,neighbor_gradient_i,mass_norm_i,kappa_dyn_gal,beta_i,source_core_i,info_source_i,c_info_gal,tau_struct_gal,ell_info_kpc,I_struct_i,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
NGC3917,1,0.87,3.5,2.185,2.63,0.35,1505363826.400241,54.43461988407375,62.125,4.35,4,14.86,0.87,2.837935106623121,0.3523688747026732,0.87,19597722115.872368,2.1182905099665814,2.0589199740988224,0.1380670611439842,0.07133382437611999,2.0980655363797327,,0.12619244504007288,0.12619244504007288,2.305498086283193,0.20743254990346038,0.047981918266187404,0.2771519510638317,0.3523688747026732,0.8583576746503464,0.03497448235237155,0.030020615344081222,1.0,2.0,2.6250000000000004,0.1509930408637462,823013.9609858015,0.2451191522531796,0.07463977303464803,0.9388359546034604,2.305498086283193,2.2451191522531797,0.060378934030013376,1.1888264228298362,8.170638408472653,7.463977303564803,1.1351740426496484,1.0,823013.9609858015,26029.225820434258,238.48240693528916,244.61599755447813
NGC3917,2,4.37,6.98,5.675000000000001,2.6100000000000003,0.35,13027551834.596252,99.36390463229996,118.75,3.7,4,14.86,0.87,2.837935106623121,0.3523688747026732,0.87,19597722115.872368,2.0296570859666048,2.252568458281779,0.05809128630705394,0.3993085806535926,2.2242579814198056,0.12619244504007288,0.10259263399093532,0.1143925395155041,2.305498086283193,0.08124010486338751,0.043828559201342564,0.8153209601547109,0.3523688747026732,0.940512805632403,0.09326663515231651,0.0877184646989989,1.0,2.0,2.6250000000000004,0.2931437801228561,823013.9609858015,0.2451191522531796,0.07463977303464803,0.9388359546034604,2.305498086283193,2.2451191522531797,0.060378934030013376,1.1888264228298362,8.170638408472653,7.463977303564803,1.1351740426496484,1.0,823013.9609858015,7491.2821476764575,206.18687200707978,228.88034369914928
NGC3917,3,7.85,10.47,9.16,2.620000000000001,0.35,26167892397.148483,110.84518004828477,135.75,3.725,4,14.86,0.87,2.837935106623121,0.3523688747026732,0.87,19597722115.872368,2.0153374686813215,2.3469015426086126,0.03680336487907466,0.571780640893687,2.326850615410741,0.10259263399093532,0.004451860391698315,0.05352224719131682,2.305498086283193,0.021352529127547815,0.02042833862264,1.1555309307553823,0.3523688747026732,0.9816338431133917,0.06184661211310197,0.06071072753212753,1.0,2.0,2.6250000000000004,0.22959005888311018,823013.9609858015,0.2451191522531796,0.07463977303464803,0.9388359546034604,2.305498086283193,2.2451191522531797,0.060378934030013376,1.1888264228298362,8.170638408472653,7.463977303564803,1.1351740426496484,1.0,823013.9609858015,2252.0049170061584,143.62578125036052,181.42496790605497
NGC3917,4,11.35,14.86,13.105,3.51,0.35,31462493967.401325,101.61509729949712,137.2,4.9,5,14.86,0.87,2.837935106623121,0.3523688747026732,0.87,19597722115.872368,2.0094927580822284,2.3448878936235378,0.02601263470828688,0.6161841132064423,2.331302475802439,0.004451860391698315,,0.004451860391698315,2.305498086283193,0.02580438951924613,0.0012683362939311439,1.2670500634149038,0.3523688747026732,0.9748394950176997,0.005640729991615648,0.005498806376557792,1.0,2.0,2.6250000000000004,0.06942766344622421,823013.9609858015,0.2451191522531796,0.07463977303464803,0.9388359546034604,2.305498086283193,2.2451191522531797,0.060378934030013376,1.1888264228298362,8.170638408472653,7.463977303564803,1.1351740426496484,1.0,823013.9609858015,332.70988277184284,66.03153045117915,121.18494548792464
