r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_mass_i,weight_geom_i,weight_mass_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,ell_info_kpc,c_info_gal,tau_struct_gal,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
0.87,39.3,32.75,6.6,NGC4010,0.0,32.75,0.0,1775.2758620689654,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,1,2.124761814479759,0.186060190364556,0.8672053135562966,0.07857738194582176,0.06814272314875923,0.2756908176088005,1000000.0,2.1182905099665814,2.130664780960172,0.1380670611439842,0.15136016761520274,2418300822.08063,0.42232237746216206,0.20842988514329353,0.07074531953024944,2.620000000000001,1.0,2.0,0.26862988889599465,0.12277201644207536,0.9394675133619083,2.4877760922159533,2.3331916996230526,2.268629888895995,0.0645618107270578,1.1649501697527331,8.95432962989982,12.277201644307537,0.9951104368867814,1.0,1274415.6523878642,364236.77844999405,562.9262804768443,563.8781426438649,-524.5781426438649,6.549999999999997
1.74,54.6,63.957868945111045,5.6,NGC4010,11.53,62.91,0.0,1713.3103448275865,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,1,2.124761814479759,0.186060190364556,0.8672053135562966,0.07857738194582176,0.06814272314875923,0.2756908176088005,1000000.0,2.1182905099665814,2.130664780960172,0.1380670611439842,0.15136016761520274,2418300822.08063,0.42232237746216206,0.20842988514329353,0.07074531953024944,2.620000000000001,1.0,2.0,0.26862988889599465,0.12277201644207536,0.9394675133619083,2.4877760922159533,2.3331916996230526,2.268629888895995,0.0645618107270578,1.1649501697527331,8.95432962989982,12.277201644307537,0.9951104368867814,1.0,1274415.6523878642,91059.19461249851,398.04899023329705,403.15457038925825,-348.55457038925823,-9.357868945111044
2.61,65.5,84.18683982666175,6.7,NGC4010,13.36,83.12,0.0,1643.773946360153,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,1,2.124761814479759,0.186060190364556,0.8672053135562966,0.07857738194582176,0.06814272314875923,0.2756908176088005,1000000.0,2.1182905099665814,2.130664780960172,0.1380670611439842,0.15136016761520274,2418300822.08063,0.42232237746216206,0.20842988514329353,0.07074531953024944,2.620000000000001,1.0,2.0,0.26862988889599465,0.12277201644207536,0.9394675133619083,2.4877760922159533,2.3331916996230526,2.268629888895995,0.0645618107270578,1.1649501697527331,8.95432962989982,12.277201644307537,0.9951104368867814,1.0,1274415.6523878642,40470.75316111045,325.00563956722084,335.73216966876777,-270.23216966876777,-18.686839826661753
4.37,94.3,99.52326813363797,6.3,NGC4010,19.72,97.55,0.0,2034.8947368421047,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,2,2.310822004844315,0.12277201644207536,0.9830100927286238,0.12277201644207536,0.12068613126720464,0.41283128890694587,1000000.0,2.0296570859666048,2.3434884684483643,0.05809128630705394,0.5,13558827508.198345,1.0,0.022369694778737514,0.047039086759415843,2.620000000000001,1.0,2.0,0.26862988889599465,0.12277201644207536,0.9394675133619083,2.4877760922159533,2.3331916996230526,2.268629888895995,0.0645618107270578,1.1649501697527331,8.95432962989982,12.277201644307537,0.9951104368867814,1.0,1274415.6523878642,21617.71224161753,307.35875210552996,323.0700905312478,-228.77009053124777,-5.223268133637973
5.24,104.0,100.64390542899257,5.7,NGC4010,22.31,98.14,0.0,2064.12213740458,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,2,2.310822004844315,0.12277201644207536,0.9830100927286238,0.12277201644207536,0.12068613126720464,0.41283128890694587,1000000.0,2.0296570859666048,2.3434884684483643,0.05809128630705394,0.5,13558827508.198345,1.0,0.022369694778737514,0.047039086759415843,2.620000000000001,1.0,2.0,0.26862988889599465,0.12277201644207536,0.9394675133619083,2.4877760922159533,2.3331916996230526,2.268629888895995,0.0645618107270578,1.1649501697527331,8.95432962989982,12.277201644307537,0.9951104368867814,1.0,1274415.6523878642,15035.228457947738,280.68594036689143,298.1841592366136,-194.1841592366136,3.356094571007432
6.11,115.0,101.9057628399886,5.1,NGC4010,25.86,98.57,0.0,2164.4844517184943,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,2,2.310822004844315,0.12277201644207536,0.9830100927286238,0.12277201644207536,0.12068613126720464,0.41283128890694587,1000000.0,2.0296570859666048,2.3434884684483643,0.05809128630705394,0.5,13558827508.198345,1.0,0.022369694778737514,0.047039086759415843,2.620000000000001,1.0,2.0,0.26862988889599465,0.12277201644207536,0.9394675133619083,2.4877760922159533,2.3331916996230526,2.268629888895995,0.0645618107270578,1.1649501697527331,8.95432962989982,12.277201644307537,0.9951104368867814,1.0,1274415.6523878642,11058.346273232575,259.9355607250594,279.1975648702027,-164.1975648702027,13.094237160011403
7.85,129.0,104.68091755425151,5.1,NGC4010,33.19,99.28,0.0,2119.872611464968,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,3,2.37030584736391,0.05948384251959471,0.9681871338008046,0.07534421834350206,0.07294730280645727,0.28692519593643406,1000000.0,2.0153374686813215,2.3915127080008207,0.03680336487907466,0.616028510059177,21753240870.336758,1.2666333436459278,0.037114147740857195,0.0227037566868682,2.620000000000001,1.0,2.0,0.26862988889599465,0.12277201644207536,0.9394675133619083,2.4877760922159533,2.3331916996230526,2.268629888895995,0.0645618107270578,1.1649501697527331,8.95432962989982,12.277201644307537,0.9951104368867814,1.0,1274415.6523878642,4656.175843830323,191.1831069264961,217.96576537169327,-88.96576537169327,24.319082445748492
8.72,127.0,103.32310196659797,5.1,NGC4010,36.53,96.65,0.0,1849.655963302752,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,3,2.37030584736391,0.05948384251959471,0.9681871338008046,0.07534421834350206,0.07294730280645727,0.28692519593643406,1000000.0,2.0153374686813215,2.3915127080008207,0.03680336487907466,0.616028510059177,21753240870.336758,1.2666333436459278,0.037114147740857195,0.0227037566868682,2.620000000000001,1.0,2.0,0.26862988889599465,0.12277201644207536,0.9394675133619083,2.4877760922159533,2.3331916996230526,2.268629888895995,0.0645618107270578,1.1649501697527331,8.95432962989982,12.277201644307537,0.9951104368867814,1.0,1274415.6523878642,3773.4249528716286,181.39532956788221,208.7580632910753,-81.7580632910753,23.676898033402026
9.6,124.0,99.93100469824168,5.1,NGC4010,35.56,93.39,0.0,1601.6666666666667,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,3,2.37030584736391,0.05948384251959471,0.9681871338008046,0.07534421834350206,0.07294730280645727,0.28692519593643406,1000000.0,2.0153374686813215,2.3915127080008207,0.03680336487907466,0.616028510059177,21753240870.336758,1.2666333436459278,0.037114147740857195,0.0227037566868682,2.620000000000001,1.0,2.0,0.26862988889599465,0.12277201644207536,0.9394675133619083,2.4877760922159533,2.3331916996230526,2.268629888895995,0.0645618107270578,1.1649501697527331,8.95432962989982,12.277201644307537,0.9951104368867814,1.0,1274415.6523878642,3113.337629518599,172.88158156200026,199.68536987816245,-75.68536987816245,24.06899530175832
10.47,122.0,96.31905989989728,3.9,NGC4010,33.73,90.22,0.0,1421.5854823304678,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,3,2.37030584736391,0.05948384251959471,0.9681871338008046,0.07534421834350206,0.07294730280645727,0.28692519593643406,1000000.0,2.0153374686813215,2.3915127080008207,0.03680336487907466,0.616028510059177,21753240870.336758,1.2666333436459278,0.037114147740857195,0.0227037566868682,2.620000000000001,1.0,2.0,0.26862988889599465,0.12277201644207536,0.9394675133619083,2.4877760922159533,2.3331916996230526,2.268629888895995,0.0645618107270578,1.1649501697527331,8.95432962989982,12.277201644307537,0.9951104368867814,1.0,1274415.6523878642,2617.4314928670906,165.5430691098798,191.52511331498656,-69.52511331498656,25.680940100102717
