r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.45,18.9,9.78,74.10826018598843,9443.858,1497.617960758008,18.354105133671997,2.051338934641851,0.3842259564279006,0.2954052240250983,15670.784608250195,2760.6625062092376,0.29232359340951947,12204.520506209237
1.34,58.3,10.5,103.40952379199638,10776.737985074627,-543.9242555549969,18.91336979411648,2.0529265374660772,0.3852843583107181,0.29637839946517275,-4821.995231513163,-2796.492006800399,0.25949336530900485,7980.245978274228
2.23,74.1,5.69,118.83625815943225,8475.672825112106,-2206.6461598661836,19.675391906286933,2.0550943636833976,0.3867295757889317,0.2978608390556447,-3392.6516340467124,-2142.912173392273,0.25283092181698613,6332.760651719833
3.12,119.0,4.27,126.84244989517778,6848.907820512821,-1270.3730041048414,20.39970730506418,2.0571535928657076,0.3881023952438051,0.30006999112800337,-2507.4149449434776,-1692.17477711196,0.24707220792836665,5156.733043400861
4.01,141.0,3.76,141.8996762030395,6214.408877805488,-304.69206839174797,21.313121624386284,2.059755541106589,0.3898370274043926,0.30323912011839527,-1348.3847231188697,-1193.0826667013866,0.19198650912115445,5021.326211104102
4.9,195.0,4.54,191.5603086109498,6306.555938775509,358.54424496965134,22.847325634476743,2.064159963746115,0.39277330916407666,0.30755827508723177,1311.9428522686646,1182.2913745147605,0.1874702113154198,7488.84731329027
5.79,227.0,4.2,216.54344546024254,6852.617633851468,440.6207605441157,25.004045618287446,2.0704450103278336,0.39696334021855567,0.3132216742742471,1355.6713855445173,1246.0116877017322,0.181830032591709,8098.6293215532005
6.69,246.0,4.24,219.45086840401285,7095.267100149476,24.909776934735458,27.792843663657205,2.0787474680364872,0.4024983120243248,0.32064595724981554,103.3403203700106,103.3403203700106,0.014564683599837069,7198.607420519487
7.58,268.0,5.56,221.16991085936075,6897.206134564644,-109.3757702841537,31.5900919542052,2.090281187137602,0.41018745809173457,0.33021943548870347,-443.9219415602668,-443.89090111641474,0.06435807375567634,6453.315233448229
8.47,283.0,2.96,234.9998854836812,6900.578229043683,-91.06531498538557,36.05112567696404,2.1040748457701386,0.4193832305134257,0.3421998389521562,-380.5168440839628,-380.5137452959527,0.05514229861121163,6520.06448374773
10.23,291.0,9.81,247.60044788355773,6655.8830498533725,-174.93706588383043,41.48209492808,2.121363256935561,0.4309088379570406,0.3567303255052589,-664.1602447191079,-663.118456291458,0.0996289224622218,5992.764593561915
12.06,310.0,4.74,253.57528522699224,6272.554162520732,-282.36787452782687,47.859310767738044,2.1425527383203673,0.44503515888024486,0.3737641248877862,-954.8078335151059,-940.8439404684553,0.1499937531173683,5331.710222052277
13.44,310.0,20.4,251.0675529974243,5749.4821726190485,-328.1696054834447,55.189309270455745,2.1677736978051536,0.4618491318701024,0.39289803911001353,-1094.0308771752968,-1059.3842434438661,0.1842573316409271,4690.097929175183
