r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
1.17,123.0,6.2,158.43936115388544,28835.600000000002,-976.5540762656128,20.62036972115115,2.0587631947569123,0.3891754631712748,0.3157723613669243,-10620.264338846537,-7380.0178095287665,0.25593425520983665,21455.582190471236
1.56,142.0,6.2,179.985307068714,28454.743910256413,-1616.9211444071302,26.401024335849865,2.0761858893895595,0.400790592926373,0.3312160637891379,-11195.95922790103,-7688.903679090213,0.27021517759359537,20765.8402311662
1.96,205.0,6.2,196.35753285458622,27558.23229591837,-2383.0185889609024,33.33942003679498,2.097740691035518,0.41516046069034535,0.3518829760653233,-11418.912294069401,-7886.660505744945,0.28618165421709696,19671.571790173424
2.73,228.0,6.2,222.5740457622,25666.612161172157,-3220.11472567611,41.15920794611117,2.1226996023861453,0.43179973492409685,0.377043108521251,-10136.603641826377,-7520.3829132036935,0.2930025539007579,18146.229247968462
3.52,238.0,6.2,233.23126605252645,22534.853323863637,-2388.574053091677,49.73950535061856,2.15082341734134,0.4505489448942267,0.4061997478739896,-9486.22575274384,-7081.210294186257,0.31423369801513185,15453.64302967738
10.59,229.0,4.2,216.594884547493,6892.420103871578,-1351.2565416085488,58.990622920591164,2.1819590769530004,0.47130605130200026,0.43610873258198424,-3613.4702458530596,-2462.453719344494,0.35726982427569903,4429.966384527084
17.65,225.0,6.9,206.28717293022223,3441.5983909348447,-336.2159200105948,66.71899030056868,2.2087432533479654,0.4891621688986436,0.4656071493036824,-1174.640898392035,-1030.5843560598637,0.2994493369053224,2411.014034874981
24.61,220.0,4.0,210.5367294577223,2178.6729053230392,-129.10729933129613,73.3602753535426,2.2325665118142397,0.5050443412094932,0.4934768433192877,-380.19721094892,-377.54675941673474,0.1732920800062709,1801.1261459063044
31.67,222.0,2.4,214.3773008887855,1631.5140543100727,-72.37992417962444,79.24072132948639,2.2544739523304647,0.5196493015536431,0.51849369353295,-180.40382077645526,-180.37331744992534,0.11055578526793677,1451.1407368601474
38.74,219.0,4.1,199.72289733066944,1155.9445766649458,-58.233514105454546,84.22614225217453,2.273581349903801,0.5323875666025341,0.5395813817789491,-126.2921860647155,-126.27922513791631,0.10924332159786476,1029.6653515270295
45.8,214.0,4.7,183.41311703806554,808.6745000000002,-38.62474225372307,88.0444056058669,2.2888314122522906,0.5425542748348604,0.5561758498452058,-74.16937388651435,-74.16857201704971,0.09171622453416015,734.5059279829504
52.86,216.0,2.6,173.88004674735663,610.5632160423761,-22.500015965633473,90.70492787331287,2.2999493675874687,0.5499662450583125,0.5687738110146516,-38.59441932516519,-38.59441814485568,0.06321117474947432,571.9687978975204
59.82,216.0,8.8,167.17000359042416,493.2242761618188,-16.859043086286967,92.48405793238776,2.3076632132179773,0.5551088088119849,0.5776966562364398,-26.0592795147081,-26.059279498120674,0.05283454354864531,467.16499666369816
