r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.45,8.41,1.58,14.973299702764903,378.578,204.12419753086422,30.076601153229515,2.0856123844363514,0.4070749229575676,0.3160624057591119,7301.857386474914,119.64356441959896,0.31603411825198235,498.22156441959896
0.9,17.8,2.22,23.709185787100505,470.4338888888889,163.6109465020576,34.06238396727579,2.0978682421102386,0.41524549474015904,0.32784749104995825,3894.4294344394357,154.14998965249833,0.3276762012545121,624.5838785413872
1.35,26.0,2.35,21.71039720468763,525.8278518518518,-24.48500000000005,38.852286942791,2.1129170411904052,0.42527802746027016,0.3435627342204371,-694.3653057599477,-176.6861134923641,0.33601512903912156,349.14173835948776
1.8,30.9,2.22,22.680583038136888,448.3973888888888,-192.7388971193416,44.55520609786389,2.1313493982214102,0.43756626548094013,0.36310703915518877,-2669.7433462981326,-162.61469613898737,0.3626575447772794,285.78269274990146
2.25,34.7,1.82,22.064932712303243,352.3628444444444,-179.390700518404,50.80402116837472,2.151915956638738,0.4512773044258252,0.3863262996582303,-2390.3450736913605,-135.98006417845787,0.38590920218291425,216.38278026598655
2.69,38.8,1.81,21.399827696011887,288.7396654275093,-134.30073411420435,57.43519945270543,2.1740272524255735,0.4660181682837156,0.41086083885452945,-2030.7316010793154,-118.49705374758464,0.41039409522116527,170.24261167992466
3.14,42.5,1.57,20.316170888854725,232.83519108280254,-106.92073626888222,63.71633523498879,2.1955697756139334,0.4803798504092889,0.43595741110078223,-1709.964490766766,-101.38716573721393,0.43544605635304456,131.4480253455886
3.59,45.6,1.59,19.318314404620434,192.5110027855153,-79.50299009200286,69.54194501503443,2.2162452884209496,0.49416352561396637,0.460681392170955,-1336.6804692321277,-88.55633107638845,0.4600065959609219,103.95467170912686
4.04,48.8,1.83,18.34579237546232,161.28249999999997,-63.945632889622274,74.88143100005121,2.235900980177701,0.5072673201184672,0.4843053403368621,-1077.9996544593203,-77.9735648803041,0.4834595500460627,83.30893511969587
4.49,51.8,1.91,17.32090575112184,134.95993318485523,-51.9505735492577,79.6411501464803,2.2541118097386037,0.5194078731590691,0.505953278954116,-864.3412477882739,-68.14172025851992,0.5049033342746688,66.8182129263353
4.94,54.8,2.19,16.410915650061003,114.52698380566802,-41.73301172260765,83.74212270610708,2.270447947239964,0.5302986314933094,0.5253469619015994,-678.3813302219684,-60.00913917542165,0.5239738023420447,54.51784463024637
5.39,56.6,2.73,15.529151453759026,97.40022263450837,-34.393566481183676,87.20928583768472,2.2848256568460212,0.5398837712306808,0.5423659270368649,-540.7017279184166,-52.65911968946457,0.5406468102959728,44.7411029450438
5.84,58.4,3.27,14.74230537682589,83.57277397260273,-28.05158105830378,89.76343278970465,2.29581980850124,0.5472132056674933,0.5569370977479569,-422.93843563712437,-46.35777948226206,0.5546995424306403,37.21499449034067
6.29,58.5,3.95,14.0439140682167,72.15379968203496,-23.153065706452754,91.77168382628665,2.3046797587701358,0.5531198391800904,0.5682713964103272,-333.38207257922386,-40.797436827431625,0.5654232626308865,31.356362854603333
6.74,57.7,4.07,13.434721176908852,62.735014836795244,-19.279635251712467,93.39757164904877,2.311994971669524,0.5579966477796825,0.5767020389440524,-264.7244565089356,-35.95582594936451,0.5731380799526926,26.779188887430735
7.19,57.3,3.94,12.881555833394971,54.80212795549373,-17.628637514003355,94.68054845295099,2.3178792302686517,0.5619194868457678,0.5825771248408411,-230.366447479256,-31.723618819350197,0.578875675140093,23.078509136143534
