r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.85,10.3,0.2,11.216114551470131,108.19776470588235,61.7502971424505,70.9546827803862,2.219312673908816,0.4962084492725438,0.36792646964803594,2021.660526605002,39.80367721376472,0.3678789235800241,148.00144191964708
1.14,12.9,2.7,14.014856633358791,126.10535087719299,47.580521519208176,69.17246516034433,2.212629855455249,0.49175323697016604,0.3664053512300399,1428.4545625798687,46.189567064562205,0.36627761425876104,172.2949179417552
1.42,16.4,1.8,16.20817354755372,135.318661971831,30.128603672925003,68.63202263580783,2.2104410143270248,0.49029400955134983,0.36747222362964244,998.4931008580623,49.68478151240857,0.3671687318542312,185.00344348423957
1.71,18.6,2.1,18.338733061707163,143.27865497076024,33.52998560879517,68.44561085761569,2.209578562040047,0.4897190413600313,0.3731313883996917,862.1904006459002,53.39335105763238,0.3726539104413612,196.67200602839262
1.99,19.8,2.0,20.612549770005664,154.43075376884426,17.67464348004518,69.11833288807614,2.2121779039673948,0.4914519359782632,0.38415754319665874,525.9215352446795,59.07538091505555,0.3825363761643036,213.5061346838998
2.28,26.1,0.6,21.47452714701225,153.353201754386,2.1627996424699965,71.77404010383093,2.2243168136509692,0.4995445424339795,0.40211262739008247,67.90879906402775,48.90790183673944,0.31892325218661854,202.26110359112545
2.55,27.7,2.7,16.5220810203589,155.64192156862745,-2.0479709396732,76.26842148404924,2.245856852335168,0.5139045682234453,0.42610183592629536,-61.11129015441202,-48.59127010066517,0.3121991145505084,107.05065146796228
2.84,29.7,2.6,15.434237678791728,152.206338028169,-13.299005458744,81.7117323599472,2.2710305920433544,0.5306870613622363,0.45478194507873293,-349.1003437889673,-68.327572984002,0.4489141113910548,83.878765044167
3.13,33.0,3.4,15.505870963498658,147.92849840255593,-17.646299673846915,87.50101026027396,2.296847752946555,0.54789850196437,0.48533804591128327,-422.8102583551949,-71.11315196911478,0.48072651812901845,76.81534643344115
3.41,34.8,1.2,15.370078805495888,142.14794721407625,-31.608982498557154,93.45861206274012,2.3229618292469736,0.565307886164649,0.5153793974166132,-577.4281053032978,-72.86955352282878,0.5126317681752132,69.27839369124747
3.7,35.0,0.9,14.87511383592073,129.91137837837834,-38.04828083929449,98.347608183587,2.3441019352873917,0.5794012901915945,0.5421772729061554,-596.0295536837172,-70.10894280227015,0.5396674539013178,59.802435576108195
3.98,39.0,10.2,14.612293975936113,120.4604271356784,-15.536205521416703,101.01667500383815,2.3555005717938284,0.5870003811958856,0.5615748105959806,-348.8974306932399,-66.81240320623648,0.5546419251110869,53.64802392944192
4.26,35.9,5.4,28.444557122134004,121.211103286385,26.33643976582351,103.24154878400844,2.3652250619399307,0.5934833746266204,0.5710069643756421,470.19580261612117,68.71679105031554,0.5669182870809999,189.92789433670055
4.55,40.0,4.1,31.075233944916587,135.4721978021978,53.04739957747817,104.6011437037273,2.3715516531309024,0.5977011020872682,0.5703650904467094,549.3193996804637,76.76300323764751,0.566632892084092,212.23520103984532
4.84,38.7,1.4,33.82470717539771,151.97859504132234,37.35843176149506,102.61289806998695,2.362014283522995,0.5913428556819967,0.5614062077083434,472.9304860830902,84.40793708706639,0.5553935872621814,236.38653212838872
5.12,41.8,0.5,33.51857951162074,156.76650390625,4.131498143932911,98.31280572638349,2.341089047032422,0.5773926980216147,0.5471249772017208,78.59050552056294,62.66614696813317,0.39974194363362836,219.43265087438317
5.41,42.9,0.4,31.24283088502082,154.3335489833641,1.5095440808916507,94.00178543552818,2.31995113477365,0.5633007565157667,0.5296574846427748,26.196131939348632,26.094266489835682,0.16907708441700148,180.4278154731998
5.68,44.4,1.7,35.980878049096354,157.61184859154932,7.777342836000355,90.40126111407318,2.3020805078204747,0.5513870052136498,0.5115320629461254,119.79648343293138,70.31483894083516,0.4461266051326882,227.92668753238448
5.97,46.1,1.3,36.03347814915095,158.6888609715243,5.211613918943865,87.76756908639108,2.28851479807649,0.5423431987176599,0.4960036565097375,75.48638728710274,58.800510473256104,0.3705396214533765,217.4893714447804
6.26,49.0,0.9,36.574923300416174,160.63458466453676,4.5783972440128125,86.74131213324507,2.2832942014709916,0.5388628009806611,0.48493472265212406,62.714091850872535,53.059507097655846,0.3303118516380724,213.6940917621926
6.54,51.9,0.6,24.400308135288046,161.2985474006116,-11.237140905393161,87.29253266270595,2.2865347916118575,0.5410231944079049,0.4787176815142998,-140.311953482356,-70.2626090065743,0.4356059626009247,91.0359383940373
6.83,53.1,2.1,23.832568487667896,154.22941434846265,-21.140112309945245,87.77489006922218,2.289178660622266,0.5427857737481773,0.47794119511266686,-219.8043286765983,-71.06816680536153,0.4607951544495373,83.16124754310113
7.1,54.0,0.5,24.018271440636045,149.46008450704227,-16.251249766851686,87.7801962020218,2.2891704747263137,0.5427803164842091,0.4815586615994569,-175.91834509675394,-68.20975169069393,0.45637436855242797,81.25033281634833
7.39,55.9,1.1,25.026437030969422,145.12871447902572,-8.462138338291213,88.16091950014504,2.2907902504467317,0.5438601669644878,0.486964125632082,-97.13039720861599,-60.376001290246606,0.4160169233702698,84.75271318877911
7.68,58.8,3.6,28.672858875171375,144.55204427083336,-3.406410837751206,90.00146201024099,2.2984384167296366,0.5489589444864243,0.4905141761732573,-39.66501227846606,-37.50349790683677,0.2594463336441652,107.04854636399659
7.96,57.3,4.6,26.345789337276166,143.18706030150753,-7.002523175837367,91.6743429679358,2.3054824390232422,0.5536549593488281,0.48986705614867415,-78.5266628811504,-55.98849047686753,0.39101641139201504,87.19856982464
8.25,54.0,9.0,25.197415788399518,140.56060606060606,-14.748586051484846,92.39143330889418,2.3086484025924374,0.5557656017282916,0.48400830862259253,-147.78436096945293,-63.6018469801836,0.45248700018239923,76.95875908042245
8.52,63.8,12.0,25.198912548026698,134.92785211267602,-16.602651085199312,91.03482149570968,2.303186219661143,0.5521241464407618,0.47279221641873903,-154.50531602641416,-60.39907352076318,0.4476397761844227,74.52877859191284
