r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.39,17.4,30.4,14.167241281846298,387.9348717948718,418.659677410482,62.13946437096161,2.186606625459571,0.47440441697304736,0.3266398109969002,9871.73488411787,126.70801420012803,0.3266218724134895,514.6428859949998
1.18,46.3,37.1,33.59164124449408,718.6760169491525,151.2466469428008,63.733028985719386,2.1923187032461082,0.47821246883073876,0.331173705928694,3296.025984833399,237.5937809311829,0.3305992899829758,956.2697978803354
1.95,69.1,13.1,28.414884271971022,623.879641025641,-139.02418735744854,65.95653476241773,2.2004819679597825,0.4836546453065216,0.33750667744361096,-2049.021332006279,-209.82546246691996,0.3363236250536604,414.0541785587211
2.74,85.2,6.2,30.008523313722034,501.79828467153277,-87.87419457462482,68.69944731820236,2.2107456739436704,0.49049711596244694,0.3468721038219611,-1381.3882479373617,-173.14446296708067,0.3450479371016934,328.65382170445207
3.53,93.2,6.2,33.66581536791756,485.03841359773384,-20.149094228919356,71.4922579855001,2.2211349436041203,0.49742329573608024,0.35984584296127875,-394.2722753249924,-163.9655738281264,0.3380465736969672,321.0728397696074
4.3,100.0,12.4,35.8157753816762,470.3656976744186,-39.521513426586225,75.05499823161847,2.2348359864299874,0.5065573242866582,0.3759861197651393,-609.3458141158311,-172.0471473975157,0.36577315958232276,298.3185502769029
5.09,108.0,6.2,36.276578550082064,423.3848526522593,-64.43435208160214,80.47855999888243,2.2579299415962977,0.5219532943975318,0.395589306305982,-762.0215493431039,-164.8406186050542,0.3893399056967291,258.5442340472051
5.87,112.0,6.2,35.709037723366706,369.2037649063032,-58.14958933378574,86.35000623262076,2.2854093986304793,0.5402729324203195,0.4189253407170386,-669.4822537785403,-151.97456982473145,0.41162789838640906,217.22919508157176
6.4,113.0,24.9,35.71883654386562,347.208890625,-30.978598289748668,92.17225559989332,2.315236552205679,0.5601577014704526,0.44565587125891365,-412.3481906947485,-147.85962749259534,0.42585207776920053,199.34926313240464
7.44,113.0,15.5,36.69484967632108,320.5673655913978,-22.802537804674934,98.43485191316364,2.3497719430720583,0.5831812953813722,0.4750702229576117,-288.76705509568484,-139.58457086454285,0.43542975938000006,180.98279472685493
8.21,112.0,13.1,36.479876871809694,305.93629719853834,-26.676338342064106,105.03312710611092,2.3884635153358023,0.6089756768905348,0.5059185298338156,-321.6444587412078,-143.8435546184658,0.4701748564509757,162.09274258007255
9.0,111.0,26.4,35.51276161640001,278.9522777777778,-26.14086534010526,111.00146113711762,2.4247039006724087,0.6331359337816058,0.5371900668323422,-304.547791825162,-138.82380693074958,0.4976614926275706,140.1284708470282
9.72,111.0,19.4,37.91794302008713,266.4635905349794,-13.831099042077454,116.45038838903804,2.4588438447388024,0.6558958964925349,0.5645450162965934,-163.0045844826869,-118.54482480714258,0.44488188637381915,147.91876572783684
11.79,113.0,12.5,38.45475627634061,240.3635114503817,-16.512035219902916,121.84941752944533,2.492858225128633,0.6785721500857553,0.5873651421137417,-166.7228999584229,-114.93787275040225,0.47818353150548354,125.42563869997946
17.63,118.0,14.6,33.52849581451453,135.85339194554737,-17.895568408362045,126.47851709103202,2.523560832353047,0.6990405549020314,0.6051046983342092,-124.92873858274359,-72.08935158344198,0.5306407926298724,63.76404036210539
