galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC3198,0.32,24.4,63.28,35.9,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.3500548619065658,2.32260748281492,-0.019677863401263058,0.5,0.035575858250276864,0.3977160897904561,0.3977160897904561,284176339.1599391,8.662185000000001,1,63.28,1.5934426229508198,0.6337377693054481
NGC3198,0.64,43.3,73.66,16.3,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.3500548619065658,2.32260748281492,-0.019677863401263058,0.5,0.035575858250276864,0.3977160897904561,0.3977160897904561,284176339.1599391,8.662185000000001,1,73.66,0.7011547344110854,0.2788605193080426
NGC3198,0.96,45.5,78.98,16.1,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.3500548619065658,2.32260748281492,-0.019677863401263058,0.5,0.035575858250276864,0.3977160897904561,0.3977160897904561,284176339.1599391,8.662185000000001,1,78.98,0.7358241758241759,0.29264911398207627
NGC3198,1.28,58.5,82.70074062546236,15.4,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.3500548619065658,2.32260748281492,-0.019677863401263058,0.5,0.035575858250276864,0.3977160897904561,0.3977160897904561,284176339.1599391,8.662185000000001,1,82.70074062546236,0.4136878739395275,0.164530323616956
NGC3198,1.61,68.8,84.22013357861645,7.61,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.3499543220564134,2.322509093497914,-0.019681655916177633,0.5000457740867853,0.035609372299282176,0.39790342295933806,0.39790342295933806,284868657.1180034,8.683834615384617,1,84.22013357861645,0.224129848526402,0.0891820339160133
NGC3198,1.93,76.9,83.17001502945638,10.3,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.3435197716466503,2.3162121772095094,-0.01992437687071042,0.5029753156410421,0.0377542714356222,0.40989274576778273,0.40989274576778273,329177006.4341186,10.069410000000001,1,83.17001502945638,0.08153465577966676,0.033420463932758625
NGC3198,2.24,82.0,87.04126894755154,8.09,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.3372863009371923,2.310112039555118,-0.020159512795414062,0.5058133090217286,0.0398321424739516,0.42150740223846356,0.42150740223846356,372100719.83410525,11.411686153846155,1,87.04126894755154,0.061478889604287115,0.025913807049608346
NGC3198,2.57,86.9,88.91507521224958,7.6,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.330650670827124,2.303618344632701,-0.020409818779776004,0.5088343987495559,0.04204406970830225,0.4338713913846722,0.4338713913846722,417793705.066349,12.84056076923077,1,88.91507521224958,0.023188437425196436,0.010060799609706383
NGC3198,2.89,97.6,88.99149004258778,3.03,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.324216120417361,2.297321428344297,-0.020652539734308792,0.5117639403038129,0.044188968844642275,0.4458607141931169,0.4458607141931169,462102054.3824643,14.226136153846156,1,88.99149004258778,0.08820194628496117,0.03932578276383572
NGC3198,3.21,100.0,93.81692651115789,5.31,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.3177815700075977,2.291024512055893,-0.020895260688841583,0.5146934818580698,0.046333867980982296,0.45785003700156157,0.45785003700156157,506410403.69857943,15.611711538461538,2,93.81692651115789,0.06183073488842112,0.028309204256497352
NGC3198,3.54,107.0,101.22075133094003,7.51,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.31114593989753,2.284530817133476,-0.021145566673203522,0.5177145715858973,0.04854579521533295,0.4702140261477702,0.4702140261477702,552103388.9308233,17.040586153846156,2,101.22075133094003,0.05401166980429876,0.025397044717643265
NGC3198,3.85,113.0,108.53059706829222,7.32,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.304912469188072,2.2784306794790847,-0.021380702597907163,0.5205525649665836,0.050623666253662346,0.481828682618451,0.481828682618451,595027102.3308098,18.382862307692307,2,108.53059706829222,0.039552238333697136,0.019057402890936288
NGC3198,4.17,117.0,115.52000043282548,5.21,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.2984779187783086,2.2721337631906806,-0.021623423552439954,0.5234821065208406,0.05276856539000237,0.4938180054268957,0.4938180054268957,639335451.6469251,19.768437692307693,2,115.52000043282548,0.012649568950209543,0.006246584908502467
NGC3198,4.5,119.0,120.54909788131971,5.67,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.2897459041755015,2.264788402156472,-0.021690459937925524,0.5243023530309979,0.055693476869231345,0.5059570619537015,0.5059570619537015,651335198.4626149,23.41497500613497,2,120.54909788131971,0.013017629254787482,0.006586361451354827
NGC3198,4.82,127.0,125.50543135657517,5.39,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.279245638385881,2.2568397697724722,-0.021577748943122324,0.5229635925873494,0.05922113332897177,0.5175101518033043,0.5175101518033043,630299085.3951102,29.101471987730065,2,125.50543135657517,0.01176825703484116,0.0060901924845609525
NGC3198,5.15,132.0,129.5399567701024,4.34,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.2684172392903346,2.2486427426264726,-0.021461515729731526,0.5215829958798368,0.06285902905307908,0.5294242757107072,0.5294242757107072,608605593.7942461,34.965672,2,129.5399567701024,0.018636691135587826,0.009866716706102742
NGC3198,5.46,134.0,133.342371735319,2.36,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.25824510680664,2.2409425050044725,-0.021352326953515924,0.5202860717000523,0.0662764462484526,0.5406163315025099,0.5406163315025099,588226859.260101,40.474465950920234,2,133.342371735319,0.004907673617022346,0.0026531685070462743
NGC3198,5.78,137.0,136.70281123663844,0.89,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.2477448410170195,2.2329938726204728,-0.021239615958712724,0.5189473112564037,0.06980410270819301,0.5521694213521127,0.5521694213521127,567190746.1925963,46.16096293251533,2,136.70281123663844,0.0021692610464347506,0.0011977996167715547
NGC3198,6.1,140.0,139.73059686410846,2.84,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.2372445752273986,2.225045240236473,-0.021126904963909527,0.5176085508127551,0.07333175916793343,0.5637225112017155,0.5637225112017155,546154633.1250917,51.84745991411041,2,139.73059686410846,0.0019243081135109769,0.0010847758020742437
NGC3198,6.43,142.0,142.2462463476629,0.88,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.2264161761318526,2.2168482130904734,-0.021010671750518725,0.5162279541052426,0.07696965489204073,0.5756366351091184,0.5756366351091184,524461141.52422756,57.71165992638035,3,142.2462463476629,0.00173412920889359,0.0009982283026519437
NGC3198,6.74,144.0,142.80586577588468,1.23,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.2162440436481576,2.2091479754684733,-0.020901482974303127,0.514931029925458,0.08038707208741427,0.5868286909009212,0.5868286909009212,504082406.9900824,63.2204538773006,3,142.80586577588468,0.008292598778578587,0.00486633488539985
NGC3198,7.06,146.0,141.5263950646663,1.57,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.205743777858537,2.2011993430844736,-0.020788771979499927,0.5135922694818095,0.08391472854715468,0.598381780750524,0.598381780750524,483046293.9225778,68.90695085889567,3,141.5263950646663,0.030641129694066415,0.018335093750543218
NGC3198,8.04,147.0,136.66636199153032,3.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.1735867138778246,2.176856656408474,-0.020443594557915126,0.5094923156231358,0.0947181764551097,0.6337631184149325,0.6337631184149325,418623197.65334487,86.32184786503063,3,136.66636199153032,0.07029685720047399,0.0445515554341416
NGC3198,9.04,148.0,132.3148706684173,3.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.15464937131909,2.1623315932332368,-0.019477083680400194,0.49201865372613984,0.09920590831170786,0.648025455899899,0.648025455899899,376492716.81031334,120.65531658227842,3,132.3148706684173,0.10598060359177491,0.06867812895910641
NGC3198,10.04,152.0,130.27030513513046,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.1438614185580023,2.153864201199527,-0.018149799887108548,0.46673973287847753,0.09985492271650673,0.6494604993068247,0.6494604993068247,348226883.30439395,164.71635877637124,3,130.27030513513046,0.14295851884782595,0.09284591103107316
NGC3198,11.04,155.0,129.53229442884117,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.133073465796915,2.1453968091658164,-0.016822516093816905,0.4414608120308152,0.1005039371213056,0.6508955427137504,0.6508955427137504,319961049.7984745,208.77740097046407,3,129.53229442884117,0.16430777787844408,0.10694720025428021
NGC3198,12.05,156.0,128.5558730669276,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.122177633508216,2.136844743211769,-0.015481959462592343,0.4159291019746762,0.10115944167015246,0.6523449365547453,0.6523449365547453,291412557.9574958,253.2790535864979,3,128.5558730669276,0.17592389059661792,0.11476305924971468
NGC3198,14.05,157.0,123.04960300626736,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.10060172798604,2.1199099591443487,-0.012827391876009054,0.3653712602793515,0.10245747047975022,0.6552150233685967,0.6552150233685967,234880890.94565696,341.40113797468354,4,123.04960300626736,0.2162445668390614,0.1416866889147877
NGC3198,16.07,153.0,114.18718535807773,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.0788100634086426,2.1028058272362538,-0.010146278613559932,0.3143078401670736,0.10376847957744394,0.6581138110505866,0.6581138110505866,177783907.2636997,430.404443206751,4,114.18718535807773,0.2536785270713874,0.16694934223265018
NGC3198,18.13,153.0,107.92139546910983,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.056586880720802,2.0853629996468106,-0.007412073999379147,0.26223326322088925,0.10510544925132961,0.6610700004688536,0.6610700004688536,119556290.24150574,521.1701901265822,4,107.92139546910983,0.29463140216268086,0.19477198116582242
NGC3198,20.05,154.0,104.30430911520388,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.0451254592299843,2.0749564342776523,-0.005946645836892292,0.23108236636150295,0.10271640842541903,0.652963349444326,0.652963349444326,90307835.93043603,599.6888996919918,4,104.30430911520388,0.3226992914597151,0.21071081021484636
NGC3198,22.12,153.0,100.28798532227079,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.042435932365995,2.069850689264918,-0.005498368807045798,0.21566390945609298,0.09634216838687314,0.6328731671046031,0.6328731671046031,84921076.73934905,677.9901521149898,4,100.28798532227079,0.3445229717498641,0.2180393442716262
NGC3198,24.03,150.0,96.53472846597747,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.03995429163642,2.0651395912096904,-0.00508474120945797,0.20143721733564224,0.0904606232305337,0.6143358491003176,0.6143358491003176,79950685.4084427,750.2391338193019,4,96.53472846597747,0.3564351435601502,0.21897088656821848
NGC3198,26.1,149.0,93.51413262175937,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.0372647647724302,2.0600338461969563,-0.004636464179611477,0.18601876043023227,0.0840863831919878,0.5942456667605946,0.5942456667605946,74563926.21735574,828.5403862422999,4,93.51413262175937,0.3723883716660445,0.22129017621458075
NGC3198,28.16,148.0,91.1731961708045,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.034588230791842,2.0549527666190666,-0.004190352739281149,0.17067478882388226,0.07774293658357981,0.5742525384418367,0.5742525384418367,69203190.01753005,906.4633717453798,5,91.1731961708045,0.38396489073780743,0.22049281317872838
NGC3198,30.08,146.0,88.53151416303687,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.032093597178866,2.050217003128995,-0.003774559552177155,0.1563736114043716,0.07183059799710247,0.5556181664165865,0.5556181664165865,64206775.695362434,979.0906203696098,5,88.53151416303687,0.39361976600659676,0.2187022926539111
NGC3198,32.14,147.0,85.75597063761799,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.0294170631982773,2.045135923551105,-0.003328448111846827,0.14102963979802155,0.06548715138869447,0.5356250380978282,0.5356250380978282,58846039.49553674,1057.01360587269,5,85.75597063761799,0.41662605008423137,0.22315534394891412
NGC3198,34.06,148.0,83.88184666541385,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.026922429585302,2.040400160061033,-0.002912654924742832,0.12672846237851085,0.05957481280221712,0.516990666072578,0.516990666072578,53849625.17336911,1129.64085449692,5,83.88184666541385,0.43323076577423075,0.22397626216075261
NGC3198,36.12,148.0,82.55612878520891,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.024245895604713,2.035319080483143,-0.0024665434844125056,0.11138449077216088,0.053231366193809145,0.49699753775382,0.49699753775382,48488888.973543435,1207.56384,5,82.55612878520891,0.4421883190188587,0.21976650577587342
NGC3198,38.19,149.0,81.3620955973972,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.024245895604713,2.035319080483143,-0.0024665434844125056,0.11138449077216088,0.053231366193809145,0.49699753775382,0.49699753775382,48488888.973543435,1207.56384,5,81.3620955973972,0.4539456671315624,0.2256098788384017
NGC3198,40.1,150.0,80.36526612909336,2.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.024245895604713,2.035319080483143,-0.0024665434844125056,0.11138449077216088,0.053231366193809145,0.49699753775382,0.49699753775382,48488888.973543435,1207.56384,5,80.36526612909336,0.46423155913937764,0.23072194183988756
NGC3198,42.17,150.0,79.84832434058964,3.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.024245895604713,2.035319080483143,-0.0024665434844125056,0.11138449077216088,0.053231366193809145,0.49699753775382,0.49699753775382,48488888.973543435,1207.56384,5,79.84832434058964,0.4676778377294024,0.23243473381354357
NGC3198,44.08,149.0,78.01873172514406,3.0,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.024245895604713,2.035319080483143,-0.0024665434844125056,0.11138449077216088,0.053231366193809145,0.49699753775382,0.49699753775382,48488888.973543435,1207.56384,5,78.01873172514406,0.4763843508379593,0.2367618493909177
