ra,dec,distance,pm_ra_cosdec,pm_dec,radial_velocity,ID,StreamName,TrackName,track_point_index,source_table,point_uid
298.18216814851223,-29.913159157392855,26.83994786642687,0.0,0.0,0.0,1,20.0-1,20.0-1-M18,0,mid_points,mid_points_0000000
157.51043124647902,15.343948560876,15.929408526687904,1.1102230246251563e-15,2.220446049250313e-16,296.26515013100527,2,300S,300S-F18,0,mid_points,mid_points_0000001
19.83735580474365,-26.863125248564497,21.478243775239648,-0.0999915779439181,-0.9599976401950217,-108.9546151783936,3,AAU-ATLAS,AAU-ATLAS-L21,0,mid_points,mid_points_0000002
20.29300371880518,-26.23355186572417,21.981943139079156,-0.064702982072788,-0.935178599521434,-110.89244816339465,4,AAU-AliqaUma,AAU-AliqaUma-L21,0,mid_points,mid_points_0000003
128.51898202124207,52.59559991950584,11.699999999999994,0.3420361224287466,-0.609662805266282,2.1051917824680845e-15,5,ACS,ACS-R21,0,mid_points,mid_points_0000004
244.604605842248,10.300418553972731,3.656381685929916,0.0,0.0,-999.0,6,Acheron,Acheron-G09,0,mid_points,mid_points_0000005
24.95547707814855,-56.984491954755576,1.8002637451402963,0.0,0.0,0.0,7,Alpheus,Alpheus-G13,0,mid_points,mid_points_0000006
344.9064233935819,-8.78238980891426,4.0886295820662015,6.387980126531924,-28.458880788870005,-205.47864501101455,8,Aquarius,Aquarius-W11,0,mid_points,mid_points_0000007
145.87052300925814,1.7934876361964092,1.0000000000000009,-0.6180341016071249,0.8202823823346963,17.63030544806154,9,C-10,C-10-I24,0,mid_points,mid_points_0000008
106.66600286938665,47.989152700665215,1.0000000000000002,5.513368534387578,-1.153163783074966,-6.586265691093122,10,C-11,C-11-I24,0,mid_points,mid_points_0000009
96.4532835417892,-29.802343297830244,1.0,-0.7201286104530302,-1.4747338841734212,280.2831516881617,11,C-12,C-12-I24,0,mid_points,mid_points_0000010
34.23616547680704,44.11212651340089,1.0000000000000002,3.135986995498982,2.2763095831168414,1789.4607253491436,12,C-13,C-13-I24,0,mid_points,mid_points_0000011
