TrackName,Imp,On,Name,TrackRefs,TrackRefsLatex,Notes,from-Members,width_phi2,width_phi2_Ref,width_pm_phi1_cosphi2,width_pm_phi1_cosphi2_Ref,width_pm_phi2,width_pm_phi2_Ref,total_v_sigma,total_v_sigma_Ref,Lv_stream,L_Ref,width_comment,length,ra_o,dec_o,distance_o,ra_f,dec_f,distance_f,ra_mid,dec_mid,distance_mid,ra_pole,dec_pole,InfoFlags,has_empirical_track,has_D,has_pm,has_vrad,DiscoveryRefs,ID,InfoFlags_raw,InfoFlags_str,has_empirical_track_from_flag,has_D_from_flag,has_pm_from_flag,has_vrad_from_flag
M2-I21,st,True,M2,ibata2021,Ibata2021,GC,0,0.2,visual,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,22.617294152451,310.37544304509873,-4.980416378120674,10.63334408081448,331.5737334892758,2.6384208029705123,12.233652336803791,321.2508960444235,-2.033128216660144,11.086428789026089,237.79537684415143,72.7204523266946,1110,1,1,1,0,Grillmair1995,58,1110,1110,1,1,1,0
M2-I24,st,False,M2,ibata2024,Ibata2024,GC,1,0.18,from-Members,0.11,from-Members,0.1,from-Members,-1.0,from-Members,0.0,--------,apparent,22.95745719218503,304.3686552503639,-6.372987805642806,0.9999999999999992,325.3317482289479,0.2232479108772671,1.0,314.56398694912554,-1.9135104821699669,0.9999999999999988,237.81845203237987,74.85595626770606,1010,1,0,1,0,Grillmair1995,,1010,1010,1,0,1,0
M3-Y23,st,True,M3-Svol,yang2023,Yang2023b,GC,1,0.53,from-Members,0.19,from-Members,0.13,from-Members,-1.0,from-Members,0.0,--------,apparent,43.90160195304014,188.97486664665075,24.028869929020484,13.549111629713794,237.77095314954693,26.96381426790402,7.675906104565621,205.6631862830402,27.638398476700253,10.74518396579628,42.07132111212036,61.3581208287168,1111,1,1,1,1,Yang2023a,59,1111,1111,1,1,1,1
M30-S20,st,True,M30,sollima2020,"Sollima2020,Harris1996",GC,0,-9.0,------------,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,8.83869058921134,320.8350880434941,-25.43041442803958,8.458000000000027,328.2685812988224,-20.55946792270201,8.457999999999997,325.0892423240081,-23.16359016885208,8.458000000000002,302.3082501441364,65.10325578917809,1000,1,0,0,0,Sollima2020,60,1000,1000,1,0,0,0
M30-I24,st,False,M30,ibata2024,Ibata2024,GC,1,0.33,from-Members,0.25,from-Members,0.22,from-Members,-1.0,from-Members,0.0,--------,apparent,15.3546344420051,317.9648322921028,-27.760945015731817,1.0000000000000009,329.133858309037,-17.53888186711962,1.000000000000001,324.5062088345191,-24.059019056605443,1.0000000000000004,272.49867037296747,54.12866058538902,1010,1,0,1,0,Sollima2020,,1010,1010,1,0,1,0
M5-G19,st,True,M5,grillmair2019,Grillmair2019,GC,1,0.0,from-Members,0.5,from-Members,0.39,from-Members,-1.0,from-Members,0.0,--------,apparent,41.39441125701822,226.79776455925847,3.773088974364594,15.90897761671399,188.07142446561048,21.008786407303656,12.316328118780312,229.73903227959232,2.274494507023603,16.181884328341532,143.6808626714988,-62.46711375723833,1010,1,0,1,0,Grillmair2019,61,1010,1010,1,0,1,0
M5-I21,st,False,M5,ibata2021,Ibata2021,GC,1,0.42,from-Members,0.82,from-Members,0.91,from-Members,-1.0,from-Members,0.0,--------,apparent,8.060270930430386,195.78361184100748,17.386078529126458,7.464679021942342,203.7964492542683,15.035683010990834,7.547953708283549,199.8646919294563,16.38126780150349,7.172793773345317,327.39777248218235,64.2394553336292,1111,1,1,1,1,Grillmair2019,,1111,1111,1,1,1,1
M5-I24,st,False,M5,ibata2024,Ibata2024,-,1,0.32,from-Members,0.43,from-Members,0.34,from-Members,-1.0,from-Members,0.0,--------,apparent,33.70826319561233,189.05048373633645,20.037103842968275,1.0000000000000024,221.05205834815192,6.8574332415531,1.000000000000002,205.59081549911824,14.163483364439296,0.9999999999999998,325.5296096308653,63.17696442862768,1111,1,1,1,1,Grillmair2019,,1111,1111,1,1,1,1
M5-S20,st,False,M5,sollima2020,"Sollima2020,Harris1996",GC,0,-9.0,------------,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,4.899103787445245,227.96855197,2.997324889999988,7.478999999999998,231.70321709,0.3182052999999873,7.478999999999993,229.63836869053657,2.0809625230504585,7.479000000000001,322.4786010465392,53.64146297550421,1000,1,0,0,0,Grillmair2019,,1000,1000,1,0,0,0
M68-I21,st,False,M68,ibata2021,Ibata2021,GC,1,0.44,from-Members,0.78,from-Members,0.38,from-Members,-1.0,from-Members,0.0,--------,apparent,15.358311675620229,186.346755137784,-43.816271880815705,4.0888416780965695,191.03045797348707,-28.996718289491103,4.100010347686502,188.32680918230804,-36.348037628030255,4.106101326871242,104.19891954837968,7.912383190683396,1111,1,1,1,1,Palau2019,,1111,1111,1,1,1,1
M68-P19,st,True,M68-Fjorm,palau2019,Palau2019,GC,1,0.68,from-Members,0.29,from-Members,0.45,from-Members,-1.0,from-Members,0.0,--------,apparent,133.5487627500222,190.1204133839909,-47.32109546202406,8.267093786483223,273.48942253688114,66.52056055901161,4.737115038142775,190.38948294506,-26.886414679126307,5.688995144650216,104.099222430033,17.013235243021125,1210,1,2,1,0,"Palau2019,Ibata2019",62,1210,1210,1,,1,0
M92-I21,st,True,M92,ibata2021,Ibata2021,GC,1,1.41,from-Members,0.81,from-Members,0.77,from-Members,-1.0,from-Members,0.0,--------,apparent,21.081883510959912,246.93203474654263,43.03825232754596,9.157941520244869,273.1703430436212,38.389748239626414,6.999302757680494,261.3932403789248,42.398765519254034,9.399760232477297,34.473616120090014,37.08140374162858,1111,1,1,1,1,"Sollima2020,Thomas2020,Ibata2021",63,1111,1111,1,1,1,1
M92-I24,st,False,M92,ibata2024,Ibata2024,-,1,1.06,from-Members,0.45,from-Members,0.33,from-Members,-1.0,from-Members,0.0,--------,apparent,19.224335437966875,250.9638911534592,43.98791639330719,0.9999999999999984,273.5475932920852,36.34497015349156,1.0000000000000016,263.9075651192674,42.31531098418575,0.9999999999999994,48.49619933191836,41.75154520410965,1111,1,1,1,1,"Sollima2020,Thomas2020,Ibata2021",,1111,1111,1,1,1,1
M92-S20,st,False,M92,sollima2020,"Sollima2020,Harris1996",GC,0,-9.0,------------,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,9.303681501574944,254.4337933366584,41.35298137707025,8.501000000000015,264.6055952218767,40.97856159505419,8.500999999999992,259.29810843366323,43.19024876373857,8.501,60.53583190257627,45.19759088036381,1000,1,0,0,0,"Sollima2020,Thomas2020,Ibata2021",,1000,1000,1,0,0,0
M92-T20,st,False,M92,thomas2020,Thomas2020,GC,0,0.29,Thomas2020,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,18.233457490820705,250.28337694840343,39.28458415009296,8.300000000000015,271.3302973811864,38.57764165456872,8.300000000000008,259.2616089217904,43.00131688480207,8.3,70.60697547455635,46.58557903465843,1000,1,0,0,0,"Sollima2020,Thomas2020,Ibata2021",,1000,1000,1,0,0,0
Molonglo-G17,st,True,Molonglo,grillmair2017b,Grillmair2017_south,-,0,0.3,Riley2020,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,19.359291249208525,10.256167889668394,-24.50088258765178,20.00000000000005,354.64858434466873,-12.000885101222616,19.99999999999992,2.074920300059308,-18.51605822172253,19.99999999999998,251.3235283310508,-46.61367917280008,1000,1,0,0,0,Grillmair2017_south,64,1000,1000,1,0,0,0
Monoceros-R21,st,True,Monoceros,ramos2021,Ramos2021,-,0,2.5,visual,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,46.91444163359424,78.53515334543684,71.74058779541089,10.599999999999971,116.1155139057789,30.55973558609988,10.6,105.18295264570658,51.99688235481008,10.599999999999993,216.1746705409148,15.634652964793846,1110,1,1,1,0,Newberg2002,65,1110,1110,1,1,1,0
Murrumbidgee-G17,st,True,Murrumbidgee,grillmair2017b,Grillmair2017_south,-,0,0.2,Riley2020,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,123.60168363239188,124.2619830452148,-65.59620429021933,20.000000000000103,358.62974248502303,15.970793849164965,19.99999999999988,20.10702502292279,-40.170983080295926,19.999999999999968,265.7024613459829,-26.143946973296,1000,1,0,0,0,Grillmair2017_south,66,1000,1000,1,0,0,0
NGC1261-I21,st,True,NGC1261,ibata2021,Ibata2021,GC,0,3.0,visual,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,17.429110136716655,41.69964580164177,-62.60067085967897,16.47160755859053,56.46294832257161,-47.53070630051716,22.67321725704316,48.598861012238814,-54.92382754247808,19.91888424724197,334.09341828029807,10.803330008448103,1110,1,1,1,0,"Ibata2021,Shipp2018",67,1110,1110,1,1,1,0
NGC1261-I24,st,False,NGC1261,ibata2024,Ibata2024,-,1,0.61,from-Members,0.5,from-Members,0.43,from-Members,-1.0,from-Members,0.0,--------,apparent,29.10505032364953,8.257574418848604,-64.0630614907127,0.9999999999999996,59.28745852680228,-53.76959733837257,0.9999999999999988,34.65858219230441,-57.3358431038496,0.9999999999999996,10.76597899065539,30.39305062932798,1111,1,1,1,1,"Ibata2021,Shipp2018",,1111,1111,1,1,1,1
NGC1261a-I24,st,True,NGC1261a,ibata2024,Ibata2024,-,1,0.87,from-Members,0.5,from-Members,0.45,from-Members,-1.0,from-Members,0.0,--------,apparent,17.133047976831342,43.20129662605783,-61.34712336331102,0.9999999999999988,54.157810046269546,-45.66422260953899,0.9999999999999992,49.0707031934033,-53.53693583249963,1.0000000000000002,330.0501973596311,7.970377171514372,1010,1,0,1,0,Ibata2024,68,1010,1010,1,0,1,0
NGC1261b-I24,st,True,NGC1261b,ibata2024,Ibata2024,-,1,0.67,from-Members,0.35,from-Members,0.45,from-Members,-1.0,from-Members,0.0,--------,apparent,10.721117514641657,42.10924143497441,-49.898177347159006,1.0000000000000024,57.81811178637268,-53.850566287372914,1.0,49.10600476759561,-52.5741991508147,1.0000000000000004,91.26335671917175,29.580777000089988,1111,1,1,1,1,Ibata2024,69,1111,1111,1,1,1,1
NGC1851-I21,st,True,NGC1851,ibata2021,Ibata2021,GC,0,2.3,visual,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,15.794772997088144,83.98543446205359,-50.64112417882557,14.698658619561018,78.35703112799797,-36.49724189532303,13.504805810380812,78.1231483830758,-43.53268751306752,13.606313829651452,350.4102057580754,2.302793379907292,1110,1,1,1,0,"Ibata2021,Shipp2018",70,1110,1110,1,1,1,0
NGC1851-I24,st,False,NGC1851,ibata2024,Ibata2024,-,1,0.6,from-Members,0.16,from-Members,0.27,from-Members,-1.0,from-Members,0.0,--------,apparent,8.819361723767948,74.25474438626587,-35.832058301919766,1.0000000000000018,79.41794146300379,-43.024231966697634,0.999999999999999,78.2955058302168,-39.10249284751082,0.9999999999999994,157.699334134165,12.675830616655462,1111,1,1,1,1,"Ibata2021,Shipp2018",,1111,1111,1,1,1,1
NGC2298-I21,st,True,NGC2298,ibata2021,Ibata2021,GC,0,0.4,visual,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,11.825909610381697,93.2698686527406,-32.22519872069279,12.436895878034038,105.56670200742602,-38.14448140127482,11.013628633906444,99.76255863610604,-34.594385474568,12.378773347407735,147.35381269924764,44.34924169028732,1110,1,1,1,0,"Balbinot2011,Sollima2020,Ibata2021",71,1110,1110,1,1,1,0
NGC2298-I24,st,False,NGC2298,ibata2024,Ibata2024,-,1,0.38,from-Members,0.3,from-Members,0.28,from-Members,-1.0,from-Members,0.0,--------,apparent,13.050769743176623,93.78594802601684,-32.10039692257625,0.9999999999999996,107.16457045449732,-39.07158480958466,0.9999999999999994,100.71458018199225,-35.0437984137707,1.0000000000000002,146.5960845865762,44.77914569350197,1010,1,0,1,0,"Balbinot2011,Sollima2020,Ibata2021",,1010,1010,1,0,1,0
NGC2298-S20,st,False,NGC2298,sollima2020,"Sollima2020,Harris1996",GC,0,-9.0,------------,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,4.690316659236666,104.51655906034298,-37.72621033827373,9.828000000000005,100.5587368802119,-34.5553876047178,9.828000000000015,102.24375097957017,-36.01113378525647,9.828000000000008,324.1024470981625,-45.74961779116974,1000,1,0,0,0,"Balbinot2011,Sollima2020,Ibata2021",,1000,1000,1,0,0,0
NGC2808-I21,st,False,NGC2808,ibata2021,Ibata2021,GC,0,0.6,visual,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,19.4742330547586,124.18971018754104,-57.26705126557741,1.9190340442365892,157.0404457186901,-71.01595860797545,6.549063735876419,137.5454373971372,-64.52165923525149,8.741415917153773,184.5167190514469,18.009901960717748,1110,1,1,1,0,Ibata2021,,1110,1110,1,1,1,0
NGC2808-I24,st,False,NGC2808,ibata2024,Ibata2024,-,1,0.49,from-Members,0.52,from-Members,0.3,from-Members,-1.0,from-Members,0.0,--------,apparent,15.053106377655803,128.54566423378256,-61.104597934048215,1.000000000000001,157.01305424052893,-70.30089882345314,1.0000000000000004,141.43448267521285,-65.39533378349252,1.0000000000000009,171.1317840932224,21.690319730664367,1111,1,1,1,1,Ibata2021,,1111,1111,1,1,1,1
NGC288-I21,st,True,NGC288,ibata2021,Ibata2021,GC,0,1.3,visual,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,12.117199187542004,5.920744006785922,-19.95517861596,11.49275721788088,15.299688569405085,-28.374576328464236,10.617669385092354,10.906701815072264,-23.90304050885984,10.982264521096482,82.73992237809102,35.111786414382394,1110,1,1,1,0,"Grillmair1995,Shipp2018,Sollima2020,Ibata2021",72,1110,1110,1,1,1,0
NGC288-I24,st,False,NGC288,ibata2024,Ibata2024,-,1,0.9,from-Members,0.38,from-Members,0.24,from-Members,-1.0,from-Members,0.0,--------,apparent,30.188192424438032,7.470250419940526,-20.96248333132011,0.9999999999999992,10.55819368336354,-48.893023165774046,1.0000000000000024,12.955665011680274,-34.36225119990639,1.0,97.74775084813092,9.664644899222916,1111,1,1,1,1,"Grillmair1995,Shipp2018,Sollima2020,Ibata2021",,1111,1111,1,1,1,1
NGC288-S20,st,False,NGC288,sollima2020,"Sollima2020,Harris1996",GC,0,-9.0,------------,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,10.327437011480338,12.199190658449284,-24.246199910146537,8.988000000000522,13.21420422474187,-31.05980938775288,8.988000000000001,13.3997182214278,-26.304609738298492,8.988000000000019,68.73680829487051,46.93597248660837,1000,1,0,0,0,"Grillmair1995,Shipp2018,Sollima2020,Ibata2021",,1000,1000,1,0,0,0
NGC3201-I21,st,False,NGC3201,ibata2021,Ibata2021,GC,1,0.54,from-Members,1.21,from-Members,0.6,from-Members,-1.0,from-Members,0.0,--------,apparent,11.927922914955502,146.94511359938613,-45.471732898269856,5.387274708440808,164.0352079123246,-47.206066246673245,5.3817543702259165,155.38499063450402,-46.56095333476448,4.647856579080882,172.40625819456628,42.15940198633538,1111,1,1,1,1,"Palau2021,Ibata2019",,1111,1111,1,1,1,1
NGC3201-P21,st,True,NGC3201-Gjoll,palau2021,Palau2021,GC,1,0.68,from-Members,0.65,from-Members,0.4,from-Members,-1.0,from-Members,0.0,--------,apparent,136.86066118086845,42.29847920913508,20.812029301121846,5.269213780811808,178.36142433209437,-46.73404154756138,3.1557142547673283,154.40295625833113,-46.42533832315034,5.233432372108987,156.48923726547451,47.472809739817606,1110,1,1,1,0,"Palau2021,Ibata2019",73,1110,1110,1,1,1,0
NGC5053-L06,ep,True,NGC5053,lauchner2006,Lauchner2006,GC,0,-9.0,------------,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,4.771139283059742,195.0,15.0,17.4,199.1,17.7,17.4,197.03582106955056,16.35991062358267,17.4,84.73138391109009,52.27888908625403,0,0,0,0,0,Lauchner2006,74,0,0000,0,0,0,0
NGC5466-G06,st,False,NGC5466,grillmair2006,Grillmair2006_5466,GC,0,0.6,Riley2020,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,45.30415139712096,228.83371657649727,20.456966283182638,16.600000000000012,180.9218074519441,39.61310259925329,16.600000000000005,206.5548435878684,31.11246985369741,16.59999999999999,157.80180721840307,-47.52857856884207,1000,1,0,0,0,"Belokurov2006_5466,Grillmair2006_5466",,1000,1000,1,0,0,0
NGC5466-I21,st,False,NGC5466,ibata2021,Ibata2021,GC,0,0.3,visual,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,16.78689687794721,208.7508791408955,29.636468566678268,15.625111804719277,224.6980326916701,21.01666269472646,14.117134087010005,216.84540888849148,25.310848315524805,14.272137384803818,340.3680742249808,49.42350573108015,1110,1,1,1,0,"Belokurov2006_5466,Grillmair2006_5466",,1110,1110,1,1,1,0
NGC5466-I24,st,False,NGC5466,ibata2024,Ibata2024,GC,1,0.4,from-Members,0.19,from-Members,0.16,from-Members,-1.0,from-Members,0.0,--------,apparent,22.37669394130404,202.94970120922733,32.45130795771669,0.9999999999999962,224.56855522728156,21.05296485722796,0.9999999999999992,214.130370843985,26.923105802210006,0.9999999999999996,338.6150451695087,48.10927600075449,1010,1,0,1,0,"Belokurov2006_5466,Grillmair2006_5466",,1010,1010,1,0,1,0
NGC5466-J21,st,True,NGC5466,jensen2021,Jensen2021,GC,1,1.2,from-Members,0.24,from-Members,0.27,from-Members,-1.0,from-Members,0.0,--------,apparent,30.89928828193648,192.8362823233197,35.496395182058286,26.80783989886806,224.6121312321029,21.77842502494974,14.322757334368177,211.3409869850492,28.512738433248,16.738498134386443,343.1410548910589,50.75613620658,1110,1,1,1,0,"Belokurov2006_5466,Grillmair2006_5466",75,1110,1110,1,1,1,0
NGC6101-I21,st,False,NGC6101,ibata2021,Ibata2021,GC,0,0.4,visual,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,10.520558525097034,242.86673161956912,-72.78947451172992,14.757885062522272,270.3650434892897,-67.66072360914215,15.98275577646473,257.83699113104484,-70.43313509867619,14.719321111935042,227.09743178635543,16.984343265828727,1110,1,1,1,0,Ibata2021,,1110,1110,1,1,1,0
NGC6101-I24,st,False,NGC6101,ibata2024,Ibata2024,GC,1,0.22,from-Members,0.32,from-Members,0.3,from-Members,-1.0,from-Members,0.0,--------,apparent,15.373619267188138,221.6269310133569,-73.4405468975798,0.999999999999999,266.7202606842095,-68.07297119455795,0.9999999999999988,247.3252522872859,-72.06903697525958,1.0000000000000004,227.7798741438652,16.959907992580128,1010,1,0,1,0,Ibata2021,,1010,1010,1,0,1,0
NGC6362-S20,st,True,NGC6362,sollima2020,"Sollima2020,Harris1996",GC,0,-9.0,------------,-9.0,-----------,-9.0,------------,-9.0,-----------,0.0,--------,apparent,4.531093281890122,258.6900250822972,-64.61030089602123,7.6489999999999965,264.16994747615684,-67.87715188545374,7.648999999999999,262.988590050022,-67.04366048324947,7.649000000000004,303.6734481340997,18.05241529249746,1000,1,0,0,0,Sollima2020,76,1000,1000,1,0,0,0
NGC6397-I21,st,True,NGC6397,ibata2021,Ibata2021,GC,1,0.47,from-Members,0.37,from-Members,0.61,from-Members,-1.0,from-Members,0.0,--------,apparent,18.276346689020876,257.7164531870689,-54.4567700745979,2.3893508967366635,288.3156618891923,-53.10588041597524,2.5941981336327955,273.39659442560804,-53.88444309217012,2.523002049644929,279.6453601683654,35.95447701594629,1111,1,1,1,1,Ibata2021,77,1111,1111,1,1,1,1
NGC6397-I24,st,False,NGC6397,ibata2024,Ibata2024,GC,1,0.96,from-Members,0.53,from-Members,0.48,from-Members,-1.0,from-Members,0.0,--------,apparent,36.08093648977467,261.8995241527397,-53.75827150675149,1.0000000000000009,307.42525412784323,-38.66936833221007,1.0000000000000029,290.3470393690039,-52.90734003470937,0.999999999999999,267.3296174784608,34.87059361502006,1111,1,1,1,1,Ibata2021,,1111,1111,1,1,1,1
NGC7492-I24,st,True,NGC7492,ibata2024,Ibata2024,GC,1,0.79,from-Members,0.1,from-Members,0.2,from-Members,-1.0,from-Members,0.0,--------,apparent,8.10826709066286,345.8519318132013,-18.890696822203125,1.0000000000000009,350.3845967853022,-12.266080362374105,1.000000000000001,347.81856345929924,-15.239231027129032,0.9999999999999996,273.8827017245624,45.16486324651613,1010,1,0,1,0,Ibata2024,78,1010,1010,1,0,1,0
New-1-I24,st,True,New-1,ibata2024,Ibata2024,-,1,0.11,from-Members,0.15,from-Members,0.08,from-Members,-1.0,from-Members,0.0,--------,apparent,28.75823329911229,25.606208396186112,-35.21000344437295,1.0000000000000024,29.03398069671565,-63.87703552321612,1.0000000000000024,26.986928738125638,-49.55054694719541,0.9999999999999988,115.35283616308811,1.3921619892304795,1010,1,0,1,0,Ibata2024,79,1010,1010,1,0,1,0
New-10-I24,st,True,New-10,ibata2024,Ibata2024,-,1,1.15,from-Members,0.48,from-Members,0.56,from-Members,-1.0,from-Members,0.0,--------,apparent,26.07630158956628,141.9120436043315,-27.87923554308546,1.0000000000000016,150.54693679094015,-3.149752000141452,1.000000000000003,146.69781839007786,-15.63794504575103,1.0,63.31611130144559,21.87725734700403,1111,1,1,1,1,Ibata2024,80,1111,1111,1,1,1,1
New-11-I24,st,True,New-11,ibata2024,Ibata2024,-,1,0.32,from-Members,0.19,from-Members,0.13,from-Members,-1.0,from-Members,0.0,--------,apparent,7.201315477163003,154.7621354856512,40.13697695516871,1.000000000000001,152.6914245892045,33.17367903601221,1.000000000000002,153.65363240858375,36.66215745557382,0.999999999999999,239.85135225263247,-5.075265579518781,1111,1,1,1,1,Ibata2024,81,1111,1111,1,1,1,1
New-12-I24,st,True,New-12,ibata2024,Ibata2024,-,1,1.5,from-Members,0.62,from-Members,0.48,from-Members,-1.0,from-Members,0.0,--------,apparent,15.992141482417097,158.70647077365024,-46.96171688260549,1.0000000000000009,164.96224924568375,-31.76224050543296,1.0000000000000009,162.1532697530182,-39.39634900596031,1.0000000000000004,85.8767421146216,16.141384229812953,1010,1,0,1,0,Ibata2024,82,1010,1010,1,0,1,0
New-13-I24,st,True,New-13,ibata2024,Ibata2024,-,1,0.85,from-Members,0.48,from-Members,0.61,from-Members,-1.0,from-Members,0.0,--------,apparent,29.3465280409391,158.8575108577123,-49.30969689818531,0.9999999999999976,168.3462708747254,-21.186881768502197,0.9999999999999996,163.8982695161344,-35.15691610561454,0.9999999999999994,87.49957316005656,18.45457418188072,1010,1,0,1,0,Ibata2024,83,1010,1010,1,0,1,0
New-14-I24,st,True,New-14,ibata2024,Ibata2024,-,1,0.76,from-Members,0.19,from-Members,0.62,from-Members,-1.0,from-Members,0.0,--------,apparent,10.292731717188962,166.4350235409098,-15.908041180235417,1.0000000000000002,171.91494330876813,-24.448555125059585,0.9999999999999996,170.1417603823068,-19.794604534691988,1.0000000000000002,251.7135748625641,21.053356339665072,1111,1,1,1,1,Ibata2024,84,1111,1111,1,1,1,1
New-15-I24,st,True,New-15,ibata2024,Ibata2024,-,1,3.15,from-Members,0.35,from-Members,0.71,from-Members,-1.0,from-Members,0.0,--------,apparent,19.91394437145636,166.745209491581,11.740125110647762,0.9999999999999994,186.16023385148603,13.858396298180926,1.0000000000000009,176.64426885580676,11.77127612141066,1.0000000000000002,38.76114007017744,73.8926401072216,1111,1,1,1,1,Ibata2024,85,1111,1111,1,1,1,1
New-16-I24,st,True,New-16,ibata2024,Ibata2024,-,1,0.44,from-Members,0.43,from-Members,0.34,from-Members,-1.0,from-Members,0.0,--------,apparent,22.30234426929073,185.40915368303823,-46.78464509428349,1.000000000000001,189.10869278516395,-24.81385624378317,1.0000000000000009,188.52094485045896,-35.97877634301863,0.9999999999999996,105.2688574759531,9.198849939339174,1010,1,0,1,0,Ibata2024,86,1010,1010,1,0,1,0
New-17-I24,st,True,New-17,ibata2024,Ibata2024,-,1,0.32,from-Members,0.33,from-Members,0.31,from-Members,-1.0,from-Members,0.0,--------,apparent,9.170045739940004,205.38183467731997,23.73815720200475,0.9999999999999988,213.1770161993337,18.28666990730468,1.000000000000001,209.17772101059825,20.775537481422628,0.9999999999999996,330.91844849235093,54.22578263487973,1010,1,0,1,0,Ibata2024,87,1010,1010,1,0,1,0
New-18-I24,st,True,New-18,ibata2024,Ibata2024,-,1,1.86,from-Members,0.79,from-Members,1.04,from-Members,-1.0,from-Members,0.0,--------,apparent,11.395529875794605,209.2504951677463,16.093997947156748,0.999999999999999,212.05476151298635,24.978347971140064,0.9999999999999972,213.5659733372537,19.459539973576405,1.0,114.25134759348911,19.883690678997752,1010,1,0,1,0,Ibata2024,88,1010,1010,1,0,1,0
New-19-I24,st,True,New-19,ibata2024,Ibata2024,-,1,1.26,from-Members,0.45,from-Members,0.76,from-Members,-1.0,from-Members,0.0,--------,apparent,5.084576871934203,220.7744782731777,32.08605084910829,1.0000000000000002,223.040011258586,36.63676655484104,1.000000000000001,221.42669790721163,34.535052954098425,1.0,117.28518254092066,19.967190360850275,1111,1,1,1,1,Ibata2024,89,1111,1111,1,1,1,1
New-2-I24,st,True,New-2,ibata2024,Ibata2024,-,1,4.39,from-Members,1.13,from-Members,4.72,from-Members,-1.0,from-Members,0.0,--------,apparent,63.834530092563966,2.7666147672729533,-0.3418877572207832,1.0,64.5998999088232,7.352767181472917,0.9999999999999984,33.57770568916202,4.710512085436567,1.0000000000000004,161.33613024751398,82.5951555651718,1111,1,1,1,1,Ibata2024,90,1111,1111,1,1,1,1
New-20-I24,st,True,New-20,ibata2024,Ibata2024,-,1,1.86,from-Members,4.3,from-Members,2.36,from-Members,-1.0,from-Members,0.0,--------,apparent,9.512707534259444,314.97645369694584,11.267228838597411,1.0,313.8453300668044,20.207189167619106,1.0000000000000002,315.5560832220531,15.872895236306617,1.0000000000000002,227.71991880314388,-6.566047914331495,1111,1,1,1,1,Ibata2024,91,1111,1111,1,1,1,1
New-21-I24,st,True,New-21,ibata2024,Ibata2024,-,1,0.99,from-Members,0.58,from-Members,0.76,from-Members,-1.0,from-Members,0.0,--------,apparent,11.062306934652089,314.4893692835771,13.896648928105648,0.9999999999999986,320.9342954361824,6.388686602834022,1.000000000000004,318.08153650473605,10.600736391012722,1.0000000000000004,62.31277531651081,52.31722444774925,1010,1,0,1,0,Ibata2024,92,1010,1010,1,0,1,0
New-22-I24,st,True,New-22,ibata2024,Ibata2024,-,1,0.38,from-Members,0.25,from-Members,0.47,from-Members,-1.0,from-Members,0.0,--------,apparent,11.318181691003344,322.14734546369266,-27.06969211254551,0.999999999999998,331.2930491382796,-35.208870676606864,0.9999999999999984,326.31512457174745,-31.36682117672037,1.0000000000000002,33.13808172428508,32.85543008557501,1111,1,1,1,1,Ibata2024,93,1111,1111,1,1,1,1
New-23-I24,st,True,New-23,ibata2024,Ibata2024,-,1,0.76,from-Members,1.27,from-Members,0.95,from-Members,-1.0,from-Members,0.0,--------,apparent,30.186743061400588,315.590448040392,14.809183375726024,0.9999999999999988,346.5276698718571,21.79454842307064,1.0000000000000002,330.7404650501164,18.933259161103734,1.0,178.9405547758925,68.72952101938259,1111,1,1,1,1,Ibata2024,94,1111,1111,1,1,1,1
New-24-I24,st,True,New-24,ibata2024,Ibata2024,-,1,0.9,from-Members,0.61,from-Members,0.72,from-Members,-1.0,from-Members,0.0,--------,apparent,4.051185179900207,331.97814093985426,-11.057753271492604,1.0,334.81333140731726,-12.903892222920485,1.0000000000000009,333.6548974769656,-10.96625988499517,0.9999999999999992,25.962689995873863,71.91270584534998,1111,1,1,1,1,Ibata2024,95,1111,1111,1,1,1,1
