galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC11455,0.62,35.1,4.01,0.82,71.2,0.0,1987.1129032258063
UGC11455,1.23,64.6,4.19,1.0,112.64,0.0,3392.8130081300806
UGC11455,1.83,80.1,6.32,2.09,139.71,0.0,3506.0163934426223
UGC11455,2.47,113.0,10.4,3.39,159.08,0.0,5169.635627530364
UGC11455,3.08,136.0,7.59,2.17,171.23,0.0,6005.194805194805
UGC11455,3.68,150.0,7.75,0.18,180.9,0.0,6114.130434782608
UGC11455,4.32,171.0,9.19,0.0,190.21,0.0,6768.75
UGC11455,4.91,192.0,9.16,0.2,198.61,0.0,7507.942973523422
UGC11455,5.53,197.0,9.96,0.2,213.09,0.0,7017.9023508137425
UGC11455,6.17,195.0,12.4,0.0,230.24,0.0,6162.8849270664505
UGC11455,6.78,196.0,7.09,0.58,253.17,0.0,5666.076696165192
UGC11455,7.38,216.0,5.99,2.58,275.53,0.0,6321.951219512195
UGC11455,8.0,225.0,5.24,0.0,287.96,0.0,6328.125
UGC11455,8.62,240.0,6.15,0.0,290.86,0.0,6682.134570765662
UGC11455,9.23,247.0,4.37,7.92,295.63,0.0,6609.859154929577
UGC11455,9.85,254.0,6.48,16.06,302.1,0.0,6549.847715736041
UGC11455,10.43,257.0,7.41,21.24,307.81,0.0,6332.598274209013
UGC11455,11.05,273.0,5.38,23.48,312.49,0.0,6744.7058823529405
UGC11455,11.67,272.0,5.98,24.19,316.07,0.0,6339.674378748929
UGC11455,12.19,270.0,20.9,23.78,319.44,0.0,5980.311730926989
UGC11455,12.91,279.0,9.4,22.46,323.2,0.0,6029.512006196746
UGC11455,14.56,287.0,10.8,23.48,326.62,0.0,5657.211538461538
UGC11455,16.63,291.0,10.0,24.49,316.26,0.0,5092.062537582682
UGC11455,17.77,286.0,9.67,24.49,310.12,0.0,4603.038829487901
UGC11455,18.49,288.0,6.96,26.12,307.21,0.0,4485.884261763115
UGC11455,20.24,289.0,6.63,41.26,301.54,0.0,4126.53162055336
UGC11455,22.62,288.0,10.0,55.9,294.39,0.0,3666.8435013262597
UGC11455,24.89,269.0,8.23,53.66,286.32,0.0,2907.2318200080354
UGC11455,27.06,267.0,7.11,52.14,273.02,0.0,2634.478935698448
UGC11455,29.13,272.0,5.36,47.05,261.41,0.0,2539.787161002403
UGC11455,31.3,274.0,5.78,45.53,250.43,0.0,2398.5942492012778
UGC11455,33.46,259.0,5.81,50.92,239.85,0.0,2004.8117154811714
UGC11455,35.53,272.0,6.69,49.39,229.51,0.0,2082.2966507177034
UGC11455,37.7,274.0,6.39,46.04,219.93,0.0,1991.4058355437664
UGC11455,39.87,272.0,5.59,49.19,212.13,0.0,1855.6308001003263
UGC11455,41.93,266.0,8.82,49.09,205.47,0.0,1687.4791318864775
