galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
NGC6015,0.34,35.5,2.1,-2.27,41.97,0.0,3706.6176470588234
NGC6015,0.67,62.4,4.2,-3.73,62.26,0.0,5811.582089552238
NGC6015,1.0,90.7,3.8,-5.02,80.4,0.0,8226.49
NGC6015,1.32,104.0,2.0,-6.13,86.74,0.0,8193.939393939394
NGC6015,1.65,105.0,2.4,-7.07,92.13,0.0,6681.818181818182
NGC6015,1.98,108.0,2.0,-7.85,97.94,0.0,5890.909090909091
NGC6015,2.31,116.0,2.3,-8.46,104.95,0.0,5825.108225108225
NGC6015,2.63,130.0,3.3,-8.8,112.27,0.0,6425.855513307985
NGC6015,2.96,141.0,2.2,-8.85,120.94,0.0,6716.554054054054
NGC6015,3.28,146.0,1.6,-8.55,129.34,0.0,6498.780487804878
NGC6015,3.61,150.0,1.4,-7.82,137.29,0.0,6232.686980609418
NGC6015,3.94,152.0,1.1,-6.39,143.65,0.0,5863.959390862944
NGC6015,4.27,155.0,1.3,-3.64,148.22,0.0,5626.463700234192
NGC6015,4.6,152.0,1.8,4.74,149.97,0.0,5022.608695652174
NGC6015,4.94,150.0,2.4,8.31,149.81,0.0,4554.655870445344
NGC6015,5.3,147.0,5.5,11.17,147.82,0.0,4077.169811320755
NGC6015,5.63,145.0,3.8,13.71,145.9,0.0,3734.4582593250443
NGC6015,5.96,152.0,4.1,15.93,145.72,0.0,3876.510067114094
NGC6015,6.27,149.0,1.4,18.03,145.22,0.0,3540.8293460925042
NGC6015,8.24,149.0,4.0,27.98,136.77,0.0,2694.296116504854
NGC6015,10.3,146.0,4.0,36.61,123.8,0.0,2069.514563106796
NGC6015,11.13,149.0,3.2,39.92,119.88,0.0,1994.6990116801437
NGC6015,11.95,152.0,2.8,43.13,116.47,0.0,1933.3891213389122
NGC6015,12.72,153.0,2.4,45.67,112.55,0.0,1840.330188679245
NGC6015,13.58,156.0,2.2,47.33,108.33,0.0,1792.0471281296022
NGC6015,14.43,158.0,2.8,48.11,104.74,0.0,1730.0069300069301
NGC6015,15.29,158.0,3.1,48.44,101.4,0.0,1632.7011118378025
NGC6015,16.02,159.0,3.8,48.44,98.71,0.0,1578.0898876404494
NGC6015,16.88,161.0,3.6,48.11,95.6,0.0,1535.6042654028438
NGC6015,17.73,163.0,4.0,47.66,92.8,0.0,1498.5335589396502
NGC6015,18.59,162.0,4.8,47.0,90.22,0.0,1411.7267348036578
NGC6015,19.32,164.0,5.7,46.67,88.2,0.0,1392.1325051759834
NGC6015,20.18,165.0,7.0,46.56,85.97,0.0,1349.1080277502479
NGC6015,21.04,166.0,6.3,46.12,83.92,0.0,1309.6958174904944
NGC6015,21.89,163.0,7.0,45.56,82.02,0.0,1213.750571037003
NGC6015,22.63,159.0,8.5,45.34,80.48,0.0,1117.14538223597
NGC6015,23.48,155.0,9.1,45.12,78.82,0.0,1023.2112436115843
NGC6015,24.34,154.0,8.0,44.68,77.25,0.0,974.3631881676254
NGC6015,25.19,149.0,5.4,44.57,75.79,0.0,881.3418023025009
NGC6015,25.93,153.0,3.1,46.56,74.58,0.0,902.7767065175473
NGC6015,26.78,156.0,3.0,42.58,73.28,0.0,908.7378640776699
NGC6015,27.64,151.0,9.4,40.7,72.03,0.0,824.9276410998552
NGC6015,28.37,158.0,7.7,39.26,71.03,0.0,879.9436023968981
NGC6015,29.23,152.0,3.4,38.26,69.88,0.0,790.4208005473828
