galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC11820,0.26,16.0,5.09,-0.43,8.55,0.0,984.6153846153845
UGC11820,0.44,18.9,4.44,1.29,13.84,0.0,811.8409090909089
UGC11820,0.61,25.8,3.36,1.97,18.2,0.0,1091.2131147540983
UGC11820,0.79,35.8,3.79,2.55,21.35,0.0,1622.3291139240505
UGC11820,1.01,44.1,7.91,3.22,24.45,0.0,1925.5544554455448
UGC11820,5.26,59.65,0.98,17.11,26.68,0.0,676.449144486692
UGC11820,7.91,69.15,1.23,28.49,24.35,0.0,604.5161188369154
UGC11820,10.52,76.95,0.54,35.7,21.4,0.0,562.8614543726237
UGC11820,13.14,81.25,0.73,35.45,18.93,0.0,502.4020167427702
UGC11820,15.82,84.45,1.31,35.37,17.02,0.0,450.80926042983566
