galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
IC4202,0.77,35.1,3.96,2.22,20.98,133.76,1600.012987012987
IC4202,1.59,77.9,3.95,3.89,40.96,176.62,3816.610062893082
IC4202,2.36,115.0,6.7,4.02,58.24,176.92,5603.813559322034
IC4202,3.13,156.0,3.16,0.9,74.68,172.53,7775.079872204473
IC4202,3.95,192.0,3.14,0.0,91.45,173.49,9332.6582278481
IC4202,4.73,204.0,2.9,0.0,107.35,174.08,8798.30866807611
IC4202,5.5,209.0,3.36,0.0,120.52,167.74,7942.0
IC4202,6.27,220.0,3.25,0.0,132.68,159.21,7719.298245614035
IC4202,7.08,231.0,3.49,0.0,150.86,150.44,7536.864406779661
IC4202,7.86,235.0,4.65,0.24,170.8,142.84,7026.081424936387
IC4202,8.66,245.0,6.0,0.0,187.59,136.33,6931.293302540415
IC4202,9.45,246.0,5.57,3.8,199.82,130.53,6403.809523809524
IC4202,10.24,239.0,6.95,0.0,208.12,125.41,5578.22265625
IC4202,11.02,240.0,7.16,3.35,212.98,120.9,5226.8602540834845
IC4202,11.79,240.0,4.85,15.63,214.9,116.92,4885.496183206107
IC4202,12.47,246.0,7.68,22.51,214.77,113.67,4852.927024859663
IC4202,13.34,241.0,6.21,30.77,213.03,109.94,4353.898050974512
IC4202,14.11,250.0,5.62,37.16,210.67,106.85,4429.482636428065
IC4202,14.59,242.0,5.1,39.71,209.26,105.08,4013.9821795750513
IC4202,14.98,244.0,7.41,41.88,208.03,103.7,3974.365821094793
IC4202,15.75,248.0,5.08,44.73,205.55,101.13,3905.0158730158732
IC4202,16.52,249.0,5.22,46.3,203.07,98.75,3753.087167070218
IC4202,17.1,246.0,6.35,46.79,201.06,97.06,3538.9473684210525
IC4202,17.88,241.0,16.2,46.99,198.19,94.92,3248.37807606264
IC4202,18.65,247.0,14.6,47.18,195.23,92.94,3271.260053619303
IC4202,19.62,234.0,20.9,47.77,191.47,90.61,2790.8256880733943
IC4202,20.78,249.0,10.0,51.51,186.83,88.05,2983.686236766121
IC4202,22.13,236.0,16.1,57.31,181.4,85.32,2516.7645729778583
IC4202,23.0,245.0,22.1,59.87,177.88,83.69,2609.782608695652
IC4202,23.58,243.0,4.2,61.24,175.64,82.65,2504.198473282443
IC4202,25.03,238.0,7.76,61.05,170.07,80.22,2263.044346783859
IC4202,25.9,247.0,6.14,60.16,166.98,78.87,2355.5598455598456
