galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
NGC5371,1.45,216.0,10.0,0.0,240.9,0.0,32176.55172413793
NGC5371,2.88,215.0,7.0,0.0,232.56,0.0,16050.347222222223
NGC5371,4.33,215.0,5.0,0.0,235.54,0.0,10675.519630484989
NGC5371,5.78,214.0,4.0,0.0,243.76,0.0,7923.18339100346
NGC5371,7.22,215.0,4.0,0.0,245.32,0.0,6402.35457063712
NGC5371,8.66,221.0,3.0,0.0,253.0,0.0,5639.8383371824475
NGC5371,11.55,233.0,3.0,11.24,281.58,0.0,4700.34632034632
NGC5371,14.48,237.0,3.0,27.45,299.81,0.0,3879.074585635359
NGC5371,17.28,242.0,3.0,40.74,295.15,0.0,3389.12037037037
NGC5371,20.2,241.0,3.0,51.22,293.48,0.0,2875.2970297029706
NGC5371,23.12,240.0,3.0,57.81,284.89,0.0,2491.349480968858
NGC5371,26.04,234.0,3.0,56.95,267.33,0.0,2102.7649769585255
NGC5371,28.84,226.0,3.0,55.22,249.73,0.0,1771.012482662968
NGC5371,31.76,213.0,3.0,52.84,235.27,0.0,1428.4949622166246
NGC5371,34.68,207.0,3.0,50.68,223.76,0.0,1235.5536332179931
NGC5371,37.48,208.0,4.0,48.19,210.28,0.0,1154.3223052294559
NGC5371,40.4,209.0,4.0,45.17,200.01,0.0,1081.2128712871288
NGC5371,43.32,207.0,4.0,42.57,191.48,0.0,989.1274238227147
NGC5371,46.24,213.0,6.0,40.95,184.17,0.0,981.1634948096886
