galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC00128,1.25,34.1,18.8,1.71,29.4,0.0,930.2480000000002
UGC00128,3.75,78.4,6.54,4.27,49.15,0.0,1639.082666666667
UGC00128,6.25,96.9,2.44,7.23,50.52,0.0,1502.3376
UGC00128,8.76,108.0,1.26,11.57,51.47,0.0,1331.5068493150686
UGC00128,11.25,113.0,1.0,13.37,53.63,0.0,1135.0222222222221
UGC00128,13.74,114.0,0.86,16.66,57.25,0.0,945.8515283842795
UGC00128,16.22,121.0,0.68,23.15,57.75,0.0,902.6510480887794
UGC00128,18.71,126.0,0.55,30.33,55.23,0.0,848.5301977552111
UGC00128,21.3,128.0,0.63,35.52,52.6,0.0,769.2018779342723
UGC00128,23.79,129.0,0.61,39.51,50.52,0.0,699.4955863808323
UGC00128,26.28,129.0,0.65,42.0,47.75,0.0,633.2191780821918
UGC00128,28.77,131.0,0.73,44.9,45.88,0.0,596.4893986791797
UGC00128,31.25,131.0,0.83,45.1,43.92,0.0,549.152
UGC00128,33.74,131.0,0.75,43.0,42.1,0.0,508.6247777119146
UGC00128,36.23,127.0,1.24,42.3,40.43,0.0,445.18354954457635
UGC00128,38.82,126.0,1.4,42.4,38.83,0.0,408.9644513137558
UGC00128,41.31,130.0,1.62,41.7,37.43,0.0,409.1019123698862
UGC00128,43.8,132.0,2.01,40.21,36.18,0.0,397.8082191780822
UGC00128,46.28,134.0,2.1,38.81,35.02,0.0,387.98617113223855
UGC00128,48.77,129.0,2.66,37.11,33.97,0.0,341.2138609801107
UGC00128,51.26,132.0,4.67,35.72,33.04,0.0,339.9141630901288
UGC00128,53.75,125.0,5.95,34.72,32.1,0.0,290.69767441860466
