galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
F574-2,2.17,12.6,10.0,-8.64,21.61,0.0,73.16129032258064
F574-2,4.32,23.0,10.0,-7.74,27.24,0.0,122.4537037037037
F574-2,6.49,30.0,8.0,15.6,34.0,0.0,138.6748844375963
F574-2,8.65,36.0,8.0,23.65,34.44,0.0,149.8265895953757
F574-2,10.83,40.0,8.0,28.17,36.32,0.0,147.73776546629733
