galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC12632,0.71,24.1,7.55,0.75,14.22,0.0,818.0422535211269
UGC12632,1.42,33.6,5.02,2.55,19.97,0.0,795.0422535211268
UGC12632,2.14,44.8,3.38,7.39,23.97,0.0,937.8691588785045
UGC12632,2.85,54.4,2.9,10.7,26.52,0.0,1038.3719298245612
UGC12632,3.55,57.4,2.89,12.26,27.06,0.0,928.1014084507042
UGC12632,4.26,61.4,3.44,12.02,28.45,0.0,884.9671361502348
UGC12632,4.97,63.8,3.64,14.16,29.24,0.0,819.0020120724346
UGC12632,5.69,65.5,3.82,15.95,29.3,0.0,753.9982425307556
UGC12632,6.4,67.6,3.54,18.56,30.76,0.0,714.0249999999999
UGC12632,7.11,69.2,2.91,22.61,29.42,0.0,673.507735583685
UGC12632,7.82,70.3,2.79,26.3,28.8,0.0,631.9808184143221
UGC12632,8.52,71.4,2.93,28.44,27.59,0.0,598.3521126760564
UGC12632,9.25,73.2,3.0,29.27,27.31,0.0,579.2691891891893
UGC12632,9.95,73.0,2.81,30.7,26.87,0.0,535.5778894472362
UGC12632,10.66,73.1,2.79,31.41,26.73,0.0,501.2767354596622
