galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC04278,0.14,5.23,5.31,-0.97,4.32,0.0,195.37785714285715
UGC04278,0.42,15.4,7.78,0.23,11.34,0.0,564.6666666666667
UGC04278,0.69,24.4,4.0,3.77,17.59,0.0,862.8405797101449
UGC04278,0.97,32.1,4.0,5.25,23.49,0.0,1062.2783505154641
UGC04278,1.25,34.6,4.0,5.18,27.96,0.0,957.7280000000001
UGC04278,1.52,37.9,4.0,-5.25,30.3,0.0,945.0065789473683
UGC04278,1.8,40.5,4.0,-9.36,30.65,0.0,911.25
UGC04278,2.07,43.0,4.0,-9.36,30.82,0.0,893.2367149758455
UGC04278,2.35,45.1,4.0,-7.81,31.07,0.0,865.536170212766
UGC04278,2.63,45.6,4.0,-5.6,31.29,0.0,790.6311787072244
UGC04278,2.91,49.2,13.0,-4.88,31.96,0.0,831.8350515463918
UGC04278,3.19,50.3,4.0,-6.06,32.66,0.0,793.1316614420061
UGC04278,3.46,53.7,4.19,-7.65,33.34,0.0,833.4364161849712
UGC04278,3.74,58.0,7.53,-8.9,33.79,0.0,899.4652406417111
UGC04278,4.01,64.4,4.0,-9.52,33.93,0.0,1034.2543640897757
UGC04278,4.29,67.5,4.0,-10.37,34.12,0.0,1062.062937062937
UGC04278,4.57,71.3,4.0,-8.76,34.51,0.0,1112.4048140043762
UGC04278,4.85,75.6,4.0,1.41,34.99,0.0,1178.424742268041
UGC04278,5.13,80.0,4.0,9.52,35.27,0.0,1247.5633528265107
UGC04278,5.4,82.8,4.0,17.13,35.21,0.0,1269.5999999999997
UGC04278,5.68,84.8,15.7,23.98,35.26,0.0,1266.0281690140846
UGC04278,5.86,86.3,16.8,27.31,35.38,0.0,1270.9368600682592
UGC04278,6.36,90.2,8.07,36.83,34.91,0.0,1279.2515723270442
UGC04278,6.51,91.3,4.0,39.02,34.54,0.0,1280.4439324116743
UGC04278,6.69,92.8,8.75,38.64,34.02,0.0,1287.270553064275
