galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC11914,0.28,168.0,49.7,0.42,42.14,211.56,100799.99999999999
UGC11914,0.37,187.0,40.2,0.61,53.98,220.85,94510.81081081081
UGC11914,0.47,204.0,26.9,0.79,66.33,227.4,88544.68085106384
UGC11914,0.56,218.0,23.5,0.96,76.79,231.5,84864.28571428571
UGC11914,0.65,232.0,8.63,1.14,86.68,234.01,82806.15384615384
UGC11914,0.75,243.0,4.97,1.31,97.06,236.69,78732.0
UGC11914,0.84,253.0,3.65,1.48,105.9,240.47,76201.19047619047
UGC11914,0.93,262.0,2.86,1.66,114.28,245.03,73810.75268817204
UGC11914,1.03,269.0,3.8,1.83,123.11,249.19,70253.39805825242
UGC11914,1.12,275.0,5.39,2.0,130.64,251.82,67522.32142857142
UGC11914,1.21,280.0,5.01,2.17,137.79,253.43,64793.38842975207
UGC11914,1.3,284.0,10.0,2.33,144.6,253.93,62043.07692307692
UGC11914,1.41,287.0,6.59,2.5,152.47,253.45,58417.73049645391
UGC11914,1.5,289.0,3.56,2.66,158.56,252.44,55680.666666666664
UGC11914,1.59,290.0,6.13,2.82,164.36,251.04,52893.08176100629
UGC11914,1.68,291.0,10.2,2.97,169.88,249.18,50405.357142857145
UGC11914,1.78,292.0,8.61,3.12,175.7,246.75,47901.12359550562
UGC11914,1.87,292.0,11.2,3.26,180.66,244.32,45595.72192513369
UGC11914,1.96,291.0,5.15,3.39,185.38,241.92,43204.5918367347
UGC11914,2.05,291.0,4.92,3.5,189.88,239.71,41307.80487804878
UGC11914,2.16,291.0,9.32,3.61,195.08,237.06,39204.166666666664
UGC11914,2.25,290.0,7.19,3.7,199.1,234.93,37377.77777777778
UGC11914,2.34,290.0,12.2,3.76,202.92,232.89,35940.170940170945
UGC11914,2.43,290.0,7.94,3.79,206.55,231.12,34609.05349794238
UGC11914,2.46,290.0,5.16,3.79,207.71,230.63,34186.9918699187
UGC11914,2.53,290.0,3.56,3.79,210.36,229.44,33241.10671936759
UGC11914,2.62,290.0,3.79,3.8,213.61,227.9,32099.236641221374
UGC11914,2.71,290.0,5.65,3.81,216.71,226.55,31033.21033210332
UGC11914,2.8,290.0,9.38,3.84,219.64,225.09,30035.714285714286
UGC11914,2.99,290.0,10.6,3.94,225.37,221.46,28127.090301003343
UGC11914,3.28,291.0,15.3,4.12,233.01,215.11,25817.37804878049
UGC11914,3.74,292.0,18.8,4.56,241.64,204.42,22797.860962566843
UGC11914,3.83,292.0,15.2,4.69,242.91,202.36,22262.1409921671
UGC11914,4.02,292.0,19.8,5.12,245.41,198.15,21209.95024875622
UGC11914,4.09,292.0,2.4,5.35,246.19,196.62,20846.943765281176
UGC11914,4.12,292.0,9.0,5.4,246.51,195.97,20695.14563106796
UGC11914,4.3,291.0,8.71,6.12,248.01,192.16,19693.25581395349
UGC11914,4.39,291.0,7.92,6.56,248.54,190.25,19289.521640091116
UGC11914,4.49,291.0,8.84,7.04,249.06,188.24,18859.91091314031
UGC11914,4.58,290.0,4.2,7.58,249.41,186.48,18362.44541484716
UGC11914,4.87,289.0,10.6,9.59,250.14,181.04,17150.102669404518
UGC11914,4.91,288.0,2.26,10.06,250.19,180.31,16892.8716904277
UGC11914,4.96,288.0,6.97,10.42,250.25,179.41,16722.58064516129
UGC11914,5.05,287.0,3.23,11.18,250.32,177.88,16310.693069306932
UGC11914,5.14,287.0,10.2,12.03,250.34,176.33,16025.097276264592
UGC11914,5.24,286.0,10.3,12.78,250.33,174.68,15609.923664122136
UGC11914,5.33,286.0,17.8,13.42,250.26,173.23,15346.341463414634
UGC11914,5.42,285.0,11.4,14.16,250.17,171.83,14986.162361623616
UGC11914,5.51,285.0,12.0,14.91,250.09,170.39,14741.379310344828
UGC11914,5.61,284.0,4.03,15.66,250.01,168.9,14377.183600713011
UGC11914,5.71,284.0,4.73,16.4,249.99,167.49,14125.39404553415
UGC11914,5.8,283.0,6.44,17.15,249.96,166.22,13808.448275862069
UGC11914,5.89,283.0,4.96,17.89,249.9,164.93,13597.453310696095
UGC11914,5.98,283.0,5.37,18.64,249.84,163.71,13392.809364548493
UGC11914,6.08,283.0,11.0,19.38,249.76,162.34,13172.532894736842
UGC11914,6.15,283.0,1.14,20.02,249.7,161.44,13022.60162601626
UGC11914,6.17,283.0,17.3,20.24,249.69,161.19,12980.388978930308
UGC11914,6.26,283.0,7.94,21.09,249.61,160.0,12793.769968051118
UGC11914,6.35,283.0,18.3,21.83,249.49,158.86,12612.44094488189
UGC11914,6.73,284.0,10.5,24.6,248.66,154.26,11984.546805349182
UGC11914,6.83,284.0,9.37,25.24,248.3,153.14,11809.077598828697
UGC11914,6.92,285.0,12.9,25.88,247.92,152.15,11737.716763005781
UGC11914,7.37,288.0,1.24,28.33,245.58,147.41,11254.27408412483
UGC11914,8.6,297.0,2.13,31.2,235.09,136.47,10256.860465116279
UGC11914,9.83,305.0,5.07,29.29,222.03,127.66,9463.377416073245
