galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC05829,0.63,14.8,5.06,-2.24,7.48,0.0,347.6825396825397
UGC05829,1.26,27.2,5.06,-3.7,13.07,0.0,587.1746031746031
UGC05829,1.88,34.1,5.06,3.88,16.73,0.0,618.5159574468087
UGC05829,2.52,38.8,5.06,-2.84,19.07,0.0,597.3968253968253
UGC05829,3.14,42.8,5.06,11.17,20.36,0.0,583.388535031847
UGC05829,3.77,47.9,5.06,17.24,21.25,0.0,608.5968169761272
UGC05829,4.4,51.9,5.06,20.77,21.39,0.0,612.1840909090907
UGC05829,5.03,57.6,5.06,26.16,21.32,0.0,659.5944333996024
UGC05829,5.65,60.7,5.06,31.16,20.9,0.0,652.1221238938053
UGC05829,6.29,65.6,5.06,33.7,20.41,0.0,684.1589825119237
UGC05829,6.91,68.6,5.06,34.59,20.24,0.0,681.0361794500723
