galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGCA442,0.42,14.2,1.91,4.87,4.78,0.0,480.0952380952381
UGCA442,1.26,28.6,1.82,13.14,10.76,0.0,649.1746031746032
UGCA442,2.11,41.0,1.74,19.65,13.6,0.0,796.6824644549763
UGCA442,2.96,49.0,1.91,22.42,13.29,0.0,811.1486486486486
UGCA442,3.79,54.8,2.05,22.82,12.56,0.0,792.3588390501318
UGCA442,4.65,56.4,3.12,21.37,12.33,0.0,684.0774193548386
UGCA442,5.48,57.8,2.83,18.73,12.04,0.0,609.6423357664232
UGCA442,6.33,56.5,0.65,16.75,10.62,0.0,504.304897314376
