galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC06787,0.12,134.0,41.1,-0.73,7.68,179.06,149633.33333333334
UGC06787,0.24,208.0,35.5,-0.84,14.95,278.38,180266.6666666667
UGC06787,0.35,252.0,27.1,-0.93,21.23,309.46,181440.0
UGC06787,0.47,272.0,11.6,-1.09,27.71,321.2,157412.76595744683
UGC06787,0.59,276.0,12.6,-1.27,33.83,323.58,129111.86440677967
UGC06787,0.71,271.0,16.3,-1.49,39.63,323.15,103438.02816901408
UGC06787,0.83,266.0,11.9,-1.72,45.13,320.31,85248.19277108434
UGC06787,0.94,262.0,12.2,-1.96,49.93,316.84,73025.53191489363
UGC06787,1.06,260.0,12.1,-2.21,54.94,314.79,63773.58490566038
UGC06787,1.18,260.0,11.9,-2.45,59.69,313.21,57288.135593220344
UGC06787,1.3,259.0,8.04,-2.69,64.21,311.21,51600.76923076923
UGC06787,1.42,257.0,10.2,-2.93,68.53,309.11,46513.380281690144
UGC06787,1.53,254.0,9.68,-3.17,72.32,306.55,42167.320261437904
UGC06787,1.66,244.0,4.95,-3.41,76.57,303.54,35865.06024096386
UGC06787,1.89,228.0,9.83,-3.87,83.6,297.2,27504.761904761905
UGC06787,2.01,220.0,18.6,-4.09,87.03,293.4,24079.601990049752
UGC06787,2.13,215.0,4.11,-4.3,90.32,289.39,21701.877934272303
UGC06787,2.24,213.0,16.1,-4.5,93.19,285.56,20254.017857142855
UGC06787,3.1,228.0,9.59,-5.53,112.13,255.35,16769.032258064515
UGC06787,3.79,236.0,7.22,-5.65,121.66,232.68,14695.51451187335
UGC06787,3.9,236.0,7.24,-5.61,122.76,229.34,14281.02564102564
UGC06787,4.14,237.0,8.26,-5.45,124.89,222.83,13567.391304347828
UGC06787,4.25,237.0,4.07,-5.32,125.78,219.95,13216.235294117647
UGC06787,4.37,237.0,4.04,-5.15,126.75,216.93,12853.318077803204
UGC06787,4.49,237.0,1.94,-4.93,127.73,214.04,12509.799554565701
UGC06787,4.61,237.0,1.49,-4.62,128.73,211.23,12184.164859002169
UGC06787,4.72,236.0,2.38,-4.24,129.65,208.76,11800.0
UGC06787,5.16,235.0,2.4,-1.43,133.7,199.77,10702.519379844962
UGC06787,5.43,234.0,4.05,3.32,136.22,194.84,10083.977900552487
UGC06787,5.56,233.0,3.03,4.2,137.4,192.59,9764.208633093525
UGC06787,5.67,233.0,2.48,4.99,138.33,190.72,9574.779541446209
UGC06787,5.79,233.0,3.03,5.73,139.24,188.73,9376.338514680483
UGC06787,5.91,232.0,6.7,6.43,139.93,186.59,9107.275803722505
UGC06787,6.03,232.0,7.44,7.14,140.45,184.7,8926.036484245438
UGC06787,6.2,232.0,1.64,8.18,141.04,182.21,8681.290322580646
UGC06787,6.5,233.0,14.3,9.96,142.01,177.9,8352.153846153846
UGC06787,6.85,235.0,7.57,11.78,143.12,173.33,8062.043795620439
UGC06787,6.98,236.0,3.05,12.31,143.59,171.7,7979.3696275071625
UGC06787,7.09,236.0,2.91,12.85,144.05,170.36,7855.571227080395
UGC06787,7.21,237.0,4.07,13.38,144.62,168.93,7790.429958391123
UGC06787,7.22,238.0,2.02,13.48,144.67,168.82,7845.429362880886
