galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
NGC4088,1.74,84.9,11.3,0.0,137.12,0.0,4142.534482758621
NGC4088,3.5,136.0,9.9,0.0,180.27,0.0,5284.571428571428
NGC4088,5.24,162.0,8.0,16.92,240.94,0.0,5008.396946564885
NGC4088,6.98,179.0,6.5,31.57,264.14,0.0,4590.401146131805
NGC4088,8.72,182.0,6.1,42.24,243.55,0.0,3798.6238532110087
NGC4088,10.47,179.0,7.0,48.71,230.28,0.0,3060.2674307545367
NGC4088,12.19,174.0,6.2,53.67,219.07,0.0,2483.6751435602955
NGC4088,13.94,171.0,7.2,54.74,199.15,0.0,2097.6327116212337
NGC4088,15.68,168.0,6.1,54.64,184.18,0.0,1800.0
NGC4088,17.42,165.0,5.6,53.77,172.93,0.0,1562.8587830080367
NGC4088,19.28,171.0,8.6,52.37,162.7,0.0,1516.649377593361
NGC4088,21.48,174.0,7.6,50.22,152.44,0.0,1409.4972067039105
