galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC05764,0.36,21.45,1.99,2.75,5.37,0.0,1278.0625
UGC05764,0.73,31.3,1.58,6.05,10.22,0.0,1342.041095890411
UGC05764,1.09,41.7,1.16,9.4,11.44,0.0,1595.3119266055048
UGC05764,1.45,48.35,0.44,12.81,11.24,0.0,1612.2224137931037
UGC05764,1.81,50.6,0.37,16.05,11.43,0.0,1414.5635359116022
UGC05764,2.17,54.05,0.59,18.46,11.43,0.0,1346.2684331797234
UGC05764,2.54,55.8,0.76,20.04,11.39,0.0,1225.8425196850394
UGC05764,2.9,54.55,0.71,20.71,11.38,0.0,1026.1043103448276
UGC05764,3.26,50.0,2.65,20.29,11.12,0.0,766.8711656441718
UGC05764,3.62,49.9,2.77,19.63,11.17,0.0,687.8480662983425
