galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC06614,3.23,194.0,16.7,-7.97,37.15,248.5,11652.012383900928
UGC06614,9.18,172.0,8.1,-15.63,83.53,176.71,3222.657952069717
UGC06614,10.64,170.0,10.7,-16.24,92.09,164.32,2716.1654135338345
UGC06614,11.58,170.0,6.8,-16.14,99.29,157.52,2495.6822107081175
UGC06614,12.52,171.0,6.8,-16.04,107.74,151.54,2335.543130990415
UGC06614,13.57,172.0,12.1,-16.04,120.8,145.51,2180.1031687546056
UGC06614,15.76,174.0,19.6,-15.53,131.65,135.02,1921.0659898477159
UGC06614,24.94,193.0,23.2,18.69,111.71,107.35,1493.5445068163592
UGC06614,26.3,194.0,23.0,21.04,108.26,104.53,1431.0266159695816
UGC06614,34.96,201.0,7.2,34.22,92.64,90.67,1155.6350114416475
UGC06614,36.84,202.0,17.1,37.39,88.8,88.32,1107.600434310532
UGC06614,47.38,205.0,16.0,54.35,75.25,77.88,886.9776276910088
UGC06614,64.59,204.0,16.0,61.29,63.17,66.7,644.3102647468648
