galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC12732,0.96,34.2,3.32,1.81,20.68,0.0,1218.3750000000002
UGC12732,1.92,49.5,4.6,-7.24,30.32,0.0,1276.171875
UGC12732,2.88,59.9,4.38,-2.56,33.18,0.0,1245.8368055555554
UGC12732,3.84,65.3,4.31,8.12,35.24,0.0,1110.4401041666665
UGC12732,4.8,69.8,3.83,11.3,34.72,0.0,1015.0083333333333
UGC12732,5.76,73.8,3.45,16.0,34.11,0.0,945.5625
UGC12732,6.72,76.2,3.24,18.2,34.88,0.0,864.0535714285716
UGC12732,7.68,79.3,3.19,19.2,33.08,0.0,818.8138020833334
UGC12732,8.64,80.3,3.31,23.3,31.11,0.0,746.3067129629628
UGC12732,9.6,81.9,3.69,25.5,29.68,0.0,698.7093750000001
UGC12732,10.6,84.0,3.89,27.8,28.19,0.0,665.6603773584906
UGC12732,11.5,85.6,3.67,31.1,26.95,0.0,637.1617391304346
UGC12732,12.5,87.9,3.43,35.1,25.7,0.0,618.1128000000001
UGC12732,13.4,90.8,3.36,38.3,24.69,0.0,615.2716417910448
UGC12732,14.4,95.5,3.18,41.4,23.69,0.0,633.3506944444445
UGC12732,15.4,98.0,3.18,43.4,22.77,0.0,623.6363636363636
