galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
NGC3741,0.23,13.1,2.19,2.45,11.6,0.0,746.1304347826086
NGC3741,0.47,17.3,2.39,4.75,13.88,0.0,636.7872340425532
NGC3741,0.7,23.6,2.21,6.71,13.02,0.0,795.657142857143
NGC3741,0.93,26.2,2.21,7.8,11.93,0.0,738.1075268817203
NGC3741,1.17,27.4,2.24,8.39,10.78,0.0,641.6752136752136
NGC3741,1.4,26.9,2.23,8.84,9.72,0.0,516.8642857142856
NGC3741,1.64,27.4,2.21,9.23,8.89,0.0,457.780487804878
NGC3741,1.87,31.0,2.2,9.41,8.25,0.0,513.903743315508
NGC3741,2.1,32.5,2.19,9.55,7.73,0.0,502.9761904761905
NGC3741,2.33,33.0,2.19,10.05,7.3,0.0,467.381974248927
NGC3741,2.57,36.5,2.2,10.65,6.92,0.0,518.3852140077821
NGC3741,2.8,38.9,2.21,11.28,6.62,0.0,540.4321428571428
NGC3741,3.26,41.5,2.21,12.0,6.11,0.0,528.29754601227
NGC3741,3.73,42.7,2.2,12.41,5.7,0.0,488.81769436997325
NGC3741,4.21,44.7,2.22,13.14,5.36,0.0,474.6057007125891
NGC3741,4.67,46.7,2.24,13.55,5.09,0.0,467.00000000000006
NGC3741,5.14,48.5,2.27,13.86,4.84,0.0,457.636186770428
NGC3741,5.61,50.0,2.32,13.86,4.63,0.0,445.63279857397504
NGC3741,6.07,50.2,2.4,13.76,4.45,0.0,415.16309719934105
NGC3741,6.54,50.1,2.57,13.55,4.29,0.0,383.7935779816514
NGC3741,7.0,51.6,3.24,13.34,4.14,0.0,380.36571428571426
