galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
NGC2976,0.11,6.8,3.62,1.06,11.98,0.0,420.3636363636363
NGC2976,0.17,9.5,4.31,1.76,15.44,0.0,530.8823529411765
NGC2976,0.24,14.0,3.11,2.47,19.52,0.0,816.6666666666667
NGC2976,0.31,19.8,5.5,2.93,23.11,0.0,1264.6451612903227
NGC2976,0.38,26.1,3.9,3.29,26.27,0.0,1792.657894736842
NGC2976,0.45,28.7,3.5,3.99,29.18,0.0,1830.422222222222
NGC2976,0.52,28.7,2.7,4.46,32.19,0.0,1584.0192307692305
NGC2976,0.59,31.7,2.5,4.93,35.22,0.0,1703.2033898305085
NGC2976,0.66,35.5,2.3,5.88,38.01,0.0,1909.4696969696968
NGC2976,0.73,39.4,2.1,6.93,40.66,0.0,2126.520547945205
NGC2976,0.8,42.9,2.3,7.52,43.36,0.0,2300.5125
NGC2976,0.87,46.0,2.6,8.45,45.92,0.0,2432.183908045977
NGC2976,0.94,49.1,3.1,9.28,48.76,0.0,2564.691489361702
NGC2976,1.01,49.2,3.2,10.11,52.24,0.0,2396.673267326733
NGC2976,1.08,51.4,3.2,11.31,55.81,0.0,2446.259259259259
NGC2976,1.14,57.2,3.1,13.04,58.54,0.0,2870.0350877192986
NGC2976,1.21,63.8,2.9,15.48,61.95,0.0,3363.9999999999995
NGC2976,1.29,67.8,2.8,17.62,66.07,0.0,3563.4418604651155
NGC2976,1.35,69.8,3.3,19.66,68.88,0.0,3608.9185185185183
NGC2976,1.42,71.7,3.9,21.7,71.85,0.0,3620.3450704225356
NGC2976,1.49,74.1,4.4,23.73,74.58,0.0,3685.1073825503354
NGC2976,1.56,76.7,4.8,25.98,76.94,0.0,3771.0833333333335
NGC2976,1.63,79.9,4.4,27.71,78.73,0.0,3916.57055214724
NGC2976,1.74,83.6,3.35,30.15,80.17,0.0,4016.643678160919
NGC2976,1.93,83.9,3.95,29.44,78.52,0.0,3647.2590673575137
NGC2976,2.1,88.7,4.44,29.75,75.56,0.0,3746.519047619048
NGC2976,2.27,85.3,5.36,29.85,73.66,0.0,3205.325991189427
