galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
PGC51017,0.33,20.5,4.17,5.04,10.8,0.0,1273.4848484848485
PGC51017,0.99,19.9,1.82,10.8,19.85,0.0,400.0101010101009
PGC51017,1.65,19.3,1.69,12.3,20.13,0.0,225.75151515151518
PGC51017,2.31,18.8,1.9,12.7,18.24,0.0,153.00432900432904
PGC51017,2.97,18.2,1.74,13.3,16.21,0.0,111.5286195286195
PGC51017,3.63,18.3,2.22,14.2,14.5,0.0,92.25619834710746
