Structural coupling rotation pipeline run log
started_at: 2026-03-23T16:49:48.602302
project_root: C:\Users\mincu\Desktop\topological_gravity_project
data_dir: C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized
output_root: C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_structural_coupling
run_dir: C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_structural_coupling\2026-03-23_164948_local_structural_coupling_v3
beta_mode: local_structural_coupling_v3
beta_value: 200.0
n_input_files: 175
------------------------------------------------------------------------
[001/175] [OK] CamB | beta_mean=91.3138 | eta_mean=0.455223 | ratio_max=0.575873 | rmse=6.1708 | mafe=0.707188
[002/175] [OK] D512-2 | beta_mean=73.8222 | eta_mean=0.451736 | ratio_max=0.504943 | rmse=17.2196 | mafe=0.464223
[003/175] [OK] D564-8 | beta_mean=69.1711 | eta_mean=0.449296 | ratio_max=0.53724 | rmse=12.7206 | mafe=0.567377
[004/175] [OK] D631-7 | beta_mean=67.7582 | eta_mean=0.461679 | ratio_max=0.578876 | rmse=30.5172 | mafe=0.576249
[005/175] [OK] DDO064 | beta_mean=74.3364 | eta_mean=0.420401 | ratio_max=0.538716 | rmse=17.5533 | mafe=0.423694
[006/175] [OK] DDO154 | beta_mean=85.7486 | eta_mean=0.460806 | ratio_max=0.595675 | rmse=27.5521 | mafe=0.620688
[007/175] [OK] DDO161 | beta_mean=79.1182 | eta_mean=0.434577 | ratio_max=0.606295 | rmse=29.3795 | mafe=0.429659
[008/175] [OK] DDO168 | beta_mean=77.4914 | eta_mean=0.452451 | ratio_max=0.571046 | rmse=25.7242 | mafe=0.458226
[009/175] [OK] DDO170 | beta_mean=96.0029 | eta_mean=0.478353 | ratio_max=0.579033 | rmse=32.6355 | mafe=0.582757
[010/175] [OK] ESO079-G014 | beta_mean=82.9914 | eta_mean=0.445931 | ratio_max=0.515603 | rmse=45.579 | mafe=0.242995
[011/175] [OK] ESO116-G012 | beta_mean=72.7593 | eta_mean=0.447204 | ratio_max=0.587009 | rmse=49.834 | mafe=0.426171
[012/175] [OK] ESO444-G084 | beta_mean=96.0328 | eta_mean=0.479679 | ratio_max=0.588963 | rmse=36.6718 | mafe=0.633803
[013/175] [OK] ESO563-G021 | beta_mean=70.8538 | eta_mean=0.451961 | ratio_max=0.292324 | rmse=80.8651 | mafe=0.357103
[014/175] [OK] F561-1 | beta_mean=83.1565 | eta_mean=0.460367 | ratio_max=0.434501 | rmse=7.64892 | mafe=0.132543
[015/175] [OK] F563-1 | beta_mean=67.7238 | eta_mean=0.445133 | ratio_max=0.386674 | rmse=61.7514 | mafe=0.617419
