galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,mu_shell_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,vdgrad_i,dyn_persist_i,e_struct_i,p_stat_i,beta_i,g_bar_internal_km2s2_per_kpc,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_segment_kms,source_file
IC4202,4,14.98,18.65,16.814999999999998,3.669999999999998,0.35,135.7096869277186,194295136934.74173,212385271253.0604,18090134318.318665,133300243.54085934,229.03959164474358,245.83333333333334,9.143333333333334,6,25.9,-3.0,1.9500000000000002,2.5890607066984446,-0.6390607066984444,-0.20441998425197516,0.5713677856384819,0.5,0.6492277992277992,1.2301888635735503,0.6492277992277992,0.19341519229088788,0.7074047007761186,0.45018611680749293,0.0497253319416125,0.08793983390787391,3119.782012535885,561.7685825608263,0.5232958501886913,20.64711029542139,2651.814710655502,20.646693080630374,3140.4287056165153,229.79623296508083,IC4202_segment_structure_v6.csv
IC4202,5,19.62,25.9,22.759999999999998,6.279999999999998,0.35,314.3256441059133,215103318543.75003,227161320071.7987,12058001528.048676,38361494.69238241,205.63923030792338,241.71428571428572,12.457142857142857,7,25.9,-3.0,1.9500000000000002,2.5890607066984446,-0.6390607066984444,0.0,0.2772555672202812,0.5,0.8787644787644787,1.1299530648812968,0.8787644787644787,0.0,0.0,0.4083985868459152,0.06569994138591159,0.0,1857.9742109681529,334.54684395670625,0.0,0.0,1579.27807932293,0.0,1857.9742109681529,205.63923030792338,IC4202_segment_structure_v6.csv
NGC0100,1,0.23,1.59,0.91,1.36,0.35,2.72162454765791,5040132.2045799615,650641540.976212,645601408.7716321,237211781.95839077,27.599172151429467,25.6275,5.07,4,9.62,-0.27284164154938956,2.904505425457714,2.6735715984191133,0.23093382703860055,0.0,0.7034504565076578,0.5,0.0945945945945946,1.1081774351584106,0.0945945945945946,0.0,0.0,0.05333043247069427,0.7007975632446095,0.0,837.0486851035602,150.9459935791726,0.0,0.0,711.4913823380261,0.0,837.0486851035602,27.599172151429467,NGC0100_segment_structure_v6.csv
NGC0100,2,2.05,3.42,2.735,1.37,0.35,8.239973415357793,1046830931.1285288,2494491340.2047477,1447660409.0762188,175687509.66818005,51.73566053421866,58.800000000000004,4.0,4,9.62,-0.27284164154938956,2.904505425457714,2.6735715984191133,0.23093382703860055,0.0,0.6372704729337906,0.5,0.28430353430353433,1.1698966948154346,0.28430353430353433,0.0,0.0,0.05333043247069427,0.7007975632446095,0.0,978.6393312292176,176.3936645183765,0.0,0.0,831.843431544835,0.0,978.6393312292176,51.73566053421866,NGC0100_segment_structure_v6.csv
NGC0100,3,3.88,5.7,4.79,1.8200000000000003,0.35,19.17144350482557,2866160585.5505,3791017993.8664155,924857408.3159156,48241406.969857186,55.162498029489754,76.9,4.388,5,9.62,-2.3063732127560623,2.192769375535378,2.6735715984191133,-0.4808022228837352,-0.7117360499223357,0.3254246431947749,0.5,0.497920997920998,1.114815537262585,0.497920997920998,0.7117360499223357,0.8989562240992482,0.7377389822889906,0.007311843253631834,0.016432567506226087,635.2612085289063,114.47203839689523,0.8695315741716991,0.9079326882608353,539.9720272495704,0.9079318326097873,636.169140361516,55.20190379263801,NGC0100_segment_structure_v6.csv
NGC0100,4,6.16,7.52,6.84,1.3599999999999994,0.35,20.457046050527573,3883281668.2981052,4143246871.941055,259965203.64294958,12707856.403160673,50.06994501779251,82.6,5.423333333333333,3,9.62,-3.0,1.9500000000000002,2.6735715984191133,-0.7235715984191131,-0.24276937553537792,0.11275040452995702,0.5,0.7110187110187111,1.0475366560214543,0.7110187110187111,0.22035712158216472,0.7336503973026354,0.5824928277366277,0.02058308785586379,0.037751976457923796,366.5203792521587,66.03783481021236,0.6060422706820849,1.1253450227785255,311.5423223643349,1.125340128378566,367.6457193805373,50.14675184458984,NGC0100_segment_structure_v6.csv
NGC0100,5,7.98,9.62,8.8,1.6399999999999988,0.35,31.737625623625505,4233213632.928847,4646754734.69568,413541101.7668328,13029994.955230445,46.49011326914392,88.84,8.472,5,9.62,0.09935382973676514,3.0347738404078677,2.6735715984191133,0.3612022419887544,1.0847738404078675,0.11527908994768546,0.5,0.9147609147609149,1.055128267436003,0.9147609147609149,0.9142308726665273,0.9195357917358173,1.3072013444509363,0.0001641589110168909,0.0003773749855310159,245.6057536111172,44.2740104017551,0.7921677981266462,0.01277473837610001,208.76489056944962,0.01277473836015518,245.61852834947734,46.49132230293521,NGC0100_segment_structure_v6.csv
NGC2403,1,0.16,1.57,0.865,1.4100000000000001,0.35,2.682150435965554,20040562.57861709,3020680897.9960055,3000640335.4173884,1118744234.1716304,67.7444087710755,67.01333333333334,1.6440000000000003,15,20.87,-0.6450775751248072,2.7742228487063176,2.478888403399558,0.29533444530675945,0.0,0.9179483297675093,0.5,0.04144705318639195,1.0934404818872578,0.04144705318639195,0.0,0.0,0.08722243458465129,0.5590687101276265,0.0,5305.554820511643,955.6019251078557,0.0,0.0,4509.7215974348965,0.0,5305.554820511643,67.7444087710755,NGC2403_segment_structure_v6.csv
NGC2403,2,1.67,2.98,2.325,1.31,0.35,6.697954077269779,3444443969.9970465,7404234806.122429,3959790836.1253824,591194085.6034464,103.12050731849263,97.4,1.6521428571428576,14,20.87,-0.6450775751248072,2.7742228487063176,2.478888403399558,0.29533444530675945,0.0,0.8553228361138318,0.5,0.11140392908481074,1.142741522849705,0.11140392908481074,0.0,0.0,0.08722243458465129,0.5590687101276265,0.0,4573.694206289588,823.7026178268832,0.0,0.0,3887.6400753461494,0.0,4573.694206289588,103.12050731849263,NGC2403_segment_structure_v6.csv
NGC2403,3,3.08,6.46,4.77,3.38,0.35,35.455449201736755,7640088915.136563,13114479958.892422,5474391043.755858,154401965.4808858,102.2789615368371,113.33333333333333,3.049333333333334,15,20.87,-1.8682659707875529,2.3461069102243566,2.478888403399558,-0.1327814931752016,-0.42811593848196106,0.606921275899052,0.5,0.22855773838045038,1.1450775896374286,0.22855773838045038,0.4246221701573324,0.8414655464386378,0.20091418171212638,0.26199551908905006,0.5511505065868552,2193.0788203467096,394.97785311976713,0.32464342077325287,18.49611030908307,1864.116997294703,18.49550335403081,2211.5743237007405,102.70934487208324,NGC2403_segment_structure_v6.csv
NGC2403,4,6.96,13.42,10.19,6.46,0.35,144.76201337144172,13471590229.974586,17450481955.67915,3978891725.704563,27485744.588915125,81.8632729073081,128.64285714285714,1.542142857142857,14,20.87,-2.27372097397845,2.2041976591075425,2.478888403399558,-0.2746907442920157,-0.14190925111681407,0.2155985728250985,0.5,0.4882606612362242,1.0753254532288565,0.4882606612362242,0.11265611520284055,0.5847523453052311,0.09559324055223653,0.5287242390146283,0.7729318469588187,657.6639304314431,118.47387580522154,0.27209377972792725,13.081997822812784,559.0143408667266,13.079610231783764,670.7435406632269,82.67331298162837,NGC2403_segment_structure_v6.csv
NGC2403,5,13.91,20.87,17.39,6.960000000000001,0.35,266.16854731015394,17522148124.69919,17967974750.924805,445826626.22561646,1674978.6206185934,66.5174223471972,134.26666666666668,4.1066666666666665,15,20.87,-3.0,1.9500000000000002,2.478888403399558,-0.528888403399558,-0.25419765910754233,0.01647385269554338,0.5,0.8332534738859607,1.0075188903100876,0.8332534738859607,0.1639690638672123,0.672089572618049,0.3443393931462879,0.100701361971578,0.16920083832383329,254.43171223205343,45.82100397548676,0.59095998432415,3.8464094787356493,216.2669553972454,3.8460039608498477,258.27771619290326,67.0182772428133,NGC2403_segment_structure_v6.csv
NGC2683,1,2.89,14.43,8.66,11.54,0.35,219.77162204634766,33372527300.734028,93009804358.6125,59637277057.87848,271360226.14103276,205.08057127289626,195.8,7.4,5,34.62,-3.0,1.9500000000000002,1.95,2.220446049250313e-16,0.0,0.730719681428612,0.5,0.25014442518775276,1.1827326799020386,0.25014442518775276,0.0,0.0,4.930380657631324e-32,1.0,0.0,4856.586687484698,874.4821180188578,0.0,0.0,4128.098684361993,0.0,4856.586687484698,205.08057127289626,NGC2683_segment_structure_v6.csv
NGC2683,2,17.31,34.62,25.964999999999996,17.31,0.35,988.4012990358113,90715075997.87022,83880670504.61414,1e-12,1.0117348095105734e-15,122.61999609272766,162.5,10.333333333333334,6,34.62,-3.0,1.9500000000000002,1.95,2.220446049250313e-16,0.0,1.0117348095105735e-23,0.5,0.75,1.000000000000433,0.75,0.0,0.0,4.930380657631324e-32,1.0,0.0,579.0742708176602,104.23336892717884,0.0,0.0,492.2131301950112,0.0,579.0742708176602,122.61999609272766,NGC2683_segment_structure_v6.csv
NGC2841,1,3.44,6.51,4.975,3.07,0.35,33.587630997508214,67233879354.83422,120698253955.32573,53464374600.49151,1591787601.9436412,282.98789495077904,305.2,9.407,10,63.64,-0.8664388732793312,2.696746394352234,2.564415803702775,0.13233059064945918,0.0,0.9408909251462103,0.5,0.07817410433689503,1.1315348219296144,0.07817410433689503,0.0,0.0,0.017511385221634732,0.8898142302100026,0.0,16096.914309281037,2898.1627255038593,0.0,0.0,13682.37716288888,0.0,16096.914309281037,282.98789495077904,NGC2841_segment_structure_v6.csv
NGC2841,2,6.86,9.93,8.395,3.0699999999999994,0.35,56.67701753247867,128991340278.68521,186325475631.20358,57334135352.51837,1011594079.0226504,287.1012252081233,320.4,12.484,10,63.64,-0.8664388732793312,2.696746394352234,2.564415803702775,0.13233059064945918,0.0,0.9100391034037145,0.5,0.13191389063482087,1.165262882334375,0.13191389063482087,0.0,0.0,0.017511385221634732,0.8898142302100026,0.0,9818.596011436039,1767.9197822607605,0.0,0.0,8345.806609720632,0.0,9818.596011436039,287.1012252081233,NGC2841_segment_structure_v6.csv
NGC2841,3,10.27,22.51,16.39,12.240000000000002,0.35,441.172348379141,191496755906.7732,231285786374.04645,39789030467.273254,90189311.75867529,255.45435211970735,313.3,7.552,10,63.64,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,-0.7467463943522339,0.4742080978405003,0.5,0.25754242614707734,1.1203270755309858,0.25754242614707734,0.6644333065060706,0.8925357056142945,0.9351369573177886,0.001961106582558686,0.0043758941186221355,3981.5086038376708,716.8424911869887,0.9297990194466443,0.8415370550440503,3384.28231326202,0.8415370376994099,3982.35014087537,255.48134728184624,NGC2841_segment_structure_v6.csv
NGC2841,4,24.59,43.08,33.835,18.49,0.35,1375.7863767609883,234369905650.8972,241755483203.32205,7385577552.424866,5368258.966055994,173.643980848759,284.1,3.818,10,63.64,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,0.0,0.050947591036740576,0.5,0.5316624764299183,1.018574266108204,0.5316624764299183,0.0,0.0,0.3775067798397266,0.08072460418527627,0.0,891.1550786169406,160.44961925751127,0.0,0.0,757.4818168243995,0.0,891.1550786169406,173.643980848759,NGC2841_segment_structure_v6.csv
NGC2841,5,45.16,63.64,54.4,18.480000000000004,0.35,2210.7965556359636,241749915468.12183,260390707539.56726,18640792071.445435,8431708.482594037,139.79052367963587,284.1,5.090000000000001,10,63.64,0.9507808740966728,3.3327733059338356,2.564415803702775,0.7683575022310607,1.3827733059338354,0.07776054256258015,0.5,0.8548082966687618,1.0359470827038455,0.8548082966687618,0.6732768361632299,0.8937973449331471,2.502435266837943,5.684703465798942e-08,1.2702432161158385e-07,359.2167373276992,64.71128004671897,0.979806560594356,7.132035863722806e-06,305.3342267285443,7.132035863722804e-06,359.2167444597351,139.79052506736494,NGC2841_segment_structure_v6.csv
NGC2998,1,0.33,2.64,1.485,2.31,0.35,7.543733651469222,152350523.0288474,14688657544.566149,14536307021.537302,1926937998.2293253,106.16040290309387,135.75,16.75,4,42.28,-0.7720751010026292,2.7297737146490797,2.617673212880456,0.11210050176862385,0.0,0.9506644998084021,0.5,0.03512298959318827,1.0890826275635215,0.03512298959318827,0.0,0.0,0.01256652249677724,0.9196364807478963,0.0,7589.246561984661,1366.85452539181,0.0,0.0,6450.8595776869615,0.0,7589.246561984661,106.16040290309387,NGC2998_segment_structure_v6.csv
NGC2998,2,3.63,17.48,10.555,13.850000000000001,0.35,321.48145389651734,32684731727.704136,168961793555.31735,136277061827.61322,423903339.293345,209.6220323237375,208.25,8.75,4,42.28,-0.7720751010026292,2.7297737146490797,2.617673212880456,0.11210050176862385,0.0,0.8091250952229418,0.5,0.24964522232734151,1.2021376930893317,0.24964522232734151,0.0,0.0,0.01256652249677724,0.9196364807478963,0.0,4163.088245905642,749.7264846973529,0.0,0.0,3538.6250090197955,0.0,4163.088245905642,209.6220323237375,NGC2998_segment_structure_v6.csv
NGC2998,3,22.46,42.28,32.370000000000005,19.82,0.35,1410.8935961250384,175712383825.28354,207161043932.56317,31448660107.279633,22289887.907672197,164.01718193338445,211.2,2.4,5,42.28,-2.6283127031030964,2.0800905539139163,2.617673212880456,-0.5375826589665396,-0.6496831607351634,0.18227089981880487,0.5,0.7656102175969727,1.0797427488378966,0.7656102175969727,0.5083397007084968,0.8640241345186709,0.711083324564367,0.008733793240919305,0.0188655203651258,831.066912862803,149.6770262173901,0.886849108409361,2.0701493829502144,706.4068759333825,2.0701434568024775,833.1370563196054,164.221333915742,NGC2998_segment_structure_v6.csv
NGC3198,1,0.32,2.89,1.605,2.5700000000000003,0.35,9.0710189200119,297935713.1397774,5321504639.018256,5023568925.878479,553804260.5991929,81.2176359373249,64.87777777777778,13.370000000000001,9,44.08,0.2999216087763483,3.1049725630717218,2.613380412086821,0.49159215098490083,0.0,0.8470490236506675,0.5,0.03641107078039928,1.0808156138396623,0.03641107078039928,0.0,0.0,0.24166284290996154,0.19967072995164314,0.0,4109.8469702478815,740.1960494751279,0.0,0.0,3493.3699247106993,0.0,4109.8469702478815,81.2176359373249,NGC3198_segment_structure_v6.csv
NGC3198,2,3.21,5.46,4.335,2.25,0.35,21.44961654146601,6569118255.671475,22571927109.844196,16002808854.172722,746065032.1294267,116.00314163581649,118.625,5.38875,8,44.08,0.2999216087763483,3.1049725630717218,2.613380412086821,0.49159215098490083,0.0,0.8818057759126221,0.5,0.09834392014519057,1.1382664146742592,0.09834392014519057,0.0,0.0,0.24166284290996154,0.19967072995164314,0.0,3104.205044839516,559.2485635098196,0.0,0.0,2638.574288113589,0.0,3104.205044839516,116.00314163581649,NGC3198_segment_structure_v6.csv
NGC3198,3,5.78,11.04,8.41,5.259999999999999,0.35,97.28136430585315,25114375029.470512,43069004678.54477,17954629649.074257,184563917.0172902,136.86619416809776,145.66666666666666,1.9344444444444444,9,44.08,-2.1077670451704997,2.262281534190325,2.613380412086821,-0.35109887789649585,-0.8426910288813967,0.6485851015540949,0.5,0.19078947368421054,1.1416492168452126,0.19078947368421054,0.8426910288813967,0.9132970870022445,0.8333985922173655,0.003864238601056667,0.008822994644566706,2227.390619032038,401.1748491715518,0.7731712733697139,0.596090933657882,1893.2820261772324,0.5960909139615366,2227.986709946,136.88450690507622,NGC3198_segment_structure_v6.csv
NGC3198,4,12.05,26.1,19.075000000000003,14.05,0.35,589.3710284941609,46303149943.849106,53068236094.221924,6765086150.372818,11478484.389803769,108.54440155319925,153.125,2.0,8,44.08,-3.0,1.9500000000000002,2.613380412086821,-0.6633804120868207,-0.3122815341903249,0.10296591716897825,0.5,0.4327359346642469,1.0338668634774244,0.4327359346642469,0.2476609541956905,0.7558451839428598,0.5375933277367432,0.02776565320828456,0.05246633814127375,617.6611852446742,111.23999718569057,0.7068577137678818,1.8457008047107213,525.0120074579731,1.8456932010622482,619.5068784457364,108.70645659919388,NGC3198_segment_structure_v6.csv
NGC3198,5,28.16,44.08,36.12,15.919999999999998,0.35,1264.55789616156,54426029810.43547,62384831070.6339,7958801260.198433,6293742.093071883,83.49923046825627,148.33333333333334,2.2222222222222223,9,44.08,-0.9411879635888251,2.6705842127439112,2.613380412086821,0.0572038006570903,0.720584212743911,0.059210843170438184,0.5,0.8194192377495463,1.0267993541426839,0.8194192377495463,0.4396135043968037,0.8460394132871615,0.5225138824653782,0.03070204902587099,0.06493785886140391,193.02661929100157,34.789948669349926,0.16550054170881834,0.31458855251574236,164.0726263973513,0.3145881670066799,193.34120745800826,83.56724485935418,NGC3198_segment_structure_v6.csv
NGC3769,1,1.74,6.98,4.36,5.24,0.35,50.2418576806817,6503162725.097713,21571660536.026104,15068497810.92839,299919200.97178894,126.80353346510815,108.625,6.875,4,37.16,-3.0,1.9500000000000002,2.052525530981769,-0.10252553098176875,0.0,0.7499494904045525,0.5,0.11733046286329388,1.1284421038723471,0.11733046286329388,0.0,0.0,0.010511484503093624,0.9323224354406389,0.0,3687.875252118532,664.1292725394642,0.0,0.0,3134.693964300752,0.0,3687.875252118532,126.80353346510815,NGC3769_segment_structure_v6.csv
NGC3769,2,8.72,14.52,11.620000000000001,5.799999999999999,0.35,148.21154493693635,22488675447.75409,23531933232.73447,1043257784.980381,7038977.870612472,93.98851101146455,120.5,4.95,4,37.16,-3.0,1.9500000000000002,2.052525530981769,-0.10252553098176875,0.0,0.06576088459216334,0.5,0.31270182992465023,1.0183866607168688,0.31270182992465023,0.0,0.0,0.010511484503093624,0.9323224354406389,0.0,760.2272118891733,136.8886540698409,0.0,0.0,646.1931301057973,0.0,760.2272118891733,93.98851101146455,NGC3769_segment_structure_v6.csv
NGC3769,3,17.07,37.16,27.115,20.089999999999996,0.35,1197.9465971717525,24398769108.863003,27494546545.731018,3095777436.8680153,2584236.5963364947,63.51872460033542,118.5,11.575,4,37.16,-1.1825359005065603,2.586112434822704,2.052525530981769,0.5335869038409351,0.6361124348227039,0.02519136157834198,0.5,0.7296824542518837,1.0107594134789148,0.7296824542518837,0.3186429388694455,0.7993191595775408,0.689354013686624,0.010095218081004772,0.020173253080651824,148.79691590828898,26.8123808731895,0.8820961248199597,0.35189162376282523,126.47737852204563,0.35189071577823633,149.14880662406722,63.59378815270861,NGC3769_segment_structure_v6.csv
NGC3917,1,0.87,3.5,2.185,2.63,0.35,12.637323484440497,256941519.81789905,4466929045.248565,4209987525.4306655,333139175.4444005,54.43461988407375,62.125,4.35,4,14.86,0.0853173073813335,3.029861057583467,2.796491955934579,0.2333691016488877,0.0,0.7691273251896459,0.5,0.1470390309555855,1.1474635080746987,0.1470390309555855,0.0,0.0,0.05446113760440888,0.6955347876396326,0.0,1356.1225821160626,244.4306025912632,0.0,0.0,1152.7041947986531,0.0,1356.1225821160626,54.43461988407375,NGC3917_segment_structure_v6.csv
NGC3917,2,4.37,6.98,5.675000000000001,2.6100000000000003,0.35,32.57273949076604,7527602410.88514,19299466706.348194,11771864295.463055,361402340.7150089,99.36390463229996,118.75,3.7,4,14.86,0.0853173073813335,3.029861057583467,2.796491955934579,0.2333691016488877,0.0,0.7832694133171589,0.5,0.3818977119784657,1.242021919039625,0.3818977119784657,0.0,0.0,0.05446113760440888,0.6955347876396326,0.0,1739.7683777580266,313.50049852581645,0.0,0.0,1478.8031210943227,0.0,1739.7683777580266,99.36390463229996,NGC3917_segment_structure_v6.csv
NGC3917,3,7.85,10.47,9.16,2.620000000000001,0.35,52.77699728842253,22627882215.624134,29501195560.47441,6873313344.850277,130233126.13425332,110.84518004828477,135.75,3.725,4,14.86,-2.131824804503491,2.253861318423778,2.796491955934579,-0.542630637510801,-0.7759997391596887,0.5656576371999219,0.5,0.6164199192462988,1.2220557336973843,0.6164199192462988,0.7759997391596887,0.906542027595195,0.8966236039412832,0.002535179862088096,0.005745617731239624,1341.337766368632,241.64621345907733,0.9083288259583124,0.9500085115358935,1140.1371014133372,0.9500082916755223,1342.2877746603074,110.88442639022135,NGC3917_segment_structure_v6.csv
NGC3917,4,11.35,14.86,13.105,3.51,0.35,101.15609472904792,30919326875.010178,30479456559.193287,1e-12,9.885711806871886e-15,101.61509729949712,137.2,4.9,5,14.86,-3.0,1.9500000000000002,2.796491955934579,-0.8464919559345789,-0.30386131842377795,9.885711806871885e-23,0.5,0.8818977119784658,1.0000000000004696,0.8818977119784658,0.27855877381168515,0.7768845560510734,0.8088803322961857,0.004550420882535044,0.008837879267934428,787.9151468284065,141.82472660911316,0.7129576420909822,0.7881011548710402,669.7278748041455,0.7881007911003984,788.7032476195069,101.66590411762263,NGC3917_segment_structure_v6.csv
NGC4010,1,0.87,3.5,2.185,2.63,0.35,12.637323484440497,216960916.4107131,7356782704.125404,7139821787.714691,564978952.7430775,68.99372899137225,60.825,6.0249999999999995,4,10.47,-0.9702668291745776,2.6604066097888976,2.552514382838263,0.10789222695063483,0.0,0.8496193005996745,0.5,0.20869149952244506,1.1940647931827306,0.20869149952244506,0.0,0.0,0.011640732636367293,0.9253299667742381,0.0,2178.5513227162105,392.567085235325,0.0,0.0,1851.768624308779,0.0,2178.5513227162105,68.99372899137225,NGC4010_segment_structure_v6.csv
