galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_boost,beta_mode
UGC06917,1.74,59.2,3.5,0.09945005103732596,1818.426724137931,114.31040349117927,1932.73712762911,56.25,14.103194747100812,57.991056224858085,,1693.8828570182886,2000.0,True,2.48923247694182,1.762894989084034,formula
UGC06917,2.61,71.2,4.0,0.34037731053213965,1337.788544061303,260.8255253119844,1598.6140693732873,59.09,26.091274807189457,64.59398362900588,,1693.8828570182886,2000.0,True,2.48923247694182,1.762894989084034,formula
UGC06917,3.5,84.5,4.4,0.5379369168914552,1100.0909714285715,307.39252393797443,1407.4834953665459,62.05093391722642,32.800515754830904,70.18683803807457,,1693.8828570182886,2000.0,True,2.48923247694182,1.762894989084034,formula
UGC06917,4.37,93.5,4.5,0.6128019895373364,978.5877574370709,280.4585764472936,1259.0463338843645,65.39440725322005,35.008627209227626,74.17568657636188,,1693.8828570182886,2000.0,True,2.48923247694182,1.762894989084034,formula
UGC06917,5.24,97.5,3.5,0.6435304518225027,852.0680343511449,245.62230985591702,1097.690344207062,66.8194320538569,35.87563105570417,75.84126451770834,,1693.8828570182886,2000.0,True,2.48923247694182,1.762894989084034,formula
UGC06917,6.11,100.0,3.5,0.6637654024946392,748.2353682487725,217.2718175105202,965.5071857592927,67.61448143704128,36.43529614246711,76.80656811099738,,1693.8828570182886,2000.0,True,2.48923247694182,1.762894989084034,formula
UGC06917,6.98,101.0,4.0,0.6515875803049213,679.0883954154727,186.7013124082869,865.7897078237596,68.84792662092302,36.099517456745076,77.73809980061155,,1693.8828570182886,2000.0,True,2.48923247694182,1.762894989084034,formula
UGC06917,7.85,103.0,3.5,0.6836319096561131,601.6116815286624,174.17373494423265,775.7854164728951,68.72155193241782,36.97653065543367,78.0379107825948,,1693.8828570182886,2000.0,True,2.48923247694182,1.762894989084034,formula
UGC06917,8.72,105.0,4.0,0.7181012232128595,537.2262041284404,164.70211541579346,701.9283195442338,68.44422912123417,37.8972617272768,78.2356373171825,,1693.8828570182886,2000.0,True,2.48923247694182,1.762894989084034,formula
UGC06917,9.6,110.0,4.9,0.7752591438372788,495.34166666666664,161.51232163276643,656.853988299433,68.9585382675706,39.37662107995756,79.40905671064577,,1693.8828570182886,2000.0,True,2.48923247694182,1.762894989084034,formula
UGC06917,10.47,111.0,6.0,0.7545727344279013,475.7875549188156,144.13996837209194,619.9275232909075,70.57971167410646,38.84772154008267,80.56451556892651,,1693.8828570182886,2000.0,True,2.48923247694182,1.762894989084034,formula
