galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
NGC3917,1,0.87,3.5,2.185,2.63,0.35,2.046092605687848,54.43461988407375,62.125,4.35,4,14.86,0.87,2.837935106623121,0.3523688747026732,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.43461988407375
NGC3917,2,4.37,6.98,5.675000000000001,2.6100000000000003,0.35,2.0143245798426883,99.36390463229996,118.75,3.7,4,14.86,0.87,2.837935106623121,0.3523688747026732,0.03176802584515981,0.9137889924670234,0.0010092074660987417,0.0009222026736365668,0.0024069489781914396,3.2143673441497694e-10,4.271010966744284e-05,99.36390463230914
NGC3917,3,7.85,10.47,9.16,2.620000000000001,0.35,2.0080524301562024,110.84518004828477,135.75,3.725,4,14.86,0.87,2.837935106623121,0.3523688747026732,0.006272149686485928,0.9823575296047566,3.933986168968553e-05,3.864580934447229e-05,0.0025082009986739573,1.2856766124319243e-10,3.431733930519152e-05,110.84518004829008
NGC3917,4,11.35,14.86,13.105,3.51,0.35,2.005255789250093,101.61509729949712,137.2,4.9,5,14.86,0.87,2.837935106623121,0.3523688747026732,0.0027966409061095376,0.9920947269213732,7.821200357725175e-06,7.759371633094705e-06,0.0025354363931061196,6.3494926372275e-11,2.8846161098292853e-05,101.61509729950122
