r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,sigma_desc_i,beta_i,omega_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,a_i,psi_i,g_scale_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms
0.14,5.23,4.427561405559499,5.31,UGC04278,-0.97,4.32,0.0,195.37785714285715,UGC04278,UGC4278,Bizyaev_2014,,False,unique_to_2014,IC02233,,EON_123.495_45.742,IC02233,IC02233,123.495461,45.742138,r,51.12,0.52,7.78,0.73,0.1521909233176838,6.570694087403599,22.9,0.11,0.183,12.43,0.06,IR,585.0,IC2233,NED,intermediate,IC02233,IC02233,IC2233,123.495461,45.742138,IC2233,IC2233,NED,,True,coord_strict,UGC04278,113.0,1.289169934879393e-05,Bizyaev_2014,1,0.35,3.1041265023578726,3.0793069742022596,0.024819528155612947,0.8987473968808214,0.03473336178194801,1.0,1.093486005924828,0.5800925096269416,0.5,0.1038863976083707,0.1038863976083707,0.12977197154174847,428.70468301844556,1.6915193251348886,140.02357142857144,141.71509075370633,4.454224141814025,0.775775858185975,0.8024385944405017
0.42,15.4,11.342332211674986,7.78,UGC04278,0.23,11.34,0.0,564.6666666666667,UGC04278,UGC4278,Bizyaev_2014,,False,unique_to_2014,IC02233,,EON_123.495_45.742,IC02233,IC02233,123.495461,45.742138,r,51.12,0.52,7.78,0.73,0.1521909233176838,6.570694087403599,22.9,0.11,0.183,12.43,0.06,IR,585.0,IC2233,NED,intermediate,IC02233,IC02233,IC2233,123.495461,45.742138,IC2233,IC2233,NED,,True,coord_strict,UGC04278,113.0,1.289169934879393e-05,Bizyaev_2014,1,0.35,3.1041265023578726,3.0793069742022596,0.024819528155612947,0.8987473968808214,0.03473336178194801,1.0,1.093486005924828,0.5800925096269416,0.5,0.1038863976083707,0.1038863976083707,0.12977197154174847,428.70468301844556,1.6915193251348886,306.30595238095236,307.99747170608725,11.373607084674441,4.026392915325559,4.0576677883250145
0.69,24.4,17.989469141695093,4.0,UGC04278,3.77,17.59,0.0,862.8405797101449,UGC04278,UGC4278,Bizyaev_2014,,False,unique_to_2014,IC02233,,EON_123.495_45.742,IC02233,IC02233,123.495461,45.742138,r,51.12,0.52,7.78,0.73,0.1521909233176838,6.570694087403599,22.9,0.11,0.183,12.43,0.06,IR,585.0,IC2233,NED,intermediate,IC02233,IC02233,IC2233,123.495461,45.742138,IC2233,IC2233,NED,,True,coord_strict,UGC04278,113.0,1.289169934879393e-05,Bizyaev_2014,1,0.35,3.1041265023578726,3.0793069742022596,0.024819528155612947,0.8987473968808214,0.03473336178194801,1.0,1.093486005924828,0.5800925096269416,0.5,0.1038863976083707,0.1038863976083707,0.12977197154174847,428.70468301844556,1.6915193251348886,469.01594202898553,470.7074613541204,18.021879711460265,6.3781202885397335,6.410530858304906
0.97,32.1,24.06953676330311,4.0,UGC04278,5.25,23.49,0.0,1062.278350515464,UGC04278,UGC4278,Bizyaev_2014,,False,unique_to_2014,IC02233,,EON_123.495_45.742,IC02233,IC02233,123.495461,45.742138,r,51.12,0.52,7.78,0.73,0.1521909233176838,6.570694087403599,22.9,0.11,0.183,12.43,0.06,IR,585.0,IC2233,NED,intermediate,IC02233,IC02233,IC2233,123.495461,45.742138,IC2233,IC2233,NED,,True,coord_strict,UGC04278,113.0,1.289169934879393e-05,Bizyaev_2014,1,0.35,3.1041265023578726,3.0793069742022596,0.024819528155612947,0.8987473968808214,0.03473336178194801,1.0,1.093486005924828,0.5800925096269416,0.5,0.1038863976083707,0.1038863976083707,0.12977197154174847,428.70468301844556,1.6915193251348886,597.260412371134,598.9519316962688,24.103596697285255,7.9964033027147465,8.030463236696892
1.52,37.9,30.751463379813327,4.0,UGC04278,-5.25,30.3,0.0,945.0065789473684,UGC04278,UGC4278,Bizyaev_2014,,False,unique_to_2014,IC02233,,EON_123.495_45.742,IC02233,IC02233,123.495461,45.742138,r,51.12,0.52,7.78,0.73,0.1521909233176838,6.570694087403599,22.9,0.11,0.183,12.43,0.06,IR,585.0,IC2233,NED,intermediate,IC02233,IC02233,IC2233,123.495461,45.742138,IC2233,IC2233,NED,,True,coord_strict,UGC04278,113.0,1.289169934879393e-05,Bizyaev_2014,2,0.35,3.053365358719473,3.0793069742022596,-0.025941615482786506,-0.9393796384789409,-0.03630230197195561,1.0,1.0999652832565863,0.358990705817739,0.5,0.3101644245142003,0.3101644245142003,0.33965971929501715,486.58023927082155,-6.026422754830325,622.139802631579,616.1133798767486,30.602162299626116,7.297837700373883,7.148536620186672
1.8,40.5,32.047341543410425,4.0,UGC04278,-9.36,30.65,0.0,911.25,UGC04278,UGC4278,Bizyaev_2014,,False,unique_to_2014,IC02233,,EON_123.495_45.742,IC02233,IC02233,123.495461,45.742138,r,51.12,0.52,7.78,0.73,0.1521909233176838,6.570694087403599,22.9,0.11,0.183,12.43,0.06,IR,585.0,IC2233,NED,intermediate,IC02233,IC02233,IC2233,123.495461,45.742138,IC2233,IC2233,NED,,True,coord_strict,UGC04278,113.0,1.289169934879393e-05,Bizyaev_2014,2,0.35,3.053365358719473,3.0793069742022596,-0.025941615482786506,-0.9393796384789409,-0.03630230197195561,1.0,1.0999652832565863,0.358990705817739,0.5,0.3101644245142003,0.3101644245142003,0.33965971929501715,486.58023927082155,-6.026422754830325,570.5733888888886,564.5469661340583,31.87764952190335,8.62235047809665,8.452658456589575
2.07,43.0,32.20996740141163,4.0,UGC04278,-9.36,30.82,0.0,893.2367149758455,UGC04278,UGC4278,Bizyaev_2014,,False,unique_to_2014,IC02233,,EON_123.495_45.742,IC02233,IC02233,123.495461,45.742138,r,51.12,0.52,7.78,0.73,0.1521909233176838,6.570694087403599,22.9,0.11,0.183,12.43,0.06,IR,585.0,IC2233,NED,intermediate,IC02233,IC02233,IC2233,123.495461,45.742138,IC2233,IC2233,NED,,True,coord_strict,UGC04278,113.0,1.289169934879393e-05,Bizyaev_2014,2,0.35,3.053365358719473,3.0793069742022596,-0.025941615482786506,-0.9393796384789409,-0.03630230197195561,1.0,1.0999652832565863,0.358990705817739,0.5,0.3101644245142003,0.3101644245142003,0.33965971929501715,486.58023927082155,-6.026422754830325,501.1990338164251,495.1726110615948,32.015735270293284,10.984264729706716,10.790032598588368
2.35,45.1,32.03655724324947,4.0,UGC04278,-7.81,31.07,0.0,865.536170212766,UGC04278,UGC4278,Bizyaev_2014,,False,unique_to_2014,IC02233,,EON_123.495_45.742,IC02233,IC02233,123.495461,45.742138,r,51.12,0.52,7.78,0.73,0.1521909233176838,6.570694087403599,22.9,0.11,0.183,12.43,0.06,IR,585.0,IC2233,NED,intermediate,IC02233,IC02233,IC2233,123.495461,45.742138,IC2233,IC2233,NED,,True,coord_strict,UGC04278,113.0,1.289169934879393e-05,Bizyaev_2014,2,0.35,3.053365358719473,3.0793069742022596,-0.025941615482786506,-0.9393796384789409,-0.03630230197195561,1.0,1.0999652832565863,0.358990705817739,0.5,0.3101644245142003,0.3101644245142003,0.33965971929501715,486.58023927082155,-6.026422754830325,436.7408510638297,430.7144283089994,31.814759256140043,13.285240743859958,13.063442756750533
2.91,49.2,32.33041911265612,13.0,UGC04278,-4.88,31.96,0.0,831.8350515463918,UGC04278,UGC4278,Bizyaev_2014,,False,unique_to_2014,IC02233,,EON_123.495_45.742,IC02233,IC02233,123.495461,45.742138,r,51.12,0.52,7.78,0.73,0.1521909233176838,6.570694087403599,22.9,0.11,0.183,12.43,0.06,IR,585.0,IC2233,NED,intermediate,IC02233,IC02233,IC2233,123.495461,45.742138,IC2233,IC2233,NED,,True,coord_strict,UGC04278,113.0,1.289169934879393e-05,Bizyaev_2014,3,0.35,3.0516912856987366,3.0793069742022596,-0.027615688503523028,-1.0,-0.0386427121247786,1.0,1.1258476562331674,0.3499855685811925,0.5,0.5171898355754858,0.5171898355754858,0.49942608058837223,334.1131566917127,-7.517800320713484,359.194501718213,351.6767013974995,31.99029854607055,17.20970145392945,16.869580887343886
3.19,50.3,33.2174532437392,4.0,UGC04278,-6.06,32.66,0.0,793.1316614420061,UGC04278,UGC4278,Bizyaev_2014,,False,unique_to_2014,IC02233,,EON_123.495_45.742,IC02233,IC02233,123.495461,45.742138,r,51.12,0.52,7.78,0.73,0.1521909233176838,6.570694087403599,22.9,0.11,0.183,12.43,0.06,IR,585.0,IC2233,NED,intermediate,IC02233,IC02233,IC2233,123.495461,45.742138,IC2233,IC2233,NED,,True,coord_strict,UGC04278,113.0,1.289169934879393e-05,Bizyaev_2014,3,0.35,3.0516912856987366,3.0793069742022596,-0.027615688503523028,-1.0,-0.0386427121247786,1.0,1.1258476562331674,0.3499855685811925,0.5,0.5171898355754858,0.5171898355754858,0.49942608058837223,334.1131566917127,-7.517800320713484,345.89316614420056,338.3753658234871,32.85448853622475,17.445511463775247,17.082546756260797
