galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,rho_eff_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,beta_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,sigma_desc_i,a_i,psi_i,g_bar_internal_km2s2_per_kpc,g_scale_i,g_trans_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_segment_kms
NGC2403,1,0.16,1.57,0.865,1.4100000000000001,0.35,2.682150435965554,20040562.57861709,3020680897.9960055,3000640335.4173884,1118744234.1716304,67.7444087710755,67.01333333333334,1.6440000000000003,15,20.87,3.3000487326452013,3.151202636438478,0.1488460962067233,0.9975657446020333,1.0,0.9179483297675093,0.5,0.04144705318639195,1.0934404818872578,0.20541971727187766,0.04144705318639195,0.15886238515537676,5305.554820511643,5306.7254877089545,49.40348167502221,5354.958302186665,68.0590841210155
NGC2403,2,1.67,2.98,2.325,1.31,0.35,6.697954077269779,3444443969.9970465,7404234806.122429,3959790836.1253824,591194085.6034464,103.12050731849263,97.4,1.6521428571428576,14,20.87,3.23199005697086,3.151202636438478,0.08078742053238219,0.5414368624484167,1.0,0.8553228361138318,0.5,0.11140392908481074,1.142741522849705,0.11262256951023594,0.11140392908481074,0.3718648948103592,4573.694206289588,4574.54521319606,65.58762009689595,4639.281826386484,103.85725899689716
NGC2403,3,3.08,6.46,4.77,3.38,0.35,35.455449201736755,7640088915.136563,13114479958.892422,5474391043.755858,154401965.4808858,102.2789615368371,113.33333333333333,3.049333333333334,15,20.87,3.112049444567389,3.151202636438478,-0.03915319187108901,-0.26240448354241064,1.0,0.606921275899052,0.5,0.22855773838045038,1.1450775896374286,-0.0547596355277717,0.22855773838045038,0.6148028508322447,2193.0788203467096,2193.5137254026863,-31.436323568994766,2161.6424967777148,101.5432652105973
NGC2403,4,6.96,13.42,10.19,6.46,0.35,144.76201337144172,13471590229.974586,17450481955.67915,3978891725.704563,27485744.588915125,81.8632729073081,128.64285714285714,1.542142857142857,14,20.87,3.029140123825649,3.151202636438478,-0.12206251261282919,-0.8180623099009564,1.0,0.2155985728250985,0.5,0.4882606612362242,1.0753254532288565,-0.16924327139303086,0.4882606612362242,0.869710971468937,657.6639304314431,657.8474244017021,-58.45588646821694,599.2080439632261,78.14045026735688
NGC2403,5,13.91,20.87,17.39,6.960000000000001,0.35,266.16854731015394,17522148124.69919,17967974750.924805,445826626.22561646,1674978.6206185934,66.5174223471972,134.26666666666668,4.1066666666666665,15,20.87,3.0019933266640093,3.151202636438478,-0.14920930977446867,-1.0,1.0,0.01647385269554338,0.5,0.8332534738859607,1.0075188903100876,-0.20590670809135145,0.8332534738859607,0.9691309124892643,254.43171223205343,254.47700956983675,-43.98953574891814,210.44217648313528,60.494540654853495
