ugc_norm,UGC_sample,_RAJ2000_sample,_DEJ2000_sample,Dist_sample,Vsys,Vrot,UGC_survey1,_RAJ2000_survey1,_DEJ2000_survey1,RAJ2000,DEJ2000,Type,Dist_survey1,hR,mu0,sigma,diskmass_display_name,diskmass_name_normalized,alias_match_status,candidate_sparc_galaxy_id,candidate_sparc_name_normalized,alias_source,alias_confidence,review_notes,sparc_reference_note,auto_exact_name_hint
UGC10020,,,,,,,10020,236.435417,20.560278,15 45 44.5,+20 33 37,Scd,36.3,16.3,21.3,,UGC10020,UGC10020,pending_review,,,,,,CamB | D512-2 | D564-8 | D631-7 | DDO064 | DDO154 | DDO161 | DDO168 | DDO170 | ESO079-G014 | ESO116-G012 | ESO444-G084 | ESO563-G021 | F561-1 | F563-1 | F563-V1 | F563-V2 | F565-V2 | F567-2 | F568-1 | F568-3 | F568-V1 | F571-8 | F571-V1 | F574-1 | F574-2 | F579-V1 | F583-1 | F583-4 | IC2574 | IC4202 | KK98-251 | NGC0024 | NGC0055 | NGC0100 | NGC0247 | NGC0289 | NGC0300 | NGC0801 | NGC0891 | NGC1003 | NGC1090 | NGC1705 | NGC2366 | NGC2403 | NGC2683 | NGC2841 | NGC2903 | NGC2915 | NGC2955 | NGC2976 | NGC2998 | NGC3109 | NGC3198 | NGC3521 | NGC3726 | NGC3741 | NGC3769 | NGC3877 | NGC3893 | NGC3917 | NGC3949 | NGC3953 | NGC3972 | NGC3992 | NGC4010 | NGC4013 | NGC4051 | NGC4068 | NGC4085 | NGC4088 | NGC4100 | NGC4138 | NGC4157 | NGC4183 | NGC4214 | NGC4217 | NGC4389 | NGC4559 | NGC5005 | NGC5033 | NGC5055 | NGC5371 | NGC5585 | NGC5907 | NGC5985 | NGC6015 | NGC6195 | NGC6503 | NGC6674 | NGC6789 | NGC6946 | NGC7331 | NGC7793 | NGC7814 | PGC51017 | UGC00128 | UGC00191 | UGC00634 | UGC00731 | UGC00891 | UGC01230 | UGC01281 | UGC02023 | UGC02259 | UGC02455 | UGC02487 | UGC02885 | UGC02916 | UGC02953 | UGC03205 | UGC03546 | UGC03580 | UGC04278 | UGC04305 | UGC04325 | UGC04483 | UGC04499 | UGC05005 | UGC05253 | UGC05414 | UGC05716 | UGC05721 | UGC05750 | UGC05764 | UGC05829 | UGC05918 | UGC05986 | UGC05999 | UGC06399 | UGC06446 | UGC06614 | UGC06628 | UGC06667 | UGC06786 | UGC06787 | UGC06818 | UGC06917 | UGC06923 | UGC06930 | UGC06973 | UGC06983 | UGC07089 | UGC07125 | UGC07151 | UGC07232 | UGC07261 | UGC07323 | UGC07399 | UGC07524 | UGC07559 | UGC07577 | UGC07603 | UGC07608 | UGC07690 | UGC07866 | UGC08286 | UGC08490 | UGC08550 | UGC08699 | UGC08837 | UGC09037 | UGC09133 | UGC09992 | UGC10310 | UGC11455 | UGC11557 | UGC11820 | UGC11914 | UGC12506 | UGC12632 | UGC12732 | UGCA281 | UGCA442 | UGCA444,
UGC10055,,,,,,,10055,237.607917,18.139722,15 50 25.9,+18 08 23,Scd,199.3,12.6,21.1,,UGC10055,UGC10055,pending_review,,,,,,CamB | D512-2 | D564-8 | D631-7 | DDO064 | DDO154 | DDO161 | DDO168 | DDO170 | ESO079-G014 | ESO116-G012 | ESO444-G084 | ESO563-G021 | F561-1 | F563-1 | F563-V1 | F563-V2 | F565-V2 | F567-2 | F568-1 | F568-3 | F568-V1 | F571-8 | F571-V1 | F574-1 | F574-2 | F579-V1 | F583-1 | F583-4 | IC2574 | IC4202 | KK98-251 | NGC0024 | NGC0055 | NGC0100 | NGC0247 | NGC0289 | NGC0300 | NGC0801 | NGC0891 | NGC1003 | NGC1090 | NGC1705 | NGC2366 | NGC2403 | NGC2683 | NGC2841 | NGC2903 | NGC2915 | NGC2955 | NGC2976 | NGC2998 | NGC3109 | NGC3198 | NGC3521 | NGC3726 | NGC3741 | NGC3769 | NGC3877 | NGC3893 | NGC3917 | NGC3949 | NGC3953 | NGC3972 | NGC3992 | NGC4010 | NGC4013 | NGC4051 | NGC4068 | NGC4085 | NGC4088 | NGC4100 | NGC4138 | NGC4157 | NGC4183 | NGC4214 | NGC4217 | NGC4389 | NGC4559 | NGC5005 | NGC5033 | NGC5055 | NGC5371 | NGC5585 | NGC5907 | NGC5985 | NGC6015 | NGC6195 | NGC6503 | NGC6674 | NGC6789 | NGC6946 | NGC7331 | NGC7793 | NGC7814 | PGC51017 | UGC00128 | UGC00191 | UGC00634 | UGC00731 | UGC00891 | UGC01230 | UGC01281 | UGC02023 | UGC02259 | UGC02455 | UGC02487 | UGC02885 | UGC02916 | UGC02953 | UGC03205 | UGC03546 | UGC03580 | UGC04278 | UGC04305 | UGC04325 | UGC04483 | UGC04499 | UGC05005 | UGC05253 | UGC05414 | UGC05716 | UGC05721 | UGC05750 | UGC05764 | UGC05829 | UGC05918 | UGC05986 | UGC05999 | UGC06399 | UGC06446 | UGC06614 | UGC06628 | UGC06667 | UGC06786 | UGC06787 | UGC06818 | UGC06917 | UGC06923 | UGC06930 | UGC06973 | UGC06983 | UGC07089 | UGC07125 | UGC07151 | UGC07232 | UGC07261 | UGC07323 | UGC07399 | UGC07524 | UGC07559 | UGC07577 | UGC07603 | UGC07608 | UGC07690 | UGC07866 | UGC08286 | UGC08490 | UGC08550 | UGC08699 | UGC08837 | UGC09037 | UGC09133 | UGC09992 | UGC10310 | UGC11455 | UGC11557 | UGC11820 | UGC11914 | UGC12506 | UGC12632 | UGC12732 | UGCA281 | UGCA442 | UGCA444,
UGC10076,,,,,,,10076,238.233333,21.100833,15 52 56.0,+21 06 03,SBb,75.2,8.8,19.4,,UGC10076,UGC10076,pending_review,,,,,,CamB | D512-2 | D564-8 | D631-7 | DDO064 | DDO154 | DDO161 | DDO168 | DDO170 | ESO079-G014 | ESO116-G012 | ESO444-G084 | ESO563-G021 | F561-1 | F563-1 | F563-V1 | F563-V2 | F565-V2 | F567-2 | F568-1 | F568-3 | F568-V1 | F571-8 | F571-V1 | F574-1 | F574-2 | F579-V1 | F583-1 | F583-4 | IC2574 | IC4202 | KK98-251 | NGC0024 | NGC0055 | NGC0100 | NGC0247 | NGC0289 | NGC0300 | NGC0801 | NGC0891 | NGC1003 | NGC1090 | NGC1705 | NGC2366 | NGC2403 | NGC2683 | NGC2841 | NGC2903 | NGC2915 | NGC2955 | NGC2976 | NGC2998 | NGC3109 | NGC3198 | NGC3521 | NGC3726 | NGC3741 | NGC3769 | NGC3877 | NGC3893 | NGC3917 | NGC3949 | NGC3953 | NGC3972 | NGC3992 | NGC4010 | NGC4013 | NGC4051 | NGC4068 | NGC4085 | NGC4088 | NGC4100 | NGC4138 | NGC4157 | NGC4183 | NGC4214 | NGC4217 | NGC4389 | NGC4559 | NGC5005 | NGC5033 | NGC5055 | NGC5371 | NGC5585 | NGC5907 | NGC5985 | NGC6015 | NGC6195 | NGC6503 | NGC6674 | NGC6789 | NGC6946 | NGC7331 | NGC7793 | NGC7814 | PGC51017 | UGC00128 | UGC00191 | UGC00634 | UGC00731 | UGC00891 | UGC01230 | UGC01281 | UGC02023 | UGC02259 | UGC02455 | UGC02487 | UGC02885 | UGC02916 | UGC02953 | UGC03205 | UGC03546 | UGC03580 | UGC04278 | UGC04305 | UGC04325 | UGC04483 | UGC04499 | UGC05005 | UGC05253 | UGC05414 | UGC05716 | UGC05721 | UGC05750 | UGC05764 | UGC05829 | UGC05918 | UGC05986 | UGC05999 | UGC06399 | UGC06446 | UGC06614 | UGC06628 | UGC06667 | UGC06786 | UGC06787 | UGC06818 | UGC06917 | UGC06923 | UGC06930 | UGC06973 | UGC06983 | UGC07089 | UGC07125 | UGC07151 | UGC07232 | UGC07261 | UGC07323 | UGC07399 | UGC07524 | UGC07559 | UGC07577 | UGC07603 | UGC07608 | UGC07690 | UGC07866 | UGC08286 | UGC08490 | UGC08550 | UGC08699 | UGC08837 | UGC09037 | UGC09133 | UGC09992 | UGC10310 | UGC11455 | UGC11557 | UGC11820 | UGC11914 | UGC12506 | UGC12632 | UGC12732 | UGCA281 | UGCA442 | UGCA444,
UGC10104,,,,,,,10104,239.36625,30.059722,15 57 27.9,+30 03 35,Sbc,142.3,17.2,21.5,,UGC10104,UGC10104,pending_review,,,,,,CamB | D512-2 | D564-8 | D631-7 | DDO064 | DDO154 | DDO161 | DDO168 | DDO170 | ESO079-G014 | ESO116-G012 | ESO444-G084 | ESO563-G021 | F561-1 | F563-1 | F563-V1 | F563-V2 | F565-V2 | F567-2 | F568-1 | F568-3 | F568-V1 | F571-8 | F571-V1 | F574-1 | F574-2 | F579-V1 | F583-1 | F583-4 | IC2574 | IC4202 | KK98-251 | NGC0024 | NGC0055 | NGC0100 | NGC0247 | NGC0289 | NGC0300 | NGC0801 | NGC0891 | NGC1003 | NGC1090 | NGC1705 | NGC2366 | NGC2403 | NGC2683 | NGC2841 | NGC2903 | NGC2915 | NGC2955 | NGC2976 | NGC2998 | NGC3109 | NGC3198 | NGC3521 | NGC3726 | NGC3741 | NGC3769 | NGC3877 | NGC3893 | NGC3917 | NGC3949 | NGC3953 | NGC3972 | NGC3992 | NGC4010 | NGC4013 | NGC4051 | NGC4068 | NGC4085 | NGC4088 | NGC4100 | NGC4138 | NGC4157 | NGC4183 | NGC4214 | NGC4217 | NGC4389 | NGC4559 | NGC5005 | NGC5033 | NGC5055 | NGC5371 | NGC5585 | NGC5907 | NGC5985 | NGC6015 | NGC6195 | NGC6503 | NGC6674 | NGC6789 | NGC6946 | NGC7331 | NGC7793 | NGC7814 | PGC51017 | UGC00128 | UGC00191 | UGC00634 | UGC00731 | UGC00891 | UGC01230 | UGC01281 | UGC02023 | UGC02259 | UGC02455 | UGC02487 | UGC02885 | UGC02916 | UGC02953 | UGC03205 | UGC03546 | UGC03580 | UGC04278 | UGC04305 | UGC04325 | UGC04483 | UGC04499 | UGC05005 | UGC05253 | UGC05414 | UGC05716 | UGC05721 | UGC05750 | UGC05764 | UGC05829 | UGC05918 | UGC05986 | UGC05999 | UGC06399 | UGC06446 | UGC06614 | UGC06628 | UGC06667 | UGC06786 | UGC06787 | UGC06818 | UGC06917 | UGC06923 | UGC06930 | UGC06973 | UGC06983 | UGC07089 | UGC07125 | UGC07151 | UGC07232 | UGC07261 | UGC07323 | UGC07399 | UGC07524 | UGC07559 | UGC07577 | UGC07603 | UGC07608 | UGC07690 | UGC07866 | UGC08286 | UGC08490 | UGC08550 | UGC08699 | UGC08837 | UGC09037 | UGC09133 | UGC09992 | UGC10310 | UGC11455 | UGC11557 | UGC11820 | UGC11914 | UGC12506 | UGC12632 | UGC12732 | UGCA281 | UGCA442 | UGCA444,
UGC10149,,,,,,,10149,240.669167,37.359722,16 02 40.6,+37 21 35,Sc,135.6,8.8,18.9,M,UGC10149,UGC10149,pending_review,,,,,,CamB | D512-2 | D564-8 | D631-7 | DDO064 | DDO154 | DDO161 | DDO168 | DDO170 | ESO079-G014 | ESO116-G012 | ESO444-G084 | ESO563-G021 | F561-1 | F563-1 | F563-V1 | F563-V2 | F565-V2 | F567-2 | F568-1 | F568-3 | F568-V1 | F571-8 | F571-V1 | F574-1 | F574-2 | F579-V1 | F583-1 | F583-4 | IC2574 | IC4202 | KK98-251 | NGC0024 | NGC0055 | NGC0100 | NGC0247 | NGC0289 | NGC0300 | NGC0801 | NGC0891 | NGC1003 | NGC1090 | NGC1705 | NGC2366 | NGC2403 | NGC2683 | NGC2841 | NGC2903 | NGC2915 | NGC2955 | NGC2976 | NGC2998 | NGC3109 | NGC3198 | NGC3521 | NGC3726 | NGC3741 | NGC3769 | NGC3877 | NGC3893 | NGC3917 | NGC3949 | NGC3953 | NGC3972 | NGC3992 | NGC4010 | NGC4013 | NGC4051 | NGC4068 | NGC4085 | NGC4088 | NGC4100 | NGC4138 | NGC4157 | NGC4183 | NGC4214 | NGC4217 | NGC4389 | NGC4559 | NGC5005 | NGC5033 | NGC5055 | NGC5371 | NGC5585 | NGC5907 | NGC5985 | NGC6015 | NGC6195 | NGC6503 | NGC6674 | NGC6789 | NGC6946 | NGC7331 | NGC7793 | NGC7814 | PGC51017 | UGC00128 | UGC00191 | UGC00634 | UGC00731 | UGC00891 | UGC01230 | UGC01281 | UGC02023 | UGC02259 | UGC02455 | UGC02487 | UGC02885 | UGC02916 | UGC02953 | UGC03205 | UGC03546 | UGC03580 | UGC04278 | UGC04305 | UGC04325 | UGC04483 | UGC04499 | UGC05005 | UGC05253 | UGC05414 | UGC05716 | UGC05721 | UGC05750 | UGC05764 | UGC05829 | UGC05918 | UGC05986 | UGC05999 | UGC06399 | UGC06446 | UGC06614 | UGC06628 | UGC06667 | UGC06786 | UGC06787 | UGC06818 | UGC06917 | UGC06923 | UGC06930 | UGC06973 | UGC06983 | UGC07089 | UGC07125 | UGC07151 | UGC07232 | UGC07261 | UGC07323 | UGC07399 | UGC07524 | UGC07559 | UGC07577 | UGC07603 | UGC07608 | UGC07690 | UGC07866 | UGC08286 | UGC08490 | UGC08550 | UGC08699 | UGC08837 | UGC09037 | UGC09133 | UGC09992 | UGC10310 | UGC11455 | UGC11557 | UGC11820 | UGC11914 | UGC12506 | UGC12632 | UGC12732 | UGCA281 | UGCA442 | UGCA444,
UGC102,,,,,,,102,2.754583,30.052222,00 11 01.1,+30 03 08,SABa,91.6,15.4,20.8,,UGC102,UGC102,pending_review,,,,,,CamB | D512-2 | D564-8 | D631-7 | DDO064 | DDO154 | DDO161 | DDO168 | DDO170 | ESO079-G014 | ESO116-G012 | ESO444-G084 | ESO563-G021 | F561-1 | F563-1 | F563-V1 | F563-V2 | F565-V2 | F567-2 | F568-1 | F568-3 | F568-V1 | F571-8 | F571-V1 | F574-1 | F574-2 | F579-V1 | F583-1 | F583-4 | IC2574 | IC4202 | KK98-251 | NGC0024 | NGC0055 | NGC0100 | NGC0247 | NGC0289 | NGC0300 | NGC0801 | NGC0891 | NGC1003 | NGC1090 | NGC1705 | NGC2366 | NGC2403 | NGC2683 | NGC2841 | NGC2903 | NGC2915 | NGC2955 | NGC2976 | NGC2998 | NGC3109 | NGC3198 | NGC3521 | NGC3726 | NGC3741 | NGC3769 | NGC3877 | NGC3893 | NGC3917 | NGC3949 | NGC3953 | NGC3972 | NGC3992 | NGC4010 | NGC4013 | NGC4051 | NGC4068 | NGC4085 | NGC4088 | NGC4100 | NGC4138 | NGC4157 | NGC4183 | NGC4214 | NGC4217 | NGC4389 | NGC4559 | NGC5005 | NGC5033 | NGC5055 | NGC5371 | NGC5585 | NGC5907 | NGC5985 | NGC6015 | NGC6195 | NGC6503 | NGC6674 | NGC6789 | NGC6946 | NGC7331 | NGC7793 | NGC7814 | PGC51017 | UGC00128 | UGC00191 | UGC00634 | UGC00731 | UGC00891 | UGC01230 | UGC01281 | UGC02023 | UGC02259 | UGC02455 | UGC02487 | UGC02885 | UGC02916 | UGC02953 | UGC03205 | UGC03546 | UGC03580 | UGC04278 | UGC04305 | UGC04325 | UGC04483 | UGC04499 | UGC05005 | UGC05253 | UGC05414 | UGC05716 | UGC05721 | UGC05750 | UGC05764 | UGC05829 | UGC05918 | UGC05986 | UGC05999 | UGC06399 | UGC06446 | UGC06614 | UGC06628 | UGC06667 | UGC06786 | UGC06787 | UGC06818 | UGC06917 | UGC06923 | UGC06930 | UGC06973 | UGC06983 | UGC07089 | UGC07125 | UGC07151 | UGC07232 | UGC07261 | UGC07323 | UGC07399 | UGC07524 | UGC07559 | UGC07577 | UGC07603 | UGC07608 | UGC07690 | UGC07866 | UGC08286 | UGC08490 | UGC08550 | UGC08699 | UGC08837 | UGC09037 | UGC09133 | UGC09992 | UGC10310 | UGC11455 | UGC11557 | UGC11820 | UGC11914 | UGC12506 | UGC12632 | UGC12732 | UGCA281 | UGCA442 | UGCA444,
UGC10269,,,,,,,10269,243.147083,29.365,16 12 35.3,+29 21 54,Sa,147.0,14.2,20.9,P,UGC10269,UGC10269,pending_review,,,,,,CamB | D512-2 | D564-8 | D631-7 | DDO064 | DDO154 | DDO161 | DDO168 | DDO170 | ESO079-G014 | ESO116-G012 | ESO444-G084 | ESO563-G021 | F561-1 | F563-1 | F563-V1 | F563-V2 | F565-V2 | F567-2 | F568-1 | F568-3 | F568-V1 | F571-8 | F571-V1 | F574-1 | F574-2 | F579-V1 | F583-1 | F583-4 | IC2574 | IC4202 | KK98-251 | NGC0024 | NGC0055 | NGC0100 | NGC0247 | NGC0289 | NGC0300 | NGC0801 | NGC0891 | NGC1003 | NGC1090 | NGC1705 | NGC2366 | NGC2403 | NGC2683 | NGC2841 | NGC2903 | NGC2915 | NGC2955 | NGC2976 | NGC2998 | NGC3109 | NGC3198 | NGC3521 | NGC3726 | NGC3741 | NGC3769 | NGC3877 | NGC3893 | NGC3917 | NGC3949 | NGC3953 | NGC3972 | NGC3992 | NGC4010 | NGC4013 | NGC4051 | NGC4068 | NGC4085 | NGC4088 | NGC4100 | NGC4138 | NGC4157 | NGC4183 | NGC4214 | NGC4217 | NGC4389 | NGC4559 | NGC5005 | NGC5033 | NGC5055 | NGC5371 | NGC5585 | NGC5907 | NGC5985 | NGC6015 | NGC6195 | NGC6503 | NGC6674 | NGC6789 | NGC6946 | NGC7331 | NGC7793 | NGC7814 | PGC51017 | UGC00128 | UGC00191 | UGC00634 | UGC00731 | UGC00891 | UGC01230 | UGC01281 | UGC02023 | UGC02259 | UGC02455 | UGC02487 | UGC02885 | UGC02916 | UGC02953 | UGC03205 | UGC03546 | UGC03580 | UGC04278 | UGC04305 | UGC04325 | UGC04483 | UGC04499 | UGC05005 | UGC05253 | UGC05414 | UGC05716 | UGC05721 | UGC05750 | UGC05764 | UGC05829 | UGC05918 | UGC05986 | UGC05999 | UGC06399 | UGC06446 | UGC06614 | UGC06628 | UGC06667 | UGC06786 | UGC06787 | UGC06818 | UGC06917 | UGC06923 | UGC06930 | UGC06973 | UGC06983 | UGC07089 | UGC07125 | UGC07151 | UGC07232 | UGC07261 | UGC07323 | UGC07399 | UGC07524 | UGC07559 | UGC07577 | UGC07603 | UGC07608 | UGC07690 | UGC07866 | UGC08286 | UGC08490 | UGC08550 | UGC08699 | UGC08837 | UGC09037 | UGC09133 | UGC09992 | UGC10310 | UGC11455 | UGC11557 | UGC11820 | UGC11914 | UGC12506 | UGC12632 | UGC12732 | UGCA281 | UGCA442 | UGCA444,
UGC10316,,,,,,,10316,244.419167,35.004167,16 17 40.6,+35 00 15,E/S0,128.4,12.5,21.0,,UGC10316,UGC10316,pending_review,,,,,,CamB | D512-2 | D564-8 | D631-7 | DDO064 | DDO154 | DDO161 | DDO168 | DDO170 | ESO079-G014 | ESO116-G012 | ESO444-G084 | ESO563-G021 | F561-1 | F563-1 | F563-V1 | F563-V2 | F565-V2 | F567-2 | F568-1 | F568-3 | F568-V1 | F571-8 | F571-V1 | F574-1 | F574-2 | F579-V1 | F583-1 | F583-4 | IC2574 | IC4202 | KK98-251 | NGC0024 | NGC0055 | NGC0100 | NGC0247 | NGC0289 | NGC0300 | NGC0801 | NGC0891 | NGC1003 | NGC1090 | NGC1705 | NGC2366 | NGC2403 | NGC2683 | NGC2841 | NGC2903 | NGC2915 | NGC2955 | NGC2976 | NGC2998 | NGC3109 | NGC3198 | NGC3521 | NGC3726 | NGC3741 | NGC3769 | NGC3877 | NGC3893 | NGC3917 | NGC3949 | NGC3953 | NGC3972 | NGC3992 | NGC4010 | NGC4013 | NGC4051 | NGC4068 | NGC4085 | NGC4088 | NGC4100 | NGC4138 | NGC4157 | NGC4183 | NGC4214 | NGC4217 | NGC4389 | NGC4559 | NGC5005 | NGC5033 | NGC5055 | NGC5371 | NGC5585 | NGC5907 | NGC5985 | NGC6015 | NGC6195 | NGC6503 | NGC6674 | NGC6789 | NGC6946 | NGC7331 | NGC7793 | NGC7814 | PGC51017 | UGC00128 | UGC00191 | UGC00634 | UGC00731 | UGC00891 | UGC01230 | UGC01281 | UGC02023 | UGC02259 | UGC02455 | UGC02487 | UGC02885 | UGC02916 | UGC02953 | UGC03205 | UGC03546 | UGC03580 | UGC04278 | UGC04305 | UGC04325 | UGC04483 | UGC04499 | UGC05005 | UGC05253 | UGC05414 | UGC05716 | UGC05721 | UGC05750 | UGC05764 | UGC05829 | UGC05918 | UGC05986 | UGC05999 | UGC06399 | UGC06446 | UGC06614 | UGC06628 | UGC06667 | UGC06786 | UGC06787 | UGC06818 | UGC06917 | UGC06923 | UGC06930 | UGC06973 | UGC06983 | UGC07089 | UGC07125 | UGC07151 | UGC07232 | UGC07261 | UGC07323 | UGC07399 | UGC07524 | UGC07559 | UGC07577 | UGC07603 | UGC07608 | UGC07690 | UGC07866 | UGC08286 | UGC08490 | UGC08550 | UGC08699 | UGC08837 | UGC09037 | UGC09133 | UGC09992 | UGC10310 | UGC11455 | UGC11557 | UGC11820 | UGC11914 | UGC12506 | UGC12632 | UGC12732 | UGCA281 | UGCA442 | UGCA444,
UGC10436,,,,,,,10436,247.76625,41.155833,16 31 03.9,+41 09 21,Sc,130.6,8.9,20.4,,UGC10436,UGC10436,pending_review,,,,,,CamB | D512-2 | D564-8 | D631-7 | DDO064 | DDO154 | DDO161 | DDO168 | DDO170 | ESO079-G014 | ESO116-G012 | ESO444-G084 | ESO563-G021 | F561-1 | F563-1 | F563-V1 | F563-V2 | F565-V2 | F567-2 | F568-1 | F568-3 | F568-V1 | F571-8 | F571-V1 | F574-1 | F574-2 | F579-V1 | F583-1 | F583-4 | IC2574 | IC4202 | KK98-251 | NGC0024 | NGC0055 | NGC0100 | NGC0247 | NGC0289 | NGC0300 | NGC0801 | NGC0891 | NGC1003 | NGC1090 | NGC1705 | NGC2366 | NGC2403 | NGC2683 | NGC2841 | NGC2903 | NGC2915 | NGC2955 | NGC2976 | NGC2998 | NGC3109 | NGC3198 | NGC3521 | NGC3726 | NGC3741 | NGC3769 | NGC3877 | NGC3893 | NGC3917 | NGC3949 | NGC3953 | NGC3972 | NGC3992 | NGC4010 | NGC4013 | NGC4051 | NGC4068 | NGC4085 | NGC4088 | NGC4100 | NGC4138 | NGC4157 | NGC4183 | NGC4214 | NGC4217 | NGC4389 | NGC4559 | NGC5005 | NGC5033 | NGC5055 | NGC5371 | NGC5585 | NGC5907 | NGC5985 | NGC6015 | NGC6195 | NGC6503 | NGC6674 | NGC6789 | NGC6946 | NGC7331 | NGC7793 | NGC7814 | PGC51017 | UGC00128 | UGC00191 | UGC00634 | UGC00731 | UGC00891 | UGC01230 | UGC01281 | UGC02023 | UGC02259 | UGC02455 | UGC02487 | UGC02885 | UGC02916 | UGC02953 | UGC03205 | UGC03546 | UGC03580 | UGC04278 | UGC04305 | UGC04325 | UGC04483 | UGC04499 | UGC05005 | UGC05253 | UGC05414 | UGC05716 | UGC05721 | UGC05750 | UGC05764 | UGC05829 | UGC05918 | UGC05986 | UGC05999 | UGC06399 | UGC06446 | UGC06614 | UGC06628 | UGC06667 | UGC06786 | UGC06787 | UGC06818 | UGC06917 | UGC06923 | UGC06930 | UGC06973 | UGC06983 | UGC07089 | UGC07125 | UGC07151 | UGC07232 | UGC07261 | UGC07323 | UGC07399 | UGC07524 | UGC07559 | UGC07577 | UGC07603 | UGC07608 | UGC07690 | UGC07866 | UGC08286 | UGC08490 | UGC08550 | UGC08699 | UGC08837 | UGC09037 | UGC09133 | UGC09992 | UGC10310 | UGC11455 | UGC11557 | UGC11820 | UGC11914 | UGC12506 | UGC12632 | UGC12732 | UGCA281 | UGCA442 | UGCA444,
UGC10443,,,,,,,10443,248.028333,58.439167,16 32 06.8,+58 26 21,Scd,52.2,13.6,20.5,"P,M",UGC10443,UGC10443,pending_review,,,,,,CamB | D512-2 | D564-8 | D631-7 | DDO064 | DDO154 | DDO161 | DDO168 | DDO170 | ESO079-G014 | ESO116-G012 | ESO444-G084 | ESO563-G021 | F561-1 | F563-1 | F563-V1 | F563-V2 | F565-V2 | F567-2 | F568-1 | F568-3 | F568-V1 | F571-8 | F571-V1 | F574-1 | F574-2 | F579-V1 | F583-1 | F583-4 | IC2574 | IC4202 | KK98-251 | NGC0024 | NGC0055 | NGC0100 | NGC0247 | NGC0289 | NGC0300 | NGC0801 | NGC0891 | NGC1003 | NGC1090 | NGC1705 | NGC2366 | NGC2403 | NGC2683 | NGC2841 | NGC2903 | NGC2915 | NGC2955 | NGC2976 | NGC2998 | NGC3109 | NGC3198 | NGC3521 | NGC3726 | NGC3741 | NGC3769 | NGC3877 | NGC3893 | NGC3917 | NGC3949 | NGC3953 | NGC3972 | NGC3992 | NGC4010 | NGC4013 | NGC4051 | NGC4068 | NGC4085 | NGC4088 | NGC4100 | NGC4138 | NGC4157 | NGC4183 | NGC4214 | NGC4217 | NGC4389 | NGC4559 | NGC5005 | NGC5033 | NGC5055 | NGC5371 | NGC5585 | NGC5907 | NGC5985 | NGC6015 | NGC6195 | NGC6503 | NGC6674 | NGC6789 | NGC6946 | NGC7331 | NGC7793 | NGC7814 | PGC51017 | UGC00128 | UGC00191 | UGC00634 | UGC00731 | UGC00891 | UGC01230 | UGC01281 | UGC02023 | UGC02259 | UGC02455 | UGC02487 | UGC02885 | UGC02916 | UGC02953 | UGC03205 | UGC03546 | UGC03580 | UGC04278 | UGC04305 | UGC04325 | UGC04483 | UGC04499 | UGC05005 | UGC05253 | UGC05414 | UGC05716 | UGC05721 | UGC05750 | UGC05764 | UGC05829 | UGC05918 | UGC05986 | UGC05999 | UGC06399 | UGC06446 | UGC06614 | UGC06628 | UGC06667 | UGC06786 | UGC06787 | UGC06818 | UGC06917 | UGC06923 | UGC06930 | UGC06973 | UGC06983 | UGC07089 | UGC07125 | UGC07151 | UGC07232 | UGC07261 | UGC07323 | UGC07399 | UGC07524 | UGC07559 | UGC07577 | UGC07603 | UGC07608 | UGC07690 | UGC07866 | UGC08286 | UGC08490 | UGC08550 | UGC08699 | UGC08837 | UGC09037 | UGC09133 | UGC09992 | UGC10310 | UGC11455 | UGC11557 | UGC11820 | UGC11914 | UGC12506 | UGC12632 | UGC12732 | UGCA281 | UGCA442 | UGCA444,
