galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,beta_mode
DDO161,0.6,16.0,3.53,0.2036479457098643,341.7008333333333,392.47601789430234,734.1768512276357,14.318536936433135,15.345540418524902,20.98823743758826,,1156.3367846198457,1156.3367846198457,formula
DDO161,0.73,16.6,4.83,0.026979803929655533,367.318904109589,42.736629761221586,410.0555338708106,16.375066412079065,5.585493686836622,17.301460624054023,,1156.3367846198457,1156.3367846198457,formula
DDO161,0.85,18.6,2.5,0.0765531889881199,376.07400000000007,104.14266871402111,480.2166687140212,17.879119105817267,9.408574196280643,20.203568209772204,,1156.3367846198457,1156.3367846198457,formula
DDO161,0.98,20.0,7.58,0.003176595926028316,406.8670408163265,3.7481782848368206,410.6152191011633,19.968217246414362,1.91656325727592,20.059982919213567,,1156.3367846198457,1156.3367846198457,formula
DDO161,1.07,21.4,4.03,0.012823378747642654,422.51757009345795,13.858079017767823,436.37564911122575,21.26249750146958,3.850732988537581,21.608376721748712,,1156.3367846198457,1156.3367846198457,formula
DDO161,1.54,28.9,2.74,0.12117703381934763,477.40389610389616,90.98796211456802,568.3918582184642,27.1146086086449,11.837291145208635,29.585865910201697,,1156.3367846198457,1156.3367846198457,formula
DDO161,2.02,32.9,2.65,0.10283529969277062,481.28415841584155,58.86744544166168,540.1516038575032,31.18002565746218,10.904688890204827,33.031897308392026,,1156.3367846198457,1156.3367846198457,formula
DDO161,2.49,35.2,2.88,0.08764767954255717,454.35056224899597,40.7029060006551,495.0534682496511,33.63529247680181,10.067285430622855,35.109587521667514,,1156.3367846198457,1156.3367846198457,formula
DDO161,2.96,37.6,3.05,0.14009747617388774,411.64814189189195,54.729684166307024,466.377826058199,34.90671138907245,12.727916763251903,37.15478926238539,,1156.3367846198457,1156.3367846198457,formula
DDO161,3.43,40.6,3.68,0.25022165708554167,363.789416909621,84.35583276867197,448.145249678293,35.32418010371932,17.01001194580841,39.206354158433875,,1156.3367846198457,1156.3367846198457,formula
DDO161,3.9,42.7,3.25,0.30873690694126127,328.6883333333334,91.53944673485502,420.2277800681884,35.80341464162322,18.894545304556406,40.48318592040324,,1156.3367846198457,1156.3367846198457,formula
DDO161,4.37,45.5,2.99,0.3967657988889732,296.0166819221968,104.98738858910747,401.0040705113043,35.96655251758222,21.4194978497256,41.86153112506039,,1156.3367846198457,1156.3367846198457,formula
DDO161,4.86,48.9,1.96,0.49617437688553623,266.4642798353909,118.05446164168238,384.5187414770733,35.986336295877635,23.95296815800865,43.229169360266184,,1156.3367846198457,1156.3367846198457,formula
DDO161,5.34,51.5,1.53,0.5674470637309899,241.24198501872658,122.87638822409467,364.11837324282124,35.891951744088814,25.615618538631182,44.09526179893555,,1156.3367846198457,1156.3367846198457,formula
DDO161,5.81,53.0,1.86,0.6113437312460926,219.05130808950085,121.6728475880561,340.72415567755695,35.67475437897225,26.58795299541892,44.49277856558979,,1156.3367846198457,1156.3367846198457,formula
DDO161,6.28,55.0,1.48,0.6557907793248289,203.02229299363057,120.75079636111711,323.7730893547477,35.70686208559918,27.537519880116573,45.09207248672227,,1156.3367846198457,1156.3367846198457,formula
DDO161,6.75,57.6,0.99,0.7093285251775916,189.4514074074074,121.51446904340645,310.9658764508139,35.760271251767655,28.63952978041004,45.815059380546415,,1156.3367846198457,1156.3367846198457,formula
DDO161,7.22,59.7,1.19,0.7445258199939023,179.17927977839335,119.24135633770126,298.4206361160946,35.96768549684563,29.341482456723334,46.41763665632066,,1156.3367846198457,1156.3367846198457,formula
DDO161,7.69,60.5,1.26,0.7474616633881666,171.89628088426525,112.39498263574433,284.2912635200096,36.35770069737634,29.39927578136703,46.75681572208349,,1156.3367846198457,1156.3367846198457,formula
