galaxy,matched_sparc_name,h_kpc_source,v_vis_source,r_kpc,v_obs_kms,v_vis_kms,h_kpc,r_min_kpc,r_max_kpc,delta_r_kpc,Dw,sigma,sigma_scale,beta,rho_struct,M_struct,g_topo_kms2_per_kpc,v_struct_kms,v_topo_kms,residual_kms,abs_residual_kms,sq_error
NGC5985,NGC5985,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),3.54,223.0,162.22523046678035,5.62,3.54,34.72,0.6900000000000004,2.4128922116420624,0.0,0.437983858876104,1.0,5.822048825002923,4.01721368925202,1.378436820819663e-06,0.0022089966830445007,162.22523048182012,60.77476951817988,60.77476951817988,3693.572609987886
NGC5985,NGC5985,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),4.23,230.0,161.37946244798314,5.62,3.54,34.72,0.6900000000000004,2.340743729423079,0.07214848221898329,0.437983858876104,0.8481238259322404,4.646939315733036,7.2236018171078165,1.7359672168046322e-06,0.0027098231173055547,161.3794624707343,68.6205375292657,68.6205375292657,4708.778170805363
NGC5985,NGC5985,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),4.97,248.0,161.98045067229563,5.62,3.54,34.72,0.7399999999999993,2.286345645230369,0.05439808419271008,0.437983858876104,0.8832021966640162,4.61683032762815,10.640056259552644,1.8522499955902973e-06,0.003034086761792381,161.98045070071166,86.01954929928834,86.01954929928834,7399.362861652698
NGC5985,NGC5985,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),5.74,258.0,167.12465377675431,5.62,3.54,34.72,0.7700000000000005,2.245032088816351,0.04131355641401813,0.437983858876104,0.9099854539449566,4.586480548054884,14.171646281554906,1.8495453086320732e-06,0.0032582802322004317,167.1246538085162,90.8753461914838,90.8753461914838,8258.32854542203
NGC5985,NGC5985,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),6.47,263.0,173.3291951749618,5.62,3.54,34.72,0.7299999999999995,2.2151690316282293,0.029863057188121545,0.437983858876104,0.9340895115804815,4.583552796315236,17.51763982286503,1.7994321965920381e-06,0.003412085331868253,173.32919520854622,89.67080479145378,89.67080479145378,8040.85323194701
NGC5985,NGC5985,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),7.22,272.0,181.81829775905393,5.62,3.54,34.72,0.75,2.190928863603186,0.024240168025043474,0.437983858876104,0.9461587719832971,4.541722276357191,20.923931530132922,1.72598632567989e-06,0.003530102161610738,181.81829779332335,90.18170220667665,90.18170220667665,8132.739412893708
NGC5985,NGC5985,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),8.02,287.0,189.18831702829857,5.62,3.54,34.72,0.7999999999999998,2.1701925321246653,0.020736331478520498,0.437983858876104,0.9537583253951156,4.4919495641745,24.517491181472522,1.6390633777204724e-06,0.0036256431552647577,189.18831706303985,97.81168293696015,97.81168293696015,9567.125318960421
NGC5985,NGC5985,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),8.79,289.0,195.74528423438457,5.62,3.54,34.72,0.7699999999999996,2.1538905517965605,0.016301980328104815,0.437983858876104,0.963463663547685,4.469743510848784,27.959193684826083,1.5560206207637464e-06,0.003698299779157083,195.74528426932136,93.25471573067864,93.25471573067864,8696.442006009682
NGC5985,NGC5985,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),9.5,292.0,202.5096306351873,5.62,3.54,34.72,0.7100000000000009,2.141265004609218,0.012625547187342434,0.437983858876104,0.9715850076898134,4.45473263069775,31.12205385262149,1.4828236184628522e-06,0.0037532418487751487,202.50963066996795,89.49036933003205,89.49036933003205,8008.526202825541
NGC5985,NGC5985,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),10.27,302.0,211.36220239200762,5.62,3.54,34.72,0.7699999999999996,2.129603245579756,0.011661759029462093,0.437983858876104,0.9737253449268041,4.41604890558065,34.52241150991859,1.4074361233326283e-06,0.0038018901860293244,211.36220242620098,90.63779757379902,90.63779757379902,8215.210349028968
