galaxy,n_points,chi2,reduced_chi2,rmse_kmps,mae_kmps,mean_abs_residual_kmps,max_abs_residual_kmps,beta_formula,beta_value,rs_kpc,status,source_file
NGC6195,23,1346.926658714804,61.223939032491096,43.77454511035575,40.481225316725734,40.481225316725734,67.69806838951149,median(a_bar),6786.696482982172,5.0,success,data\raw\sparc_csv\NGC6195.csv
NGC6503,31,13214.723817401837,440.49079391339455,27.935653941901098,26.44746820766386,26.44746820766386,34.54883617337258,median(a_bar),455.9168646864688,5.0,success,data\raw\sparc_csv\NGC6503.csv
NGC6674,15,696.762947710222,49.76878197930157,20.20064529209875,18.732012617088238,18.732012617088238,38.77570086099885,median(a_bar),796.4537696614237,5.0,success,data\raw\sparc_csv\NGC6674.csv
NGC6789,4,55.89059569337762,18.630198564459207,21.94598264454909,18.75567941356553,18.75567941356553,35.19143440808739,median(a_bar),950.1695608947805,5.0,success,data\raw\sparc_csv\NGC6789.csv
NGC6946,58,4974.71290966973,87.27566508192508,26.062505246625555,21.466636547615312,21.466636547615312,81.4451545671183,median(a_bar),3224.3933654391203,5.0,success,data\raw\sparc_csv\NGC6946.csv
NGC7331,36,5562.058242871526,158.91594979632933,69.28257566532643,53.645303909277224,53.645303909277224,134.6465190275352,median(a_bar),3822.9825423705015,5.0,success,data\raw\sparc_csv\NGC7331.csv
NGC7793,46,67.70536558466348,1.5045636796591886,9.004807016434471,6.858388326715474,6.858388326715474,18.93590500678262,median(a_bar),4123.389404761905,5.0,success,data\raw\sparc_csv\NGC7793.csv
NGC7814,18,1270.789004727846,74.75229439575565,39.39227012225584,35.58258127339295,35.58258127339295,82.4947778024873,median(a_bar),3341.8771299975288,5.0,success,data\raw\sparc_csv\NGC7814.csv
PGC51017,6,25.216299656990586,5.043259931398117,4.8634241930649225,4.445837018059565,4.445837018059565,8.581879342782269,median(a_bar),275.5621774891775,5.0,success,data\raw\sparc_csv\PGC51017.csv
UGC00128,22,41262.19921542816,1964.8666293061028,39.35514999470484,38.448536839652235,38.448536839652235,46.054168518431226,median(a_bar),148.5613000584862,5.0,success,data\raw\sparc_csv\UGC00128.csv
UGC00191,9,1620.683318459028,202.5854148073785,17.22504291044946,16.078897678470938,16.078897678470938,27.35329484199724,median(a_bar),771.8001612903225,5.0,success,data\raw\sparc_csv\UGC00191.csv
UGC00634,4,3059.6249753771685,1019.8749917923896,38.828891822220534,37.717151707737415,37.717151707737415,45.048674611727485,median(a_bar),250.42917462380393,5.0,success,data\raw\sparc_csv\UGC00634.csv
UGC00731,12,1644.8921351116742,149.53564864651582,31.93749716053172,31.71036975165403,31.71036975165403,36.44181419626034,median(a_bar),111.98871959015825,5.0,success,data\raw\sparc_csv\UGC00731.csv
UGC00891,5,5272.171594911887,1318.0428987279718,21.545770811561976,19.446230542794968,19.446230542794968,29.405248095586302,median(a_bar),198.90516853932587,5.0,success,data\raw\sparc_csv\UGC00891.csv
UGC01230,11,53.72274817865975,5.372274817865975,24.827421317407364,20.37428029909424,20.37428029909424,42.46382726162585,median(a_bar),394.7866162790698,5.0,success,data\raw\sparc_csv\UGC01230.csv
UGC01281,25,343.4721460084722,14.311339417019674,16.620418267579996,14.30976592774546,14.30976592774546,25.441937486000107,median(a_bar),220.0106,5.0,success,data\raw\sparc_csv\UGC01281.csv
UGC02023,5,4.3420954647518535,1.0855238661879634,8.098124663472987,5.996335520077554,5.996335520077554,15.673709105219011,median(a_bar),520.4113531353136,5.0,success,data\raw\sparc_csv\UGC02023.csv
UGC02259,8,2303.948586283612,329.13551232623024,32.01508796115762,31.99169243710583,31.99169243710583,34.11713523984428,median(a_bar),462.5418891887065,5.0,success,data\raw\sparc_csv\UGC02259.csv
UGC02455,8,755.7110788807568,107.95872555439382,35.37808204018852,33.10474494883046,33.10474494883046,50.56471608531322,median(a_bar),2700.505703032457,5.0,success,data\raw\sparc_csv\UGC02455.csv
UGC02487,17,4192.559777904411,262.0349861190257,51.18823889771213,50.31129074813444,50.31129074813444,71.5994356851329,median(a_bar),1511.1649415277432,5.0,success,data\raw\sparc_csv\UGC02487.csv
UGC02885,19,258.8748635021146,14.381936861228588,36.91204791921029,34.219207311972035,34.219207311972035,50.671881069017786,median(a_bar),1328.7440595329742,5.0,success,data\raw\sparc_csv\UGC02885.csv
UGC02916,43,10945.960489096538,260.6181068832509,38.39818698851682,28.154275582899672,28.154275582899672,74.75576472846058,median(a_bar),7102.860771312585,5.0,success,data\raw\sparc_csv\UGC02916.csv
UGC02953,115,19212.470385338936,168.53044197665733,41.891415312485584,34.56855435572844,34.56855435572844,149.5902032922327,median(a_bar),17291.12234303216,5.0,success,data\raw\sparc_csv\UGC02953.csv
UGC03205,48,886.5460347923209,18.862681591325977,15.598601940677998,14.522656283374682,14.522656283374682,32.53859221080418,median(a_bar),6876.622935190673,5.0,success,data\raw\sparc_csv\UGC03205.csv
UGC03546,30,1433.814037969063,49.44186337824355,69.45284093378754,55.18103168652257,55.18103168652257,135.97377313084337,median(a_bar),14061.066894484411,5.0,success,data\raw\sparc_csv\UGC03546.csv
UGC03580,47,5393.673149270619,117.25376411457869,31.20018109159822,26.527240248430992,26.527240248430992,54.932888082658664,median(a_bar),5067.5679272727275,5.0,success,data\raw\sparc_csv\UGC03580.csv
UGC04278,25,610.4298832184204,25.434578467434182,24.087577084813166,20.549809671390243,20.549809671390243,38.245715522295434,median(a_bar),345.89316614420056,5.0,success,data\raw\sparc_csv\UGC04278.csv
UGC04305,22,63.66496581721903,3.031665038915192,5.469707894272311,4.8255068586006535,4.8255068586006535,10.741023541224486,median(a_bar),448.5513031943025,5.0,success,data\raw\sparc_csv\UGC04305.csv
UGC04325,8,801.0456495980184,114.43509279971691,30.55125897602156,30.15553345391867,30.15553345391867,37.60421854145615,median(a_bar),762.6720466246164,5.0,success,data\raw\sparc_csv\UGC04325.csv
UGC04483,8,156.28882428059646,22.326974897228066,6.758541734962503,5.934799960594155,5.934799960594155,9.514466531803087,median(a_bar),246.75249961520706,5.0,success,data\raw\sparc_csv\UGC04483.csv
UGC04499,9,320.7261637153792,40.0907704644224,16.51448150545825,15.653055285313652,15.653055285313652,21.141054287273143,median(a_bar),446.4303516483517,5.0,success,data\raw\sparc_csv\UGC04499.csv
UGC05005,11,36.87467379268269,3.687467379268269,19.11266661873995,16.42556287262363,16.42556287262363,29.399880311815153,median(a_bar),276.00904651162784,5.0,success,data\raw\sparc_csv\UGC05005.csv
UGC05253,73,9002.43166590263,125.03377313753653,35.958840845270295,33.40042143360794,33.40042143360794,81.7640725392225,median(a_bar),17407.449125799572,5.0,success,data\raw\sparc_csv\UGC05253.csv
UGC05414,6,116.85327948078131,23.37065589615626,10.790505317904607,9.29457616205358,9.29457616205358,16.509813860069947,median(a_bar),547.5696699227135,5.0,success,data\raw\sparc_csv\UGC05414.csv
UGC05716,12,17304.96300183185,1573.1784547119862,28.809749708075962,28.354279351989664,28.354279351989664,33.394262003037966,median(a_bar),147.90493832820238,5.0,success,data\raw\sparc_csv\UGC05716.csv
UGC05721,23,1006.6996521408901,45.759075097313186,31.151156994030544,28.395189236618673,28.395189236618673,40.75276289390174,median(a_bar),797.8060386473431,5.0,success,data\raw\sparc_csv\UGC05721.csv
UGC05750,11,56.98005754641084,5.698005754641084,15.139405526286541,13.19957812310974,13.19957812310974,22.821010084290513,median(a_bar),204.00340136054425,5.0,success,data\raw\sparc_csv\UGC05750.csv
UGC05764,10,17954.635424012187,1994.9594915569096,26.36420948595227,25.890419126225662,25.890419126225662,30.722229592479685,median(a_bar),196.75975720359003,5.0,success,data\raw\sparc_csv\UGC05764.csv
UGC05829,11,139.97260067255615,13.997260067255615,18.04993698951444,17.538956079467408,17.538956079467408,23.47067880338617,median(a_bar),198.61541114058355,5.0,success,data\raw\sparc_csv\UGC05829.csv
UGC05918,8,146.0127998330365,20.8589714047195,16.78970328855332,16.52238100911067,16.52238100911067,18.543963049456966,median(a_bar),125.3296171171171,5.0,success,data\raw\sparc_csv\UGC05918.csv
UGC05986,15,1420.8083645631993,101.48631175451423,27.356478925844698,25.356355250472834,25.356355250472834,34.87568680679932,median(a_bar),1133.4418525896413,5.0,success,data\raw\sparc_csv\UGC05986.csv
UGC05999,5,158.23621321716462,39.559053304291155,28.127941021088322,26.057834640946396,26.057834640946396,33.92551021862072,median(a_bar),245.6576295585413,5.0,success,data\raw\sparc_csv\UGC05999.csv
UGC06399,9,235.0737815011238,29.384222687640474,23.26234344003265,21.881714424180757,21.881714424180757,28.68815581439423,median(a_bar),485.8862068965518,5.0,success,data\raw\sparc_csv\UGC06399.csv
UGC06446,17,874.8725704354558,54.67953565221599,31.243649608238897,30.66309158636499,30.66309158636499,36.83237005316956,median(a_bar),274.23346080305924,5.0,success,data\raw\sparc_csv\UGC06446.csv
UGC06614,13,70.10910864597929,5.842425720498274,27.557967922065682,24.282992004150735,24.282992004150735,57.38793407799031,median(a_bar),2271.783236040609,5.0,success,data\raw\sparc_csv\UGC06614.csv
UGC06628,7,6.820437786787419,1.1367396311312365,8.163240948719652,6.646813300378762,6.646813300378762,14.113620174262714,median(a_bar),522.4674487471526,5.0,success,data\raw\sparc_csv\UGC06628.csv
UGC06667,9,1450.5356172894737,181.31695216118422,41.383786723554955,40.490209301124004,40.490209301124004,47.53826218988005,median(a_bar),154.1405714285714,5.0,success,data\raw\sparc_csv\UGC06667.csv
UGC06786,45,3256.698321604423,74.01587094555508,19.79810721094272,15.876438429173373,15.876438429173373,40.231584297027624,median(a_bar),7267.390083333333,5.0,success,data\raw\sparc_csv\UGC06786.csv
UGC06787,71,10715.527645153621,153.07896635933744,38.80237509482673,31.387659043183113,31.387659043183113,88.18767207787323,median(a_bar),7986.838723076924,5.0,success,data\raw\sparc_csv\UGC06787.csv
UGC06818,8,75.84839202823534,10.835484575462191,16.699681318853404,14.31098293172055,14.31098293172055,25.450215798685242,median(a_bar),466.52635174893754,5.0,success,data\raw\sparc_csv\UGC06818.csv
UGC06917,11,353.69692492317694,35.3696924923177,23.21764712270994,22.005812855540665,22.005812855540665,28.561238771439022,median(a_bar),748.2353682487725,5.0,success,data\raw\sparc_csv\UGC06917.csv
UGC06923,6,41.56942386899166,8.313884773798332,12.757809053210432,12.07157232226705,12.07157232226705,15.737596777370513,median(a_bar),1134.680917912405,5.0,success,data\raw\sparc_csv\UGC06923.csv
UGC06930,10,99.74520232063013,11.082800257847792,19.100222213307276,18.233567519418198,18.233567519418198,23.27176893120398,median(a_bar),580.5852936196032,5.0,success,data\raw\sparc_csv\UGC06930.csv
