r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_mass_i,weight_geom_i,weight_mass_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
1.74,87.5,126.78499674646051,9.4,NGC3769,11.85,126.23,0.0,4400.14367816092,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,1,2.3602790283864596,0.03821381790291012,0.9512693082359259,0.07769620470350946,0.07391001490086434,0.38728847808052913,700293.4035630098,2.0615558238991416,2.414980077155076,0.07430997876857749,0.4058078498098135,16300046593.086687,0.8264122892266097,0.055802456681075974,0.007292713340250023,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,89581.0432275571,394.8050344359217,414.66305672913444,-327.16305672913444,-39.28499674646051
3.5,106.0,137.9797380052593,7.1,NGC3769,22.09,136.2,0.0,3210.285714285714,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,1,2.3602790283864596,0.03821381790291012,0.9512693082359259,0.07769620470350946,0.07391001490086434,0.38728847808052913,700293.4035630098,2.0615558238991416,2.414980077155076,0.07430997876857749,0.4058078498098135,16300046593.086687,0.8264122892266097,0.055802456681075974,0.007292713340250023,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,22140.04624291852,278.3705477420606,310.69047289901704,-204.69047289901704,-31.979738005259293
5.24,116.0,127.15870477478134,5.3,NGC3769,28.99,123.81,0.0,2567.93893129771,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,1,2.3602790283864596,0.03821381790291012,0.9512693082359259,0.07769620470350946,0.07391001490086434,0.38728847808052913,700293.4035630098,2.0615558238991416,2.414980077155076,0.07430997876857749,0.4058078498098135,16300046593.086687,0.8264122892266097,0.055802456681075974,0.007292713340250023,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,9877.613719908217,227.50537552400615,260.6300675139364,-144.6300675139364,-11.158704774781341
8.72,126.0,105.31830800008136,4.4,NGC3769,36.96,98.62,0.0,1820.6422018348624,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,2,2.3220652104835495,0.05403261845121188,0.9850211180176435,0.07162125722937773,0.07054845086991088,0.7964694931260121,700293.4035630098,2.0145585059444833,2.340048058702208,0.02923976608187134,0.5,23866861466.29632,1.0,0.017588638778165855,0.009315968698484809,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,7335.271812338505,252.91020185748096,273.96261825948403,-147.96261825948403,20.68169199991864
10.47,123.0,97.0566401643906,4.4,NGC3769,36.75,89.83,0.0,1444.9856733524357,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,2,2.3220652104835495,0.05403261845121188,0.9850211180176435,0.07162125722937773,0.07054845086991088,0.7964694931260121,700293.4035630098,2.0145585059444833,2.340048058702208,0.02923976608187134,0.5,23866861466.29632,1.0,0.017588638778165855,0.009315968698484809,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,5088.102106216243,230.80820837241484,250.38454515421688,-127.38454515421688,25.9433598356094
12.31,118.0,90.09078532236246,4.6,NGC3769,34.7,83.14,0.0,1131.1129163281885,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,2,2.3220652104835495,0.05403261845121188,0.9850211180176435,0.07162125722937773,0.07054845086991088,0.7964694931260121,700293.4035630098,2.0145585059444833,2.340048058702208,0.02923976608187134,0.5,23866861466.29632,1.0,0.017588638778165855,0.009315968698484809,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,3680.722495664863,212.86073832821887,231.1407439670351,-113.14074396703509,27.909214677637536
17.07,122.0,78.40565285743114,15.2,NGC3769,34.92,70.2,0.0,871.9390743995314,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,3,2.252213791484036,0.06985141899951364,0.957857979560907,0.12606510968716722,0.12075247125807412,3.2223866407007207,700293.4035630098,2.004566797762518,2.2583308535345408,0.012743491716730383,0.5159155468928016,25436232886.56262,1.032354226547889,0.05226278022134778,0.0034769247884277577,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,7744.4510961696415,363.5901266696,371.94788157968554,-249.94788157968554,43.594347142568864
31.82,121.0,60.845069644137965,10.2,NGC3769,33.73,50.64,0.0,460.1194217473287,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,3,2.252213791484036,0.06985141899951364,0.957857979560907,0.12606510968716722,0.12075247125807412,3.2223866407007207,700293.4035630098,2.004566797762518,2.2583308535345408,0.012743491716730383,0.5159155468928016,25436232886.56262,1.032354226547889,0.05226278022134778,0.0034769247884277577,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,2228.729355030399,266.3046527514442,273.1671476899579,-152.16714768995791,60.154930355862035
34.61,118.0,58.41294120312724,10.4,NGC3769,32.54,48.51,0.0,402.3114706732159,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,3,2.252213791484036,0.06985141899951364,0.957857979560907,0.12606510968716722,0.12075247125807412,3.2223866407007207,700293.4035630098,2.004566797762518,2.2583308535345408,0.012743491716730383,0.5159155468928016,25436232886.56262,1.032354226547889,0.05226278022134778,0.0034769247884277577,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,1883.885421424132,255.34540222116632,261.9414937261548,-143.94149372615482,59.58705879687276
37.16,113.0,56.41123469664531,10.5,NGC3769,31.57,46.75,0.0,343.62217438105495,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,3,2.252213791484036,0.06985141899951364,0.957857979560907,0.12606510968716722,0.12075247125807412,3.2223866407007207,700293.4035630098,2.004566797762518,2.2583308535345408,0.012743491716730383,0.5159155468928016,25436232886.56262,1.032354226547889,0.05226278022134778,0.0034769247884277577,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,1634.2040153743287,246.4285316502739,252.8027860038533,-139.8027860038533,56.58876530335469
