r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,r_scale,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
0.23,4.46,6.842879510849215,4.0,UGC01281,-5.85,3.55,0.0,86.48521739130435,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,0.35,1,2.1599482940564743,0.0,1.0,0.15994829405647426,0.15994829405647426,0.0975684593744493,70206.48119147409,0.05913582566312696,0.028936401246990772,0.9203867682550848,3.077111879822369,1.971194188804232,2.893640124799077,1.2308447519293477,1.0,70206.48119147409,129488.4349329561,172.57560671943153,172.71121861239908,-168.25121861239907,-2.3828795108492153
0.38,7.71,5.399675916200897,4.0,UGC01281,-0.98,5.31,0.0,156.43184210526314,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,0.35,1,2.1599482940564743,0.0,1.0,0.15994829405647426,0.15994829405647426,0.0975684593744493,70206.48119147409,0.05913582566312696,0.028936401246990772,0.9203867682550848,3.077111879822369,1.971194188804232,2.893640124799077,1.2308447519293477,1.0,70206.48119147409,47437.24520743336,134.26151041465562,134.37004755087602,-126.66004755087603,2.3103240837991033
0.54,11.0,8.514505270419416,4.0,UGC01281,-2.22,8.22,0.0,224.07407407407405,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,0.35,1,2.1599482940564743,0.0,1.0,0.15994829405647426,0.15994829405647426,0.0975684593744493,70206.48119147409,0.05913582566312696,0.028936401246990772,0.9203867682550848,3.077111879822369,1.971194188804232,2.893640124799077,1.2308447519293477,1.0,70206.48119147409,23490.87176938744,112.62801940666994,112.94940263440627,-101.94940263440627,2.4854947295805836
0.69,14.2,10.793020893151278,4.0,UGC01281,-3.47,10.22,0.0,292.231884057971,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,0.35,1,2.1599482940564743,0.0,1.0,0.15994829405647426,0.15994829405647426,0.0975684593744493,70206.48119147409,0.05913582566312696,0.028936401246990772,0.9203867682550848,3.077111879822369,1.971194188804232,2.893640124799077,1.2308447519293477,1.0,70206.48119147409,14387.60388143957,99.6365729950268,100.21943912332229,-86.01943912332229,3.4069791068487216
1.0,20.2,14.832754295814382,4.74,UGC01281,-5.15,13.91,0.0,408.04,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,0.35,2,2.0588337451926773,0.101114548863797,0.7326107320134823,0.15994829405647426,0.11717983679302132,0.16904815981819232,70206.48119147409,0.05913582566312696,0.028936401246990772,0.9203867682550848,3.077111879822369,1.971194188804232,2.893640124799077,1.2308447519293477,1.0,70206.48119147409,11868.276452729224,108.9416194699217,109.94674643994348,-89.74674643994348,5.367245704185617
1.15,23.2,16.483039768198097,4.0,UGC01281,-5.85,15.41,0.0,468.0347826086957,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,0.35,2,2.0588337451926773,0.101114548863797,0.7326107320134823,0.15994829405647426,0.11717983679302132,0.16904815981819232,70206.48119147409,0.05913582566312696,0.028936401246990772,0.9203867682550848,3.077111879822369,1.971194188804232,2.893640124799077,1.2308447519293477,1.0,70206.48119147409,8974.122081458772,101.58858397318858,102.91710739074232,-79.71710739074231,6.716960231801902
1.3,26.4,16.832266632869143,7.13,UGC01281,-1.76,16.74,0.0,536.1230769230768,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,0.35,2,2.0588337451926773,0.101114548863797,0.7326107320134823,0.15994829405647426,0.11717983679302132,0.16904815981819232,70206.48119147409,0.05913582566312696,0.028936401246990772,0.9203867682550848,3.077111879822369,1.971194188804232,2.893640124799077,1.2308447519293477,1.0,70206.48119147409,7022.648788597173,95.54812099238961,97.01942395817615,-70.61942395817616,9.567733367130856
1.46,29.3,18.011343647823725,4.38,UGC01281,2.33,17.86,0.0,588.0068493150685,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,0.35,2,2.0588337451926773,0.101114548863797,0.7326107320134823,0.15994829405647426,0.11717983679302132,0.16904815981819232,70206.48119147409,0.05913582566312696,0.028936401246990772,0.9203867682550848,3.077111879822369,1.971194188804232,2.893640124799077,1.2308447519293477,1.0,70206.48119147409,5567.778407172652,90.16072578718558,91.9421827806588,-62.6421827806588,11.288656352176275
1.76,34.6,20.62334841872192,4.0,UGC01281,7.63,19.16,0.0,680.2045454545455,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,0.35,3,2.0363232998740926,0.022510445318584704,0.9330773670309876,0.058833745192677256,0.05489643605695532,0.19430052040439177,70206.48119147409,0.05913582566312696,0.028936401246990772,0.9203867682550848,3.077111879822369,1.971194188804232,2.893640124799077,1.2308447519293477,1.0,70206.48119147409,4403.782228584891,88.03781416135573,90.42112154972094,-55.821121549720935,13.97665158127808
1.92,37.4,21.837456353705665,7.09,UGC01281,9.79,19.52,0.0,728.5208333333334,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,0.35,3,2.0363232998740926,0.022510445318584704,0.9330773670309876,0.058833745192677256,0.05489643605695532,0.19430052040439177,70206.48119147409,0.05913582566312696,0.028936401246990772,0.9203867682550848,3.077111879822369,1.971194188804232,2.893640124799077,1.2308447519293477,1.0,70206.48119147409,3700.400344852582,84.2897897856968,87.07263153320311,-49.67263153320311,15.562543646294333
