galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
NGC2683,1,2.89,14.43,8.66,11.54,0.35,2.011652895387903,205.08057127289626,195.8,7.4,5,34.62,2.89,2.4831750476237224,0.4027102321912228,0.0,1.0,0.01165289538790315,0.01165289538790315,0.13447441277640235,1050.6226449772607,0.00731482131781358,0.00433807407008957,0.9893430140790791,0.24382737729378604,0.43380740710895704,0.993270019049889,1.0,1050.6226449772607,1.8838686967356455,4.039096794300762,205.1203427662191
NGC2683,2,17.31,34.62,25.964999999999996,17.31,0.35000000000000003,2.002976747247724,122.61999609272766,162.5,10.333333333333334,6,34.62,2.89,2.4831750476237224,0.4027102321912228,0.00867614814017914,0.9786860281581582,0.01165289538790315,0.011404525903729455,0.3318867561699592,1050.6226449772607,0.00731482131781358,0.00433807407008957,0.9893430140790791,0.24382737729378604,0.43380740710895704,0.993270019049889,1.0,1050.6226449772607,0.5172017977810134,3.664579741168694,122.6747430666147
