r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,r_scale,sigma_scale
0.31,3.1,4.17163037672323,4.5,UGC05750,1.0,4.05,0.0,31.000000000000004,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,1,2.034638242641633,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.17163037672323,-1.0716303767232298,-1.0716303767232298,4.300134098843159,0.23255088725466128
1.47,15.7,17.317187993435887,8.5,UGC05750,4.69,16.67,0.0,167.68027210884352,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,1,2.034638242641633,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.317187993435887,-1.6171879934358877,-1.6171879934358877,4.300134098843159,0.23255088725466128
2.52,28.0,22.73033655712119,10.0,UGC05750,7.69,21.39,0.0,311.1111111111111,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,1,2.034638242641633,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.73033655712119,5.269663442878809,5.269663442878809,4.300134098843159,0.23255088725466128
3.35,36.0,26.325022317179524,11.0,UGC05750,9.58,24.52,0.0,386.86567164179104,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,1,2.034638242641633,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.325022317179524,9.674977682820476,9.674977682820476,4.300134098843159,0.23255088725466128
4.82,49.8,29.831568849123578,4.5,UGC05750,13.0,26.85,0.0,514.5311203319501,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.0040949974021585,0.030543245239474714,0.8769195268979102,0.0009328898297586948,0.0008180693081598666,0.014749789626122396,2.7305623913537156e-09,0.00011472275592193952,29.831568849344173,19.968431150655825,19.96843115087642,4.300134098843159,0.23255088725466128
6.6,61.5,38.68858875689316,4.5,UGC05750,16.38,35.05,0.0,573.0681818181819,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.0040949974021585,0.030543245239474714,0.8769195268979102,0.0009328898297586948,0.0008180693081598666,0.014749789626122396,1.4563250160901303e-09,9.80395078842956e-05,38.68858875701738,22.811411242982622,22.81141124310684,4.300134098843159,0.23255088725466128
7.86,68.1,42.880412777863974,12.2,UGC05750,18.53,38.67,0.0,590.0267175572518,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.0040949974021585,0.030543245239474714,0.8769195268979102,0.0009328898297586948,0.0008180693081598666,0.014749789626122396,1.0268360057508637e-09,8.983836043251118e-05,42.880412777958085,25.21958722204191,25.21958722213602,4.300134098843159,0.23255088725466128
9.43,73.4,47.473245096580456,12.2,UGC05750,20.89,42.63,0.0,571.32131495228,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.0040949974021585,0.030543245239474714,0.8769195268979102,0.0009328898297586948,0.0008180693081598666,0.014749789626122396,7.133830648208328e-10,8.20195239029126e-05,47.473245096651304,25.9267549033487,25.92675490341955,4.300134098843159,0.23255088725466128
11.43,77.6,45.69966848895077,11.0,UGC05750,23.34,39.29,0.0,526.8381452318459,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.0040949974021585,0.030543245239474714,0.8769195268979102,0.0009328898297586948,0.0008180693081598666,0.014749789626122396,4.855720942867733e-10,7.449891970826032e-05,45.69966848901149,31.9003315109885,31.900331511049224,4.300134098843159,0.23255088725466128
22.85,78.9,45.51346174485083,11.0,UGC05750,36.96,26.56,0.0,272.43807439824946,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.0040949974021585,0.030543245239474714,0.8769195268979102,0.0009328898297586948,0.0008180693081598666,0.014749789626122396,1.2149929892101194e-10,5.26902171218256e-05,45.513461744881326,33.38653825511868,33.386538255149176,4.300134098843159,0.23255088725466128
