galaxy,matched_sparc_name,h_kpc_source,r_kpc,v_obs_kms,v_vis_kms,h_kpc,r_min_kpc,r_max_kpc,delta_r_kpc,Dw,sigma,sigma_scale,beta,rho_struct,M_struct,g_topo_kms2_per_kpc,v_struct_kms,v_topo_kms,residual_kms,abs_residual_kms,sq_error
NGC2403,NGC2403,structure_2014_z0,0.16,24.5,23.21,0.53,0.16,20.87,0.1,2.6347291080813307,0.0,0.20530111352303537,1.0,6.941797472971044,0.6941797472971044,0.00011660050442881052,0.0043192685386080915,23.21000040189747,1.2899995981025292,1.2899995981025292,1.6640989631046867
NGC2403,NGC2403,structure_2014_z0,0.26,35.3,35.33,0.53,0.16,20.87,0.1,2.398606269879842,0.2361228382014886,0.20530111352303537,0.31659581205312126,1.8214744966361296,0.8763271969607174,5.574270631554859e-05,0.0038069809090725206,35.33000020511044,-0.030000205110439992,0.030000205110439992,0.0009000123066684699
NGC2403,NGC2403,structure_2014_z0,0.36,43.2,47.00922569028339,0.53,0.16,20.87,0.09999999999999998,2.2907059517576545,0.10790031812218759,0.20530111352303537,0.5912176637027454,3.1023164047291845,1.1865588374336358,3.936885031608514e-05,0.003764676096796463,47.00922584102811,-3.809225841028109,3.809225841028109,14.510201507956305
NGC2403,NGC2403,structure_2014_z0,0.46,52.0,56.726241722856976,0.53,0.16,20.87,0.10000000000000003,2.228211110206919,0.06249484155073537,0.20530111352303537,0.7375615325431166,3.6619375087878954,1.5527525883124254,3.155404598177424e-05,0.0038098374180030505,56.72624185079478,-4.7262418507947785,4.7262418507947785,22.337362032204055
NGC2403,NGC2403,structure_2014_z0,0.56,60.9,63.8246229914443,0.53,0.16,20.87,0.10000000000000003,2.18732236056095,0.040888749645969114,0.20530111352303537,0.8194148648649399,3.9203913610720105,1.9447917244196264,2.666646816009054e-05,0.0038643527491225103,63.82462310843067,-2.924623108430673,2.924623108430673,8.553420326366691
NGC2403,NGC2403,structure_2014_z0,0.66,65.8,67.62657465819188,0.53,0.16,20.87,0.09999999999999998,2.158474204491839,0.028848156069110953,0.20530111352303537,0.8689094880024515,4.048258768293467,2.349617601248973,2.3194113143642298e-05,0.00391255858420087,67.6265747713731,-1.826574771373103,1.826574771373103,3.3363753954167037
NGC2403,NGC2403,structure_2014_z0,0.76,71.7,70.9087053893949,0.53,0.16,20.87,0.09999999999999998,2.1370412081846406,0.021432996307198415,0.20530111352303537,0.9008668098773497,4.114209286075421,2.761038529856515,2.055482285038611e-05,0.003952425251196212,70.90870549954826,0.7912945004517411,0.7912945004517411,0.6261469864451705
NGC2403,NGC2403,structure_2014_z0,0.86,74.6,72.89295164829038,0.53,0.16,20.87,0.09999999999999998,2.1205033192424785,0.016537888942162127,0.20530111352303537,0.9226047982526149,4.148524145522479,3.175890944408763,1.8464482234934674e-05,0.003984903351656577,72.8929517572135,1.7070482427864988,1.7070482427864988,2.914013703200473
NGC2403,NGC2403,structure_2014_z0,0.96,74.6,74.9778453944897,0.53,0.16,20.87,0.09999999999999998,2.1073671518840227,0.013136167358455797,0.20530111352303537,0.9380191811504032,4.165739724861927,3.5924649168949556,1.676171781971388e-05,0.004011389922075057,74.9778455017964,-0.37784550179640064,0.37784550179640064,0.1427672232277738
NGC2403,NGC2403,structure_2014_z0,1.06,76.6,77.24371366007722,0.53,0.16,20.87,0.10000000000000009,2.096690437114212,0.01067671476981058,0.20530111352303537,0.9493239798192189,4.173333390021504,4.009798255897106,1.534543654357205e-05,0.004033133116596373,77.2437137653684,-0.6437137653684033,0.6437137653684033,0.41436741172476776
NGC2403,NGC2403,structure_2014_z0,1.16,78.5,79.61182952300493,0.53,0.16,20.87,0.09999999999999987,2.087848936488692,0.008841500625520027,0.20530111352303537,0.9578481566088599,4.175368525442033,4.427335108441309,1.4147994178283018e-05,0.004051132341310056,79.61182962607802,-1.1118296260780198,1.1118296260780198,1.2361651174247894
NGC2403,NGC2403,structure_2014_z0,1.27,83.4,82.34121021699889,0.53,0.16,20.87,0.1100000000000001,2.079733684662108,0.008115251826584124,0.20530111352303537,0.961242526533008,4.1576548014739165,4.88467713660344,1.3022575291335355e-05,0.0040667764408676196,82.34121031742656,1.0587896825734475,1.0587896825734475,1.1210355919239818
NGC2403,NGC2403,structure_2014_z0,1.36,86.4,85.36800454502846,0.53,0.16,20.87,0.09000000000000008,2.0740756161859015,0.005658068476206424,0.20530111352303537,0.9728164549850835,4.184851768744574,5.261313795790452,1.2231644313310411e-05,0.004078607147802073,85.3680046424598,1.031995357540211,1.031995357540211,1.065014417984548
