galaxy,matched_sparc_name,h_kpc_source,r_kpc,v_obs_kms,v_vis_kms,h_kpc,r_min_kpc,r_max_kpc,delta_r_kpc,Dw,sigma,sigma_scale,beta,rho_struct,M_struct,g_topo_kms2_per_kpc,v_struct_kms,v_topo_kms,residual_kms,abs_residual_kms,sq_error
NGC0100,NGC0100,structure_2014_z0,0.23,6.81,9.708166665236027,6.87,0.23,9.62,0.45999999999999996,3.4895305127014824,0.0,0.26784373382954535,1.0,12.17682319907467,5.601338671574348,0.0004553073022262703,0.010233312245409215,9.708172058666838,-2.8981720586668382,2.8981720586668382,8.399401281637179
NGC0100,NGC0100,structure_2014_z0,0.69,20.0,23.848224252551802,6.87,0.23,9.62,0.45999999999999996,2.703850615812354,0.7856798968891283,0.26784373382954535,0.053218361933370345,0.38906923429203655,5.780310519348685,5.220612315311773e-05,0.006001851795542042,23.848225007790937,-3.848225007790937,3.848225007790937,14.808835710587557
NGC0100,NGC0100,structure_2014_z0,1.15,33.0,34.888313229504234,6.87,0.23,9.62,0.45999999999999996,2.4964634606719818,0.20738715514037231,0.26784373382954535,0.4610336984158877,2.8733140622687237,7.1020349879922975,2.3091682758689513e-05,0.005153196597500714,34.88831361008204,-1.8883136100820366,1.8883136100820366,3.565728290021054
NGC0100,NGC0100,structure_2014_z0,1.59,42.7,41.9519844584258,6.87,0.23,9.62,0.44000000000000017,2.3946216003792187,0.1018418602927631,0.26784373382954535,0.6837050648110277,3.9205102034784236,8.827059477522806,1.5013787331730574e-05,0.00488589007832264,41.95198474294061,0.748015257059393,0.748015257059393,0.5595268247936298
NGC0100,NGC0100,structure_2014_z0,2.05,49.9,46.864233696925,6.87,0.23,9.62,0.45999999999999974,2.3274884463697716,0.06713315400944708,0.26784373382954535,0.7783001837573041,4.2162096762830705,10.766515928613018,1.101630422201927e-05,0.00475220197962371,46.864233937870196,3.0357660621298024,3.0357660621298024,9.215875583979088
NGC0100,NGC0100,structure_2014_z0,2.51,55.5,50.432261499956546,6.87,0.23,9.62,0.45999999999999996,2.280934406051625,0.04655404031814658,0.26784373382954535,0.840456189740539,4.372609283277022,12.777916198920447,8.721296432653123e-06,0.004678723548785431,50.432261716984826,5.067738283015174,5.067738283015174,25.681971305137587
NGC0100,NGC0100,structure_2014_z0,2.97,61.9,53.637107490989855,6.87,0.23,9.62,0.4600000000000004,2.246438464091198,0.03449594196042716,0.26784373382954535,0.8791574289069433,4.436655457160801,14.818777709214418,7.223837040395197e-06,0.00463193221128869,53.63710769098942,8.262892309010581,8.262892309010581,68.27538931030622
NGC0100,NGC0100,structure_2014_z0,3.42,67.9,56.00903944900323,6.87,0.23,9.62,0.44999999999999973,2.2202226440560624,0.02621582003513545,0.26784373382954535,0.9067601613220688,4.46977319234338,16.83017564576894,6.1873529698716225e-06,0.004600081211996256,56.00903963790798,11.890960362092024,11.890960362092024,141.39493833284368
NGC0100,NGC0100,structure_2014_z0,3.88,73.1,56.365657097207695,6.87,0.23,9.62,0.45999999999999996,2.1987229876113026,0.021499656444759818,0.26784373382954535,0.9228676901450252,4.461495665995075,18.882463652126674,5.3934128031767926e-06,0.004574542783309164,56.365657282838825,16.73434271716117,16.73434271716117,280.03822617540504
NGC0100,NGC0100,structure_2014_z0,4.34,76.1,55.843868956224725,6.87,0.23,9.62,0.45999999999999996,2.1810891922658793,0.01763379534542331,0.26784373382954535,0.936284278999529,4.4540448183443875,20.931324268565092,4.778435216018067e-06,0.004553944316470987,55.84386914190678,20.256130858093215,20.256130858093215,410.31083734019614
NGC0100,NGC0100,structure_2014_z0,4.79,77.8,55.34125766550666,6.87,0.23,9.62,0.4500000000000002,2.1666357964630696,0.014453395802809688,0.26784373382954535,0.9474680663156602,4.447709457467841,22.93279352442562,4.297881030636643e-06,0.004537273425389914,55.34125785150578,22.458742148494217,22.458742148494217,504.3950988925506
NGC0100,NGC0100,structure_2014_z0,5.24,79.0,54.778101463997444,6.87,0.23,9.62,0.4500000000000002,2.154314694445428,0.012321102017641472,0.26784373382954535,0.9550409272150536,4.43241351772559,24.927379607402138,3.903754600250174e-06,0.0045227949439821955,54.77810165071142,24.22189834928858,24.22189834928858,586.7003596432688
NGC0100,NGC0100,structure_2014_z0,5.7,78.5,53.48360496451226,6.87,0.23,9.62,0.45999999999999996,2.143458367090161,0.010856327355267315,0.26784373382954535,0.960278129879786,4.411915064340806,26.95686053699891,3.567697762668369e-06,0.00450953182128807,53.48360515462545,25.01639484537455,25.01639484537455,625.8200110596823
NGC0100,NGC0100,structure_2014_z0,6.16,79.8,52.07020261147444,6.87,0.23,9.62,0.45999999999999996,2.1340129407118495,0.00944542637831125,0.26784373382954535,0.9653498634909974,4.396214120303601,28.979119032338566,3.2839172878820164e-06,0.004497658334439514,52.07020280572115,27.729797194278845,27.729797194278845,768.941652435835
NGC0100,NGC0100,structure_2014_z0,7.16,83.4,49.460630808755354,6.87,0.23,9.62,1.0,2.1171772760110135,0.016835664700836084,0.26784373382954535,0.9390784144201813,4.209362289259561,33.188481321598125,2.7837471849129234e-06,0.004464485395202512,49.4606310102452,33.939368989754804,33.939368989754804,1151.88076742273
NGC0100,NGC0100,structure_2014_z0,7.52,84.6,48.679001633147735,6.87,0.23,9.62,0.35999999999999943,2.112087521856229,0.005089754154784298,0.26784373382954535,0.981176712937768,4.376944640846205,34.76418139230276,2.6434115406239726e-06,0.004458526077695663,48.67900183732668,35.920998162673314,35.920998162673314,1290.3181090027797
NGC0100,NGC0100,structure_2014_z0,7.98,86.1,47.76544462265583,6.87,0.23,9.62,0.46000000000000085,2.106178880801209,0.005908641055019981,0.26784373382954535,0.9781815121342273,4.339202895336056,36.76021472415735,2.482222525516118e-06,0.004450633185696011,47.765444830003794,38.3345551699962,38.3345551699962,1469.5381200814825
NGC0100,NGC0100,structure_2014_z0,8.44,87.5,47.0189855271251,6.87,0.23,9.62,0.4599999999999991,2.1008466313039076,0.0053322494973016,0.26784373382954535,0.9802887955483526,4.326560052385073,38.75043234825448,2.339161001233888e-06,0.004443255433847351,47.01898573706709,40.48101426293291,40.48101426293291,1638.7125157557775
NGC0100,NGC0100,structure_2014_z0,8.9,89.0,46.33471376840478,6.87,0.23,9.62,0.46000000000000085,2.0960100933978416,0.004836537906065974,0.26784373382954535,0.982104744222327,4.3146398304417,40.73516667025766,2.2113523126134064e-06,0.004436331320163015,46.33471398078373,42.66528601921627,42.66528601921627,1820.3266311015311
NGC0100,NGC0100,structure_2014_z0,9.35,90.4,45.752136562132264,6.87,0.23,9.62,0.4499999999999993,2.0916947325755846,0.0043153608222570305,0.26784373382954535,0.9840176088176751,4.305260906483507,42.67253407817524,2.0989092800612377e-06,0.004429988912917567,45.75213677660095,44.64786322339906,44.64786322339906,1993.43169041535
NGC0100,NGC0100,structure_2014_z0,9.62,91.2,45.579285865401616,6.87,0.23,9.62,0.2699999999999996,2.089281058337083,0.002413674238501695,0.26784373382954535,0.9910289802789906,4.325935984340381,43.84053679394714,2.0370147541501456e-06,0.004426746201774436,45.57928608036859,45.62071391963141,45.62071391963141,2081.2495385368516
