r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,v_baryon_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,projection_profile,a_struct_internal,a_struct_observed,a_total,struct_to_bar_ratio,sigma_flip_severity
0.35,20.9,9.81,59.706742193052136,48.76689450846752,6794.885714285713,3103.2578994214527,1821.698225207546,288.7491957282857,106.14886444136461,2.220927832242978,0.5283711328971914,0.4497244602888665,0.8139261579328786,67147.73089203867,3390.528752307406,10185.41446659312,0.4989824545803745,0.0
1.07,61.7,8.19,116.15814008001607,98.2917982336268,9029.23140186916,1094.1520785714288,1002.1132776252016,265.01055652103787,106.18036637350573,2.2325422488789206,0.5330168995515683,0.4531031996738678,0.8128051715543143,39800.02952557488,3580.7812213538664,12610.012623223025,0.3965765259502156,23.738639207247843
1.6,81.3,4.32,133.23258182674203,114.28088772843864,8162.575812499999,-1295.4346507980574,283.46078517496153,83.26682815321152,106.25052527372839,2.2413593872892164,0.5365437549156866,0.4556681853932266,0.8107390756637425,9576.578147004384,2931.749725137197,11094.325537637196,0.35916967786658427,181.74372836782635
3.7,124.0,3.41,156.29030698393774,144.2299608264524,5622.238270270269,-994.6668384902695,-406.7689903744994,-107.76326837886421,106.36095468230248,2.2505524065706446,0.5402209626282579,0.45834251827509664,0.8075977163944658,-1079.2729356690745,979.5617451712159,6601.800015441485,0.17422985261066265,191.03009653207573
5.09,156.0,7.02,140.46001330748422,154.52556325734588,4691.188546168959,-490.0045628297476,-709.5308096548818,-272.0013671679724,106.09413658932657,2.2692084603772935,0.5476833841509174,0.46376973392793996,0.8049401083912198,-4360.274834143296,-815.154098558223,3876.0344476107357,0.17376280883528236,164.23809878910816
6.61,166.0,6.34,128.6664203562912,166.54641455161982,4196.324992435703,-347.89097832585145,-534.530317054977,-270.86444966836183,105.26484034709222,2.29016304828672,0.5560652193146881,0.46986561404704585,0.802545963530092,-4410.034968748652,-1691.779194054186,2504.545798381517,0.40315733340572707,1.136917499610547
8.17,165.0,12.1,130.69049734123382,171.96749983645165,3619.6843329253365,-419.65701783048314,-391.5045384330998,-254.67985590863157,104.16420011366,2.2990648393595015,0.5596259357438006,0.4724552259954914,0.7993329312358588,-3412.97596107104,-1529.108311468905,2090.5760214564316,0.4224424482433026,16.184593759730262
9.11,174.0,4.84,129.4437679237351,169.32463524248328,3147.182447859496,-420.43218779853316,-331.91680349845194,-238.2935625561816,102.39266839150032,2.3061953737676673,0.562478149507067,0.4745295632778669,0.7963567715092562,-2689.194718989524,-1307.9191049073786,1839.2633429521172,0.41558413805877004,16.386293352449968
10.37,164.0,5.86,127.51253109491697,167.16574589311054,2694.733519768564,-279.5379453808835,-303.2369066958891,-222.8883534127197,99.66685448128958,2.3225445616618607,0.5690178246647444,0.4792856906652686,0.7943468901251258,-2189.196073737273,-1126.8024121280462,1567.9311076405177,0.4181498481619144,15.405209143461889
11.28,176.0,7.35,133.70741691693487,169.28614828154133,2540.5851063829787,-192.06588815650824,-259.4366974607294,-204.38093071370918,96.42260814173056,2.3359448597744916,0.5743779439097967,0.48318395920712487,0.7917445764983281,-1715.8836717390454,-955.6849877128509,1584.9001186701278,0.37616727946321626,18.507422699010533
13.62,174.0,3.28,131.29163494534825,167.92996754599818,2070.519383259912,-204.49149431303746,-211.92487548609535,-184.05473365171167,93.12013344474546,2.347700906646377,0.5790803626585509,0.48660390011530974,0.7882942974770139,-1331.4376281294922,-804.9178115548762,1265.601571705036,0.3887516427339985,20.326197061997505
15.04,168.0,2.23,129.68901927371547,163.23701847313924,1771.6970877659578,-200.65597165468438,-187.33496030335687,-167.0019766851351,89.05544155773627,2.363840809584099,0.5855363238336396,0.49129914460628343,0.7852458315275611,-1012.0446490364386,-653.3964414775173,1118.3006462884405,0.36879692696307653,17.052756966576567
16.37,166.0,2.23,126.98561916201498,157.67489368951544,1518.7154612095296,-182.87307792536302,-173.83686447186415,-153.61604001792563,84.06762885810693,2.383932951720507,0.5935731806882029,0.49714413140960206,0.7829847959162562,-798.8849211117317,-533.6606368991872,985.0548243103424,0.3513894804719847,13.385936667209478
17.59,167.0,4.59,124.00828429961088,151.53043027722188,1305.370739056282,-156.58836946719114,-153.4446029686022,-139.26967631090872,78.16884889909223,2.394778276127263,0.5979113104509052,0.5002991348733856,0.781301513667929,-622.6977783557929,-431.12090534774757,874.2498337085344,0.3302670210452446,14.346363707016906
18.8,167.0,5.3,122.45513325774691,146.28146704213765,1138.2057234042552,-124.5754089990447,-129.91931139733055,-121.5202680692677,71.2110724773852,2.399060025789782,0.5996240103159127,0.5015447347752093,0.7809479135264339,-467.3644028646671,-340.58552866103446,797.6201947432207,0.29923020211353224,17.74940824164102
20.13,165.0,3.48,121.16702397864155,141.09410831072998,988.9492001987086,-102.53018679672775,-106.88549704877964,-102.810879076133,63.22075781432831,2.398705203674407,0.5994820814697629,0.5014415137961912,0.7822890845216184,-334.38095698363327,-259.617471443582,729.3317287551265,0.26251851095224843,18.709388993134695
