r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,v_baryon_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,projection_profile,a_struct_internal,a_struct_observed,a_total,struct_to_bar_ratio,sigma_flip_severity
0.25,20.9,3.4,21.169397319741908,17.33139636613276,1201.5091999999997,474.01114250103944,527.1524042672075,231.82476092035373,104.83435218860058,2.242740846027365,0.5370963384109461,0.45607006429886987,0.8165026023800566,73105.88386781997,591.0643315243841,1792.5735315243837,0.49193491945328777,0.0
0.83,40.0,3.29,42.56376344238591,35.00630800298712,1476.4356626506026,628.5208439143267,357.31197371704866,197.6865619937428,104.51095766761698,2.252090540034977,0.5408362160139909,0.45878997528290244,0.8148354325226296,43866.4836343367,706.3040462402255,2182.7397088908283,0.47838457449085053,34.138198926610926
1.38,51.5,2.96,61.60742353167485,51.36339260601854,1911.7377536231888,585.2077499185928,152.77749234917877,126.97361510262138,103.19104070109836,2.2836541220246285,0.5534616488098515,0.4679721082253465,0.813728989829778,11709.180311361868,838.606184210988,2750.343937834177,0.4386617268093564,70.71294689112142
1.85,67.9,3.45,67.72494669583728,61.93297183245771,2073.3475675675672,-375.1910102497549,25.94127252839987,13.573967525294698,100.97537322216071,2.2947936219831453,0.5579174487932582,0.4712126900314605,0.8123982956671891,2194.282150050618,405.9326513264867,2479.280218894054,0.1957861082610106,113.39964757732668
2.68,80.2,2.93,59.53721041760139,61.77614183485401,1423.9894402985074,-548.6612643383099,-132.24168585587591,-99.55440058564085,98.32868803324006,2.299240533370262,0.5596962133481048,0.47250633698043987,0.809716167147828,-2674.145314310009,-101.34786406352822,1322.641576234979,0.07117178062941458,113.12836811093555
3.19,83.3,3.08,47.92420098753195,65.33506944972203,1338.141473354232,-160.16995660285534,-293.44652701897553,-173.15697691464302,94.15212028942541,2.3109724714174606,0.5643889885669843,0.4759192644123522,0.8080951677834155,-4462.084912071241,-618.1637177763769,719.9777555778551,0.4619569231546693,73.60257632900218
3.68,91.4,2.83,49.363637621764255,68.19718249312064,1263.819483695652,-162.3939480070522,-266.9140934173199,-188.01493701908055,90.48428942017401,2.340260425937586,0.5761041703750344,0.4844393966363887,0.8058000456096563,-4469.368348889992,-601.6540708552012,662.1654128404508,0.476060132492853,14.857960104437524
4.13,102.0,5.4,51.515020510598234,69.97198367918405,1185.491162227603,-220.816455896905,-200.90047070537847,-174.51440880920103,86.95907573104566,2.353430097247751,0.5813720388991005,0.4882705737448003,0.8024249594448698,-3611.2206785486887,-542.9252207730372,642.5659414545657,0.45797492049864874,13.50052820987952
5.23,105.0,4.21,49.136713386560494,69.42425584765024,921.5539770554492,-242.528842241477,-197.3439389232844,-160.86515286652082,82.45766100442393,2.385345027404239,0.5941380109616956,0.4975549170630513,0.7993319277283839,-2701.4332554982075,-459.90644312944676,461.64753392600244,0.49905535061434014,13.649255942680213
6.05,109.0,2.1,46.34771574734757,65.99247305564477,719.8357851239671,-218.59315077860273,-181.26112592379286,-150.39963569645403,76.17113117841906,2.4067187176256635,0.6026874870502654,0.5037727178547385,0.7980310358895707,-1924.5010853725817,-364.77615619885466,355.0596289251124,0.5067491277000552,10.46551717006679
6.81,108.0,2.1,43.617945536545186,62.639955300111765,576.176798825257,-142.38729769238506,-150.33549413282194,-132.31377467116064,69.15757568263483,2.417999652009752,0.6071998608039009,0.5070544442210188,0.7975549516191092,-1377.049684197477,-296.8045267505107,279.3722720747463,0.5151275222390994,18.085861025293383
7.56,109.0,2.1,43.83362434390947,61.778006604292436,504.83096560846565,-81.97988300959456,-117.30290012988338,-110.22766892486062,61.30782469029983,2.4231044204821672,0.6092417681928669,0.5085394677766305,0.7983332364196551,-946.4003163138023,-250.67929588320465,254.151669725261,0.49656085494094926,22.08610574630002
8.32,110.0,2.1,44.07238679989631,61.35031621760397,452.3871754807692,-66.18829694205029,-91.84898141198293,-91.84846929440089,54.49748431612726,2.4281984226327626,0.6112793690531051,0.5100213593113492,0.7995301756782849,-648.066491091197,-218.92860838465452,233.45856709611468,0.48394079286617864,18.379199630459738
9.09,111.0,2.33,44.14449480863512,60.56720647347044,403.5628712871287,-77.36587222678432,-81.63623331132601,-82.29649708756087,49.55909549186716,2.4349712479681704,0.6139884991872682,0.5119916357725587,0.800669311958351,-476.60107535284146,-189.18042663260576,214.38244465452294,0.46877559877902353,9.55197220684002
9.86,112.0,4.74,40.19292241552852,57.32175154337139,333.2437322515214,-91.32355718910043,-83.50496814722717,-79.84454115195106,46.8638388406412,2.448918630522629,0.6195674522090517,0.5160490561520376,0.8013704354712236,-402.5581561400694,-169.40285879303303,163.84087345848837,0.508345221224366,2.451955935609803
