r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,v_baryon_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,projection_profile,a_struct_internal,a_struct_observed,a_total,struct_to_bar_ratio,sigma_flip_severity
0.34,13.5,10.1,34.58110817798129,44.96548454092317,5946.749411764707,-6949.548647138639,-5904.961160809411,-81.90653598338592,109.7668658038447,2.294726894470192,0.5578907577880768,0.47119327839132863,0.8130043289303911,-22129.882608495715,-2429.5345799492807,3517.214831815426,0.40854833653202693,0.0
0.67,31.3,12.5,34.50996990591829,49.47501288529393,3653.3983582089554,-5526.223351158647,-4874.170139364876,-81.90653598338592,110.4604068489425,2.320698974682959,0.5682795898731836,0.47874879263504266,0.8034766210139044,-16353.432832737584,-1875.8789210337527,1777.5194371752027,0.513461368596384,0.0
1.0,35.3,13.4,33.091895719853134,47.95249732808501,2299.442,-3149.9365114724883,-3707.294121973979,-81.90653598338592,111.2690406732886,2.3493550948902975,0.579742037956119,0.4870851185135411,0.792500432765766,-9823.916694722398,-1204.368437666366,1095.073562333634,0.5237655212292225,0.0
1.34,50.5,9.38,31.474142498107515,45.47021882507275,1542.940895522388,-1795.5935399159662,-2459.1428280921873,-81.9065359833859,112.13976723183703,2.378747766309209,0.5914991065236836,0.4956357138354063,0.7808765666711203,-7156.431292617985,-803.6710104543452,739.2698850680429,0.5208696021905941,2.842170943040401e-14
1.68,61.0,10.1,29.370549676084266,42.56496799012071,1078.438392857143,-1115.1685601841543,-1448.8905484780198,-81.90653596179422,112.83549981289498,2.3930160866965777,0.5972064346786311,0.4997864979480954,0.7717790895758982,-5657.39210117693,-564.9686379313492,513.4697549257938,0.5238765994175697,2.1591674226328905e-08
2.01,66.5,11.9,27.71350102811762,39.99392078803977,795.777960199005,-708.7921777296781,-886.682144603934,-81.90649541363521,113.29081549728004,2.4008113196864476,0.600324527874579,0.5020542020906029,0.7659345130514378,-4695.562171689843,-413.66943321618083,382.1085269828241,0.5198302213757365,4.054815900644826e-05
2.34,74.4,11.6,26.268700154927306,37.800624333468356,610.6355555555556,-474.96195308781256,-577.9789228709175,-81.90259680691315,113.39562766014853,2.4066128396197586,0.6026451358479035,0.5037419169802935,0.7638810739511577,-4017.331522469249,-315.7446975087702,294.8908580467854,0.5170755201463924,0.003898606722060549
2.67,83.0,9.17,25.0426899521258,35.88522258534841,482.3030711610486,-338.89449210205896,-390.98815248866225,-81.83467266334034,113.09992479810847,2.40929796839997,0.6037191873599881,0.5045230453527186,0.7640998260951544,-3490.0139167918423,-247.42055429277045,234.88251686827815,0.5129980899710108,0.06792414357281018
3.01,86.4,7.66,23.6816938734153,33.97888314821427,383.5762458471761,-252.07743125088354,-273.90497349578226,-81.38908149550129,112.22782739713351,2.408422392941785,0.6033689571767141,0.5042683324921557,0.7661151984598767,-3044.550036487046,-197.25643697204134,186.31980887513475,0.5142561331877469,0.44559116783905495
3.35,83.6,8.18,22.4684918821008,32.27201419186599,310.89041791044775,-180.2147082728779,-196.58311999771965,-79.75206242282417,110.58205447643792,2.404549654897697,0.6018198619590788,0.5031417177884209,0.7697694980110823,-2630.6265524891614,-160.193961953424,150.69645595702374,0.5152746843409243,1.6370190726771199
