galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
UGC04278,0.14,5.23,4.427561405559499,5.31,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.8355161516218255,0.28927692971947927,0.7664399756226514,0.13755026239953808,0.4770575596567739,0.4770575596567739,8014255.075794188,6.001880999999999,1,4.427561405559499,0.15342994157562173,0.07319491350634749
UGC04278,0.42,15.4,11.342332211674986,7.78,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.8355161516218255,0.28927692971947927,0.7664399756226514,0.13755026239953808,0.4770575596567739,0.4770575596567739,8014255.075794188,6.001880999999999,1,11.342332211674986,0.2634849213198061,0.12569747357118377
UGC04278,0.69,24.4,17.989469141695093,4.0,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.8355161516218255,0.28927692971947927,0.7664399756226514,0.13755026239953808,0.4770575596567739,0.4770575596567739,8014255.075794188,6.001880999999999,1,17.989469141695093,0.26272667452069287,0.12533574620358126
UGC04278,0.97,32.1,24.06953676330311,4.0,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.7778703866414944,0.2723966903243602,0.7529713617879039,0.14888148791130426,0.4942235627197485,0.4942235627197485,11831350.507583905,8.376725999999998,1,24.06953676330311,0.2501701942896228,0.12364000470810906
UGC04278,1.25,34.6,28.4357873110628,4.0,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.7191765168433393,0.2552095374856935,0.739257864065252,0.16041873570510257,0.5117016749293227,0.5117016749293227,15717847.674497072,10.794749999999997,1,28.4357873110628,0.1781564360964509,0.09116294674999277
UGC04278,1.52,37.9,30.751463379813327,4.0,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.6625788566808324,0.23863621153412207,0.7260341341184089,0.17154393893483666,0.5285555688456978,0.5285555688456978,19465541.37116334,13.126415999999995,2,30.751463379813327,0.18861574195743197,0.0996939007835638
UGC04278,1.8,40.5,32.047341543410425,4.0,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.603884986882677,0.2214490586954554,0.7123206363957569,0.183081186728635,0.546033681055272,0.546033681055272,23352038.53807651,15.544439999999994,2,32.047341543410425,0.20870761621208825,0.1139613879445575
UGC04278,2.07,43.0,32.20996740141163,4.0,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.5472873267201703,0.20487573274388396,0.699096906448914,0.19420638995836906,0.5628875749716471,0.5628875749716471,27099732.234742776,17.876105999999993,2,32.20996740141163,0.25093099066484575,0.14124593682056805
UGC04278,2.35,45.1,32.03655724324947,4.0,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.5224401641822536,0.18145364668681746,0.6593687689839137,0.19278058851262628,0.5610844448569426,0.5610844448569426,28005945.948321264,20.240681119133566,2,32.03655724324947,0.2896550500388145,0.16252094295103817
UGC04278,2.63,45.6,31.787168794971343,4.0,7.78,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC04278_structure_enriched.csv,2.498208396321796,0.15791819820759828,0.6191676380690526,0.19111909526252818,0.5589307466999787,0.5589307466999787,28857972.69002093,22.604284440433204,2,31.787168794971343,0.30291296502255827,0.169307369725163
