galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
IC4202,0.77,35.1,135.41353846643253,3.96,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.2084095623130016,0.0434347636560557,0.516207405831753,0.10727860411178347,0.5,0.5,491519152.1122285,51.010212,1,135.41353846643253,2.8579355688442316,1.4289677844221158
IC4202,1.59,77.9,181.3490504524355,3.95,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.2084095623130016,0.0434347636560557,0.516207405831753,0.10727860411178347,0.5,0.5,491519152.1122285,51.010212,1,181.3490504524355,1.3279724063213798,0.6639862031606899
IC4202,2.36,115.0,186.30282982284513,6.7,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.2084095623130016,0.0434347636560557,0.516207405831753,0.10727860411178347,0.5,0.5,491519152.1122285,51.010212,1,186.30282982284513,0.620024607155175,0.3100123035775875
IC4202,3.13,156.0,188.001365154618,3.16,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.2084095623130016,0.0434347636560557,0.516207405831753,0.10727860411178347,0.5,0.5,491519152.1122285,51.010212,1,188.001365154618,0.20513695611934607,0.10256847805967303
IC4202,3.95,192.0,196.11701252058683,3.14,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.201495630207594,0.04070121110463225,0.4964599711122649,0.1057924991178329,0.4963792603042352,0.4963792603042352,551809073.3117437,60.83584435937501,1,196.11701252058683,0.021442773544723053,0.010643748071000853
IC4202,4.73,204.0,204.51862726900941,2.9,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.194878615431867,0.038085050380570536,0.47756058573655863,0.10437021458374524,0.4929140124972455,0.4929140124972455,609509856.7910342,70.23951704687501,1,204.51862726900941,0.0025422905343598736,0.0012531306282250916
IC4202,5.5,209.0,206.54727788087646,3.36,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1883464341789054,0.03550243017861219,0.4589035001733614,0.10296616446676127,0.48949319094419164,0.48949319094419164,666470886.6359749,79.522629828125,1,206.54727788087646,0.011735512531691557,0.005744453476503249
IC4202,6.27,220.0,207.24817610777666,3.25,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.181814252925944,0.032919809976653835,0.44024641461016417,0.1015621143497773,0.48607236939113774,0.48607236939113774,723431916.4809155,88.805742609375,2,207.24817610777666,0.057962835873742465,0.028174132969779636
IC4202,7.08,231.0,213.0514801638327,3.49,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1749427375819197,0.030203027686282063,0.4206201297969307,0.10008512656437857,0.48247384282234074,0.48247384282234074,783351960.8632559,98.57109501562502,2,213.0514801638327,0.07769922006998828,0.037487841291465984
IC4202,7.86,235.0,222.65660376463126,4.65,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1683257228061925,0.027586866962220354,0.4017207444212244,0.09866284203029091,0.4790085950153511,0.4790085950153511,841052744.3425465,107.97476770312502,2,222.65660376463126,0.05252509036327125,0.02515996973796492
IC4202,8.66,245.0,231.89626344553292,6.0,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1641657538318912,0.02541838927111135,0.38323035030386876,0.09607187057240583,0.47194494405755355,0.47194494405755355,891560552.7982229,116.69954285714287,2,231.89626344553292,0.0534846389978248,0.025241804959766873
IC4202,9.45,246.0,238.70599762050387,5.57,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1625876170126483,0.023772795731010328,0.36583171893753325,0.0924228274464586,0.46158947985361654,0.46158947985361654,933084396.0577203,124.42917371428571,2,238.70599762050387,0.029650416176813556,0.013686320180498627
IC4202,10.24,239.0,242.98477832983693,6.95,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.161009480193406,0.0221272021909093,0.34843308757119773,0.08877378432051138,0.45123401564967947,0.45123401564967947,974608239.3172177,132.1588045714286,2,242.98477832983693,0.016672712677141956,0.007523295093080083
IC4202,11.02,240.0,244.92552521123642,7.16,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.159451319789597,0.020502438948784237,0.3312546920449424,0.08517093161387994,0.44100963327110876,0.44100963327110876,1015606464.3076074,139.790592,3,244.92552521123642,0.02052302171348508,0.009050850279479057
IC4202,11.79,240.0,245.14606523458622,4.85,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.157913135801221,0.01889850600463514,0.3142965323587673,0.08161426932656429,0.4309163327179043,0.4309163327179043,1056079071.0288897,147.324536,3,245.14606523458622,0.021441938477442572,0.009239681495062478
IC4202,12.47,246.0,244.03631266678326,7.68,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1565547395517464,0.017482045742269695,0.29932049523331394,0.07847332081309072,0.4220027685929964,0.4220027685929964,1091821113.328204,153.97788914285715,3,244.03631266678326,0.00798246883421439,0.003368623948245781
IC4202,13.34,241.0,241.6927334447604,6.21,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1526196024560744,0.01997596381800662,0.3197008768584614,0.08115707541135733,0.42902400951789926,0.42902400951789926,1090311042.1833835,164.59760082793017,3,241.6927334447604,0.0028744126338605502,0.0012331920331877587
IC4202,14.11,250.0,239.12264008244807,5.62,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1479191091335292,0.02456967307895499,0.3596520494682412,0.0872467443962471,0.445449451008551,0.445449451008551,1062795008.4765772,175.16452934663337,3,239.12264008244807,0.04350943967020771,0.019381256014783695
IC4202,14.59,242.0,237.50460648164278,5.1,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1449889314779167,0.02743328404681891,0.3845566765496624,0.09104290168552905,0.45568868726246375,0.45568868726246375,1045642156.2957109,181.75170556608472,3,237.50460648164278,0.01857600627420338,0.00846487591367103
IC4202,14.98,244.0,236.18659000883179,7.41,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1426081621327313,0.029759967958208344,0.4047916860533171,0.09412727948307062,0.4640080667187679,0.4640080667187679,1031705463.898757,187.10378624438897,4,236.18659000883179,0.0320221720949517,0.014858546165914215
IC4202,15.75,248.0,233.40705280689355,5.08,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.137907668810186,0.03435367721915671,0.44474285866309693,0.10021694846796039,0.4804335082094196,0.4804335082094196,1004189430.1919508,197.67071476309218,4,233.40705280689355,0.058842529004461505,0.02826992264152797
