galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC4010,0.87,39.3,32.75,6.6,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.443643609199384,0.13180592909822142,0.5743201541185028,0.1648975988353343,0.5,0.5,42336675.24599494,57.120706999999996,1,32.75,0.1666666666666666,0.0833333333333333
NGC4010,1.74,54.6,63.957868945111045,5.6,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.443643609199384,0.13180592909822142,0.5743201541185028,0.1648975988353343,0.5,0.5,42336675.24599494,57.120706999999996,1,63.957868945111045,0.17138954111924987,0.08569477055962493
NGC4010,2.61,65.5,84.18683982666175,6.7,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.4275927439080536,0.127651790422667,0.5652697055510634,0.16746605057408487,0.5036599443632607,0.5036599443632607,48395897.748596564,68.09375496561604,1,84.18683982666175,0.2852952645291871,0.1436917970598721
NGC4010,3.5,83.9,95.08020719371618,5.2,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.393980343650914,0.11895253531385892,0.5463170014921901,0.17284469068582137,0.5113242984416184,0.5113242984416184,61084622.51875055,91.07260835243552,1,95.08020719371618,0.13325634319089597,0.06813720619498041
NGC4010,4.37,94.3,99.52326813363797,6.3,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.3611232782310134,0.11044876908390047,0.5277902008953141,0.17810246248044018,0.5188164198440579,0.5188164198440579,73488207.40642917,113.53508301146132,2,99.52326813363797,0.055389905977072884,0.028737192714523938
NGC4010,5.24,104.0,100.64390542899257,5.7,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.328266212811113,0.10194500285394201,0.509263400298438,0.183360234275059,0.5263085412464975,0.5263085412464975,85891792.2941078,135.9975576704871,2,100.64390542899257,0.03227014010584069,0.01698405036492511
NGC4010,6.11,115.0,101.9057628399886,5.1,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.3039015437983874,0.09343513636126478,0.4867988689315874,0.18298793326424978,0.5257393950968964,0.5257393950968964,91980631.05451424,158.62782371018653,2,101.9057628399886,0.1138629318261861,0.05986222890225824
NGC4010,6.98,127.0,103.40600466123811,5.1,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.2880292711928374,0.08491916960586879,0.4603966067947623,0.1769855594480126,0.5171089813952545,0.5171089813952545,91754723.68764852,181.4258811305596,2,103.40600466123811,0.1857794908563928,0.09606824328087829
NGC4010,7.85,129.0,104.68091755425151,5.1,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.272156998587287,0.0764032028504728,0.4339943446579372,0.17098318563177545,0.5084785676936127,0.5084785676936127,91528816.32078281,204.22393855093262,3,104.68091755425151,0.18852001895929063,0.0958583892219928
NGC4010,8.72,127.0,103.32310196659797,5.1,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.256284725981737,0.06788723609507681,0.407592082521112,0.16498081181553825,0.49984815399197075,0.49984815399197075,91302908.95391709,227.0219959713057,3,103.32310196659797,0.18643226797954351,0.09318782499411123
NGC4010,9.6,124.0,99.93100469824168,5.1,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.2482573697214585,0.06358031037970413,0.39423921431398207,0.16194512850617693,0.49548334706240477,0.49548334706240477,91188656.95228384,238.5520480000001,3,99.93100469824168,0.1941048008206316,0.09617569639148796
NGC4010,10.47,122.0,96.31905989989728,3.9,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.2482573697214585,0.06358031037970413,0.39423921431398207,0.16194512850617693,0.49548334706240477,0.49548334706240477,91188656.95228384,238.5520480000001,3,96.31905989989728,0.21049950901723538,0.10429900128285265
