galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC4183,0.87,47.1,39.23971967280092,8.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.379616379005274,0.06638457851437662,0.5264876072102396,0.09706118647541946,0.47128828254472804,0.47128828254472804,20157264.172208067,91.6083,1,39.23971967280092,0.16688493263692308,0.07865091328504811
NGC4183,1.74,65.9,49.12124591253768,6.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.379616379005274,0.06638457851437662,0.5264876072102396,0.09706118647541946,0.47128828254472804,0.47128828254472804,20157264.172208067,91.6083,1,49.12124591253768,0.25460931847439033,0.11999438842367911
NGC4183,2.61,76.1,58.009813824903794,5.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.379616379005274,0.06638457851437662,0.5264876072102396,0.09706118647541946,0.47128828254472804,0.47128828254472804,20157264.172208067,91.6083,1,58.009813824903794,0.23771598127590277,0.11203275654895495
NGC4183,3.5,85.7,61.092308026461076,5.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.3647327028033245,0.0686774209563132,0.5344521031929943,0.09971268342561951,0.4777255593245088,0.4777255593245088,27936608.44166375,109.33057527133757,1,61.092308026461076,0.28713759595728033,0.13717296863178655
NGC4183,4.37,96.6,67.8220355046942,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.350018159285488,0.0709442083705005,0.5423260935395814,0.1023340497286582,0.48408968523179197,0.48408968523179197,35627551.0716938,126.85146105095538,1,67.8220355046942,0.2979085351480931,0.14421444900770464
NGC4183,5.24,99.3,72.29271747555214,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.3353036157676517,0.0732109957846878,0.5502000838861685,0.10495541603169689,0.49045381113907516,0.49045381113907516,43318493.70172385,144.3723468305732,2,72.29271747555214,0.27197666187762193,0.13339199035876328
NGC4183,6.11,103.0,76.5028267451602,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.3205890722498155,0.0754777831988751,0.5580740742327556,0.10757678233473557,0.4968179370463584,0.4968179370463584,51009436.33175391,161.89323261019103,2,76.5028267451602,0.25725410927028924,0.12780845586436357
NGC4183,6.98,107.0,80.57107421401305,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.3037168301497286,0.07448810885460344,0.5540593026955553,0.11093512190140938,0.5043297655145186,0.5043297655145186,53830391.50627166,193.2755750365239,2,80.57107421401305,0.24699930641109297,0.12456910228455524
NGC4183,7.85,111.0,84.3596692738894,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.2846868894673915,0.07024197275187283,0.5381557692745679,0.1150304347317183,0.5129892965435559,0.5129892965435559,51781359.22527714,238.5193741095717,2,84.3596692738894,0.24000297951450997,0.12311895962950592
NGC4183,8.72,114.0,87.84098929315404,6.1,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.2656569487850544,0.0659958366491422,0.5222522358535803,0.11912574756202722,0.5216488275725931,0.5216488275725931,49732326.94428262,283.7631731826196,3,87.84098929315404,0.22946500620040317,0.11970015145337812
