_Glon,_Glat,_RAJ2000,_DEJ2000,_RAB1950,_DEB1950,_Elon2000,_Elat2000,recno,Name,Band,RAJ2000,DEJ2000,PA,h,e_h,z0,e_z0,S0,e_S0,gradz0,mag,B/T,Type,RV,AName,NED,preferred_name,catalog_name_normalized,z0_over_h,h_over_z0,thickness_flag
187.32976332,+46.28961200,141.99984694,+36.53794889,141.23066185,+36.75608729,132.51172464,+20.45441643,4326,EON_142.000_36.538,r,141.999847,36.537949,38.88,5.81,0.19,1.76,0.25,22.29,0.16,-0.029,16.35,0.16,SB,20658.0,PGC090918,NED,PGC90918,PGC90918,0.3029259896729776,3.3011363636363633,thick_like
148.57242753,+40.63863202,142.04766806,+64.93443306,141.03515912,+65.15233389,119.13347114,+46.67186629,4329,EON_142.048_64.934,r,142.047668,64.934433,167.85,18.53,0.84,2.49,0.21,23.32,0.1,-0.007,15.28,0.04,SD,5208.0,UGC05033,NED,UGC05033,UGC05033,0.13437668645439826,7.4417670682730925,intermediate
172.28662006,+45.83409396,142.07952889,+46.97018111,141.25329004,+47.18846659,128.54974481,+30.25592518,4332,EON_142.080_46.970,r,142.079529,46.970181,46.65,5.13,0.4,1.59,0.2,22.25,0.22,-0.03,16.85,0.18,SB,8352.0,PGC2290194,NED,PGC2290194,PGC2290194,0.3099415204678363,3.2264150943396226,thick_like
163.55332911,+44.65263295,142.17382806,+53.22806194,141.30168835,+53.44655875,125.80653727,+36.07850911,4335,EON_142.174_53.228,r,142.173828,53.228062,96.66,3.42,0.25,1.44,0.14,21.02,0.27,0.034,16.02,0.43,SA,23023.0,PGC2435149,NED,PGC2435149,PGC2435149,0.42105263157894735,2.375,thick_like
179.93540118,+46.43523515,142.19778389,+41.63866389,141.40356472,+41.85735664,130.78060380,+25.30203208,4338,EON_142.198_41.639,r,142.197784,41.638664,55.06,5.19,0.11,1.59,0.1,22.01,0.21,-0.059,16.66,0.09,SC,14129.0,PGC2184320,NED,PGC2184320,PGC2184320,0.3063583815028902,3.2641509433962264,thick_like
151.69183396,+41.74436256,142.20532194,+62.34081611,141.23423766,+62.55925525,120.88312420,+44.38490208,4341,EON_142.205_62.341,r,142.205322,62.340816,86.92,4.99,0.11,2.5,0.34,21.47,0.14,0.215,16.07,0.12,SC,,PGC2634952,NED,PGC2634952,PGC2634952,0.501002004008016,1.996,thick_like
165.83178722,+45.06876961,142.20665000,+51.56047111,141.34824202,+51.77908806,126.61635041,+34.54728309,4344,EON_142.207_51.560,r,142.20665,51.560471,160.4,18.74,0.32,5.17,0.43,23.05,0.1,0.01,15.07,0.05,SC,505.0,UGC05047,NED,UGC05047,UGC05047,0.27588046958377804,3.624758220502901,thick_like
169.05933092,+45.56003116,142.23080389,+49.23848000,141.38980535,+49.45719691,127.68294274,+32.40238701,4347,EON_142.231_49.238,r,142.230804,49.23848,156.63,12.19,0.04,4.04,0.24,21.0,0.1,0.038,13.89,0.09,SD,2731.0,UGC05049,NED,UGC05049,UGC05049,0.3314191960623462,3.017326732673267,thick_like
222.06804839,+39.67234867,142.24456806,+10.50543389,141.57176246,+10.72447649,141.20679058,-04.13977805,4350,EON_142.245_10.505,r,142.244568,10.505434,113.54,3.86,0.16,1.53,0.12,20.57,0.26,0.053,16.34,0.11,SC,15517.0,PGC1380477,NED,PGC1380477,PGC1380477,0.3963730569948187,2.522875816993464,thick_like
156.72903932,+43.20332404,142.26017806,+58.35018500,141.33917061,+58.56886564,123.23429547,+40.78865672,4353,EON_142.260_58.350,r,142.260178,58.350185,134.68,7.49,0.15,1.62,0.12,22.19,0.16,0.021,15.59,0.24,SB,15406.0,PGC2577638,NED,PGC2577638,PGC2577638,0.2162883845126836,4.6234567901234565,thick_like
161.56053537,+44.33270300,142.28663611,+54.68360500,141.40235793,+54.90242173,125.16955921,+37.44329077,4356,EON_142.287_54.684,r,142.286636,54.683605,8.25,8.63,0.28,1.59,0.15,22.25,0.22,0.062,15.71,0.2,SB,13514.0,PGC090920,NED,PGC90920,PGC90920,0.18424101969872536,5.427672955974843,intermediate
174.97199908,+46.22169638,142.28817694,+45.07145694,141.47467458,+45.29038973,129.49098644,+28.53727549,4359,EON_142.288_45.071,r,142.288177,45.071457,29.27,3.4,0.11,0.82,0.06,21.4,0.25,-0.052,17.45,0.07,SD,15018.0,SDSSJ092909.18+450417.6,NED,SDSSJ092909.18+450417.6,,0.2411764705882353,4.146341463414634,thick_like
200.25416783,+45.46594202,142.36891194,+27.51800500,141.63861085,+27.73731745,135.90152945,+12.03482965,4362,EON_142.369_27.518,r,142.368912,27.518005,73.28,3.05,0.05,1.38,0.24,20.02,0.28,0.129,15.45,0.32,SB,14162.0,PGC1810493,NED,PGC1810493,PGC1810493,0.4524590163934426,2.210144927536232,thick_like
189.05627144,+46.53324342,142.38136306,+35.36282000,141.61864494,+35.58211470,133.23936638,+19.45016901,4365,EON_142.381_35.363,r,142.381363,35.36282,150.69,5.4,0.08,2.7,0.25,20.8,0.1,0.062,15.06,0.3,SA,13485.0,PGC026924,NED,PGC26924,PGC26924,0.5,2.0,thick_like
188.08516177,+46.64480328,142.47128306,+36.03549611,141.70575343,+36.25505470,133.07298130,+20.10843336,4368,EON_142.471_36.035,r,142.471283,36.035496,128.99,2.06,0.87,0.97,0.15,20.3,0.47,-0.06,17.73,0.07,SB,21665.0,SDSSJ092953.10+360207.7,NED,SDSSJ092953.10+360207.7,,0.47087378640776695,2.1237113402061856,thick_like
234.29145900,+34.27152990,142.53572111,-00.63597306,141.89666197,-00.41599875,145.10278093,-14.60319797,4371,EON_142.536_-0.636,r,142.535721,-0.635973,178.9,8.83,0.4,1.53,0.14,22.6,0.13,0.072,15.88,0.05,SD,21202.0,PGC154057,NED,PGC154057,PGC154057,0.17327293318233294,5.771241830065359,intermediate
225.21955528,+38.72560633,142.54258694,+07.90283694,141.87795338,+08.12278454,142.31446076,-06.51545928,4374,EON_142.543_7.903,r,142.542587,7.902837,171.37,10.15,0.05,4.94,0.42,20.7,0.09,0.156,13.36,0.28,SC,2045.0,IC0540,NED,IC00540,IC00540,0.48669950738916257,2.054655870445344,thick_like
231.96447358,+35.58982526,142.58808889,+01.68225500,141.94213355,+01.90237233,144.37922192,-12.39367712,4377,EON_142.588_1.682,r,142.588089,1.682255,68.55,5.4,0.14,1.79,0.19,21.28,0.18,0.06,15.53,0.3,SB,17307.0,PGC154060,NED,PGC154060,PGC154060,0.3314814814814815,3.016759776536313,thick_like
207.15225288,+44.44633306,142.59481806,+22.53713389,141.88308326,+22.75715225,137.71667682,+07.38168161,4380,EON_142.595_22.537,r,142.594818,22.537134,146.33,3.43,0.09,0.72,0.11,22.16,0.31,0.031,17.69,0.1,SB,21676.0,2MASXJ09302276+2232130,NED,2MASXJ09302276+2232130,,0.20991253644314867,4.763888888888889,thick_like
230.05994541,+36.79382217,142.79089389,+03.62409889,142.13920036,+03.84480723,143.93526648,-10.49039705,4383,EON_142.791_3.624,r,142.790894,3.624099,12.56,3.68,0.1,2.0,0.31,21.15,0.24,0.142,16.16,0.27,SB,17799.0,PGC1255726,NED,PGC1255726,PGC1255726,0.5434782608695652,1.84,thick_like
234.24334985,+34.61376932,142.79727194,-00.41169889,142.15753851,-00.19094963,145.28241084,-14.30580004,4386,EON_142.797_-0.412,r,142.797272,-0.411699,42.08,2.93,0.06,0.99,0.15,21.57,0.24,-0.115,17.63,0.07,SC,22893.0,SDSSJ093111.34-002442.0,NED,SDSSJ093111.34-002442.0,,0.3378839590443686,2.95959595959596,thick_like
195.74302927,+46.54217754,142.95999111,+30.79012306,142.21816975,+31.01117132,135.30739162,+15.29671337,4389,EON_142.960_30.790,r,142.959991,30.790123,110.35,3.98,0.1,1.99,0.24,20.43,0.21,0.112,15.49,0.24,SB,18610.0,PGC1918112,NED,PGC1918112,PGC1918112,0.5,2.0,thick_like
224.85948228,+39.37505904,142.98478694,+08.45817389,142.31871889,+08.67942849,142.55385467,-05.84962511,4392,EON_142.985_8.458,r,142.984787,8.458174,89.27,4.27,0.13,0.99,0.15,22.46,0.16,0.304,17.46,0.07,SD,22912.0,SDSSJ093156.34+082729.4,NED,SDSSJ093156.34+082729.4,,0.23185011709601874,4.313131313131313,thick_like
170.16168565,+46.22084462,143.00291389,+48.36285000,142.17136049,+48.58387974,128.62548056,+31.77970919,4395,EON_143.003_48.363,r,143.002914,48.36285,51.56,8.43,0.23,2.57,0.22,21.36,0.14,-0.011,14.79,0.19,SB,15493.0,PGC027072,NED,PGC27072,PGC27072,0.30486358244365364,3.280155642023346,thick_like
220.42530465,+41.11212384,143.00329611,+12.26180694,142.32564217,+12.48309506,141.35646989,-02.23827694,4398,EON_143.003_12.262,r,143.003296,12.261807,170.3,10.15,1.94,1.63,0.14,22.79,0.28,0.017,16.51,0.05,SD,5896.0,PGC090923,NED,PGC90923,PGC90923,0.16059113300492608,6.226993865030676,intermediate
207.13213800,+44.85362413,143.01356500,+22.66613611,142.30205398,+22.88739432,138.04456872,+07.62746972,4401,EON_143.014_22.666,r,143.013565,22.666136,8.39,3.17,0.04,1.34,0.12,20.79,0.14,0.072,16.56,0.12,SC,24967.0,PGC1674011,NED,PGC1674011,PGC1674011,0.42271293375394325,2.3656716417910446,thick_like
185.64035135,+47.27693473,143.19529694,+37.72311389,142.42402296,+37.94480577,133.04261352,+21.89241379,4404,EON_143.195_37.723,r,143.195297,37.723114,168.79,5.87,0.06,0.97,0.14,22.77,0.27,0.096,17.08,0.08,SB,31223.0,PGC090924,NED,PGC90924,PGC90924,0.16524701873935263,6.051546391752578,intermediate
224.31845304,+39.83684975,143.19801306,+09.04348194,142.53030938,+09.26536037,142.56657028,-05.22766211,4407,EON_143.198_9.043,r,143.198013,9.043482,105.89,4.25,0.09,0.99,0.11,22.13,0.19,-0.081,17.32,0.05,SD,23007.0,SDSSJ093247.52+090236.5,NED,SDSSJ093247.52+090236.5,,0.23294117647058823,4.292929292929293,thick_like
161.45496952,+44.91340192,143.28561389,+54.59090000,142.40759919,+54.81268971,125.88448999,+37.58920476,4410,EON_143.286_54.591,r,143.285614,54.5909,113.77,4.52,0.1,1.1,0.12,22.45,0.25,0.149,17.78,0.04,SD,,,NED,NED,,0.24336283185840712,4.1090909090909085,thick_like
188.02795401,+47.32147964,143.30532806,+36.10575500,142.54182697,+36.32778213,133.72392647,+20.40249766,4413,EON_143.305_36.106,r,143.305328,36.105755,57.45,5.07,0.23,2.11,0.19,21.04,0.19,0.11,15.6,0.21,SB,23200.0,PGC090926,NED,PGC90926,PGC90926,0.4161735700197238,2.402843601895735,thick_like
164.19587298,+45.48385265,143.31442306,+52.57722889,142.45345647,+52.79912905,126.90251050,+35.74840052,4416,EON_143.314_52.577,r,143.314423,52.577229,6.59,4.49,0.47,2.21,0.3,22.11,0.39,0.21,16.51,0.2,SB,14141.0,PGC2418443,NED,PGC2418443,PGC2418443,0.4922048997772828,2.0316742081447967,thick_like
205.35102284,+45.50847905,143.33122306,+24.05171389,142.61540565,+24.27389699,137.87297453,+09.03318590,4419,EON_143.331_24.052,r,143.331223,24.051714,140.06,4.08,0.32,0.75,0.12,22.14,0.17,-0.051,17.46,0.06,SD,21230.0,PGC1698747,NED,PGC1698747,PGC1698747,0.1838235294117647,5.44,intermediate
162.40873210,+45.15946019,143.35920694,+53.87470194,142.48778340,+54.09671731,126.29480692,+36.95032074,4422,EON_143.359_53.875,r,143.359207,53.874702,123.46,5.72,0.09,1.37,0.08,21.72,0.19,0.022,16.32,0.07,SD,22644.0,PGC2453344,NED,PGC2453344,PGC2453344,0.23951048951048953,4.175182481751825,thick_like
157.03282253,+43.92375466,143.40350306,+57.89965389,142.49443687,+58.12174200,124.20632486,+40.63186871,4425,EON_143.404_57.900,r,143.403503,57.899654,136.16,4.8,0.4,1.3,0.09,21.38,0.32,-0.082,16.88,0.07,SD,14013.0,PGC2572275,NED,PGC2572275,PGC2572275,0.27083333333333337,3.692307692307692,thick_like
181.06702102,+47.40967872,143.44107111,+40.81857694,142.65537482,+41.04096496,132.06455923,+24.86097535,4428,EON_143.441_40.819,r,143.441071,40.818577,3.22,3.54,0.02,1.36,0.08,21.02,0.13,0.029,16.57,0.11,SC,13862.0,PGC2171403,NED,PGC2171403,PGC2171403,0.384180790960452,2.602941176470588,thick_like
144.72593432,+39.83232423,143.52626000,+67.92148611,142.47044966,+68.14371581,117.78612167,+49.58095484,4431,EON_143.526_67.921,r,143.52626,67.921486,167.89,5.66,0.13,2.51,0.31,21.91,0.18,0.01,16.49,0.08,SC,,PGC2708425,NED,PGC2708425,PGC2708425,0.4434628975265017,2.254980079681275,thick_like
170.43541554,+46.64533964,143.57722500,+48.09935000,142.74992297,+48.32206950,129.15860989,+31.67886075,4434,EON_143.577_48.099,r,143.577225,48.09935,70.54,5.85,0.05,2.24,0.18,21.08,0.11,0.06,15.48,0.12,SC,15767.0,PGC2310459,NED,PGC2310459,PGC2310459,0.382905982905983,2.6116071428571423,thick_like
230.71059955,+37.48263585,143.65119889,+03.54496889,142.99994891,+03.76819917,144.78719634,-10.28714713,4437,EON_143.651_3.545,r,143.651199,3.544969,67.37,4.05,0.08,1.79,0.22,20.92,0.21,0.168,16.2,0.09,SD,17864.0,PGC1254239,NED,PGC1254239,PGC1254239,0.4419753086419753,2.2625698324022343,thick_like
201.00830903,+46.52797920,143.65971389,+27.22077389,142.93311324,+27.44389557,137.10895177,+12.12619559,4440,EON_143.660_27.221,r,143.659714,27.220774,154.36,3.94,0.12,1.36,0.1,20.33,0.23,0.067,15.69,0.23,SB,12946.0,PGC1801374,NED,PGC1801374,PGC1801374,0.3451776649746193,2.8970588235294117,thick_like
155.02255071,+43.58065070,143.78694194,+59.37829194,142.86426842,+59.60147670,123.60670500,+42.05438394,4443,EON_143.787_59.378,r,143.786942,59.378292,73.93,9.22,0.4,1.48,0.13,22.64,0.21,-0.068,16.01,0.06,SD,13910.0,PGC090928,NED,PGC90928,PGC90928,0.16052060737527113,6.22972972972973,intermediate
161.22204066,+45.16668830,143.78775000,+54.67316389,142.91177309,+54.89642072,126.17839302,+37.78193954,4446,EON_143.788_54.673,r,143.78775,54.673164,139.11,5.54,0.03,1.79,0.15,21.66,0.16,-0.033,16.15,0.14,SC,14132.0,PGC2476638,NED,PGC2476638,PGC2476638,0.3231046931407942,3.094972067039106,thick_like
160.00238251,+44.97180729,143.92883306,+55.55261611,143.04580167,+55.77627064,125.81463367,+38.61754289,4449,EON_143.929_55.553,r,143.928833,55.552616,131.91,3.82,0.61,1.18,0.19,22.01,0.35,-0.125,17.53,0.11,SC,30845.0,2MASXJ09354283+5533090,NED,2MASXJ09354283+5533090,,0.3089005235602094,3.2372881355932206,thick_like
205.10058358,+46.13122158,143.94282500,+24.37904389,143.22693545,+24.60300277,138.29990999,+09.52383374,4452,EON_143.943_24.379,r,143.942825,24.379044,80.42,6.33,0.14,2.44,0.3,20.94,0.18,0.121,14.82,0.27,SB,7304.0,PGC027283,NED,PGC27283,PGC27283,0.38546603475513425,2.5942622950819674,thick_like
207.12477717,+45.76247600,143.95886194,+22.92418889,143.24801168,+23.14820265,138.79319705,+08.15297873,4455,EON_143.959_22.924,r,143.958862,22.924189,162.46,5.98,0.09,0.98,0.11,22.85,0.2,-0.09,17.57,0.04,SD,7657.0,PGC090930,NED,PGC90930,PGC90930,0.16387959866220733,6.102040816326531,intermediate
233.73337177,+36.30646520,143.97190889,+00.87595111,143.32843732,+01.10012255,145.98862423,-12.70385392,4458,EON_143.972_0.876,r,143.971909,0.875951,151.45,5.94,0.21,1.92,0.19,21.89,0.15,0.01,15.78,0.22,SB,18227.0,PGC1177887,NED,PGC1177887,PGC1177887,0.3232323232323232,3.0937500000000004,thick_like
154.61094947,+43.56319389,143.97586111,+59.66122389,143.05123163,+59.88495244,123.55758718,+42.35087906,4461,EON_143.976_59.661,r,143.975861,59.661224,59.7,12.82,0.33,0.9,0.1,23.79,0.26,-0.128,17.28,0.04,SD,14103.0,SDSSJ093554.11+593940.0,NED,SDSSJ093554.11+593940.0,,0.07020280811232449,14.244444444444444,thin_like
223.23562010,+41.18541221,144.02548194,+10.39666694,143.35428238,+10.62094232,142.90532767,-03.68422246,4464,EON_144.025_10.397,r,144.025482,10.396667,175.58,4.85,0.09,1.22,0.15,22.4,0.2,0.081,17.18,0.06,SD,8597.0,SDSSJ093606.11+102347.9,NED,SDSSJ093606.11+102347.9,,0.2515463917525773,3.9754098360655736,thick_like
225.86397429,+40.13589851,144.03320306,+08.14364806,143.36866840,+08.36795763,143.64296646,-05.81397231,4467,EON_144.033_8.144,r,144.033203,8.143648,144.11,7.46,1.57,0.96,0.13,22.91,0.37,0.043,17.45,0.04,SD,17786.0,SDSSJ093607.96+080837.1,NED,SDSSJ093607.96+080837.1,,0.128686327077748,7.770833333333334,intermediate
214.84795251,+44.03315445,144.08377111,+17.19049306,143.39186123,+17.41489917,140.76863701,+02.76550176,4470,EON_144.084_17.190,r,144.083771,17.190493,127.74,10.1,0.71,1.72,0.23,23.48,0.19,-0.11,17.01,0.04,SD,8173.0,SDSSJ093620.10+171125.7,NED,SDSSJ093620.10+171125.7,,0.1702970297029703,5.872093023255814,intermediate
176.93850691,+47.66500991,144.08380111,+43.57633194,143.28573748,+43.80056266,131.46017901,+27.60651352,4473,EON_144.079_43.576,r,144.083801,43.576332,78.51,13.22,0.35,2.74,0.3,23.32,0.12,-0.158,16.33,0.04,IR,2487.0,SDSSJ093620.76+433436.9,NED,SDSSJ093620.76+433436.9,,0.20726172465960666,4.824817518248175,thick_like
206.74125420,+45.98151697,144.10884111,+23.24081000,143.39716260,+23.46525376,138.82093259,+08.49726350,4476,EON_144.109_23.241,r,144.108841,23.24081,158.31,5.82,0.15,1.34,0.21,22.34,0.25,0.017,16.99,0.08,SB,8453.0,PGC1683902,NED,PGC1683902,PGC1683902,0.2302405498281787,4.343283582089552,thick_like
216.97496886,+43.45356038,144.12742611,+15.54876694,143.44069694,+15.77330753,141.33801105,+01.22496789,4479,EON_144.127_15.549,r,144.127426,15.548767,173.99,7.37,0.25,1.75,0.12,22.39,0.09,0.037,16.19,0.05,SD,4329.0,PGC090931,NED,PGC90931,PGC90931,0.23744911804613297,4.211428571428572,thick_like
231.95543145,+37.47155444,144.16973889,+02.70356306,143.52103527,+02.92829327,145.56492907,-10.91296681,4482,EON_144.170_2.704,r,144.169739,2.703563,44.62,3.58,0.04,1.77,0.09,20.58,0.14,0.032,16.21,0.11,SC,5679.0,PGC1235152,NED,PGC1235152,PGC1235152,0.49441340782122906,2.0225988700564974,thick_like
223.51053516,+41.24026811,144.17108194,+10.23773306,143.50045865,+10.46242752,143.09261757,-03.78838960,4485,EON_144.171_10.238,r,144.171082,10.237733,22.16,5.01,0.06,1.79,0.08,20.71,0.17,0.005,15.23,0.26,SB,18057.0,2MASXJ09364106+1014164,NED,2MASXJ09364106+1014164,,0.35728542914171657,2.798882681564246,thick_like
146.13835829,+40.72636823,144.23780806,+66.54869111,143.21562529,+66.77303168,119.17927788,+48.51946883,4488,EON_144.238_66.549,r,144.237808,66.548691,39.9,10.34,0.23,4.64,0.82,20.88,0.21,0.211,13.37,0.4,SA,6811.0,UGC05113,NED,UGC05113,UGC05113,0.448742746615087,2.228448275862069,thick_like
224.38542862,+40.99519962,144.25973500,+09.53998611,143.59123344,+09.76493821,143.40178352,-04.42035899,4491,EON_144.260_9.540,r,144.259735,9.539986,23.22,5.63,0.08,2.82,0.29,21.4,0.14,0.076,15.59,0.2,SC,5585.0,PGC1366557,NED,PGC1366557,PGC1366557,0.5008880994671403,1.99645390070922,thick_like
199.13538773,+47.34222465,144.29182389,+28.63018194,143.56131837,+28.85511812,137.17260474,+13.64094963,4494,EON_144.292_28.630,r,144.291824,28.630182,36.4,3.77,0.05,1.9,0.16,20.5,0.1,0.069,15.88,0.13,SC,24857.0,PGC1841357,NED,PGC1841357,PGC1841357,0.5039787798408488,1.9842105263157896,thick_like
233.12986006,+37.04253728,144.31857306,+01.68587389,143.67280872,+01.91103523,146.04997331,-11.82493692,4497,EON_144.319_1.686,r,144.318573,1.685874,172.71,3.66,0.32,1.05,0.14,22.28,0.24,0.016,17.42,0.08,SB,22665.0,SDSSJ093716.45+014109.1,NED,SDSSJ093716.45+014109.1,,0.28688524590163933,3.4857142857142858,thick_like
187.93379534,+48.14265982,144.31887806,+36.19840194,143.55786126,+36.42336539,134.51119179,+20.77018241,4500,EON_144.319_36.198,r,144.318878,36.198402,65.13,5.28,0.07,1.24,0.13,21.18,0.23,-0.006,16.07,0.13,SB,25790.0,PGC3098246,NED,PGC3098246,PGC3098246,0.23484848484848483,4.258064516129033,thick_like
215.52091402,+44.20190223,144.43365500,+16.80328611,143.74337975,+17.02869599,141.21089417,+02.50722024,4503,EON_144.434_16.803,r,144.433655,16.803286,53.32,4.47,0.24,2.01,0.29,21.36,0.24,0.228,16.11,0.17,SC,8602.0,PGC1517365,NED,PGC1517365,PGC1517365,0.4496644295302013,2.2238805970149254,thick_like
196.09157636,+47.80634530,144.45513889,+30.73049694,143.71702919,+30.95588657,136.58521240,+15.66790423,4506,EON_144.455_30.730,r,144.455139,30.730497,38.99,4.01,0.08,1.55,0.13,20.68,0.12,0.043,15.88,0.19,SB,22675.0,PGC1915577,NED,PGC1915577,PGC1915577,0.3865336658354115,2.587096774193548,thick_like
160.99928462,+45.53722406,144.48100306,+54.70850389,143.60856808,+54.93375901,126.62349384,+37.97784260,4509,EON_144.481_54.709,r,144.481003,54.708504,103.68,3.45,0.03,1.08,0.05,20.75,0.23,0.014,16.49,0.13,SB,12873.0,PGC2477784,NED,PGC2477784,PGC2477784,0.3130434782608696,3.194444444444444,thick_like
193.97747247,+48.01608157,144.49939000,+32.16243389,143.75576396,+32.38794042,136.11874571,+17.02861308,4512,EON_144.499_32.162,r,144.49939,32.162434,34.3,3.89,0.17,1.82,0.12,20.83,0.17,0.024,15.98,0.14,SC,18335.0,PGC1983381,NED,PGC1983381,PGC1983381,0.46786632390745503,2.1373626373626373,thick_like
159.67469417,+45.25385247,144.53376806,+55.68037000,143.65305826,+55.90576323,126.14560527,+38.87521564,4515,EON_144.534_55.680,r,144.533768,55.68037,34.4,6.28,0.44,1.38,0.18,21.94,0.29,-0.191,16.42,0.08,SD,22173.0,PGC090933,NED,PGC90933,PGC90933,0.21974522292993628,4.55072463768116,thick_like
222.20012262,+42.21839645,144.61172500,+11.55143694,143.93754728,+11.77738140,143.07648333,-02.40535688,4518,EON_144.612_11.551,r,144.611725,11.551437,70.27,3.89,0.09,0.66,0.07,22.07,0.21,-0.125,17.68,0.08,SC,30976.0,SDSSJ093826.81+113305.1,NED,SDSSJ093826.81+113305.1,,0.16966580976863754,5.893939393939394,intermediate
210.38242115,+45.72296750,144.63508611,+20.73890889,143.93257158,+20.96486993,140.10871992,+06.29117145,4521,EON_144.635_20.739,r,144.635086,20.738909,45.23,4.58,0.02,0.96,0.08,22.08,0.2,-0.028,17.07,0.06,SD,13464.0,2MASXJ09383235+2044199,NED,2MASXJ09383235+2044199,,0.2096069868995633,4.770833333333334,thick_like
225.28987772,+41.06219136,144.64497389,+08.96950694,143.97838950,+09.19555921,143.94842459,-04.83646745,4524,EON_144.645_8.970,r,144.644974,8.969507,68.28,4.01,0.15,1.47,0.1,21.21,0.2,-0.006,16.31,0.26,SB,22983.0,PGC1357194,NED,PGC1357194,PGC1357194,0.3665835411471322,2.7278911564625847,thick_like
190.33639145,+48.34334755,144.65092500,+34.60874194,143.89768294,+34.83466325,135.36511167,+19.37125359,4527,EON_144.651_34.609,r,144.650925,34.608742,83.2,4.34,0.14,1.9,0.16,20.67,0.21,0.046,15.44,0.34,SB,12603.0,2MASXJ09383625+3436311,NED,2MASXJ09383625+3436311,,0.4377880184331797,2.2842105263157895,thick_like
212.91394958,+45.13945760,144.66218611,+18.86927000,143.96571050,+19.09531829,140.74500133,+04.53191626,4530,EON_144.662_18.869,r,144.662186,18.86927,28.74,6.81,0.1,2.58,0.28,21.96,0.12,-0.108,15.55,0.19,SC,8445.0,PGC1572985,NED,PGC1572985,PGC1572985,0.37885462555066085,2.63953488372093,thick_like
166.62947496,+46.85213548,144.75628694,+50.59988806,143.91734090,+50.82597513,128.85730871,+34.28237943,4533,EON_144.756_50.600,r,144.756287,50.599888,56.01,4.9,0.06,1.63,0.21,22.27,0.21,0.12,17.18,0.08,SB,7522.0,SDSSJ093901.50+503559.6,NED,SDSSJ093901.50+503559.6,,0.33265306122448973,3.006134969325154,thick_like
148.52331711,+41.95341193,144.84915194,+64.39297500,143.86847827,+64.61911840,121.04827088,+46.75143376,4536,EON_144.849_64.393,r,144.849152,64.392975,29.88,5.73,0.24,1.07,0.11,21.89,0.19,-0.042,16.65,0.12,SB,,2MASXJ09392378+6423346,NED,2MASXJ09392378+6423346,,0.18673647469458987,5.355140186915888,intermediate
178.63241434,+48.35223072,144.85771194,+42.37805611,144.06891001,+42.60450614,132.54283387,+26.69634077,4539,EON_144.858_42.378,r,144.857712,42.378056,10.12,3.57,0.15,1.92,0.19,20.39,0.25,0.124,15.88,0.23,SB,21582.0,PGC2197686,NED,PGC2197686,PGC2197686,0.5378151260504201,1.859375,thick_like
199.57498006,+47.81489958,144.88046306,+28.42070806,144.15199500,+28.64731885,137.74618799,+13.61599197,4542,EON_144.880_28.421,r,144.880463,28.420708,32.58,5.25,0.36,0.99,0.1,22.69,0.23,-0.039,17.85,0.06,SD,,,NED,NED,,0.18857142857142856,5.303030303030303,intermediate
222.41386640,+42.44366087,144.88931306,+11.50977194,144.21548277,+11.73650162,143.34747273,-02.35632922,4545,EON_144.883_11.505,r,144.889313,11.509772,52.68,10.07,0.1,3.54,0.35,21.37,0.18,-0.136,14.55,0.15,IR,5901.0,UGC05148,NED,UGC05148,UGC05148,0.3515392254220457,2.844632768361582,thick_like
210.15253055,+46.07581067,144.94166611,+20.99973500,144.23876897,+21.22656132,140.29530697,+06.63134726,4548,EON_144.942_21.000,r,144.941666,20.999735,139.2,15.03,0.27,2.14,0.14,22.98,0.09,-0.045,15.62,0.05,SD,4730.0,UGC05149,NED,UGC05149,UGC05149,0.1423819028609448,7.023364485981308,intermediate
198.87213205,+47.96357550,144.95603889,+28.91043694,144.22593719,+29.13725787,137.64141916,+14.09960853,4551,EON_144.956_28.910,r,144.956039,28.910437,2.23,4.15,0.06,1.48,0.14,20.38,0.24,0.105,15.38,0.32,SB,16258.0,PGC1849782,NED,PGC1849782,PGC1849782,0.35662650602409635,2.8040540540540544,thick_like
192.51601642,+48.54606170,145.01684611,+33.18075611,144.27045422,+33.40772136,136.18426119,+18.13441643,4554,EON_145.017_33.181,r,145.016846,33.180756,105.36,8.75,0.28,1.17,0.12,22.87,0.17,-0.051,16.94,0.06,SD,18188.0,SDSSJ094004.04+331050.7,NED,SDSSJ094004.04+331050.7,,0.1337142857142857,7.478632478632479,intermediate
189.95256479,+48.70315143,145.07171611,+34.88174806,144.31848601,+35.10885638,135.60947496,+19.74683584,4557,EON_145.072_34.882,r,145.071716,34.881748,16.37,9.01,0.2,1.38,0.12,22.88,0.14,0.046,16.69,0.05,SD,14121.0,PGC090934,NED,PGC90934,PGC90934,0.15316315205327413,6.528985507246377,intermediate
191.57268305,+48.64747003,145.08108500,+33.81054306,144.33230881,+34.03768482,136.00912924,+18.74425167,4560,EON_145.081_33.811,r,145.081085,33.810543,113.06,6.82,0.09,1.38,0.08,21.55,0.18,0.124,16.11,0.09,SD,11732.0,PGC090935,NED,PGC90935,PGC90935,0.20234604105571846,4.942028985507247,thick_like
