galaxy,matched_sparc_name,h_kpc_source,v_vis_source,r_kpc,v_obs_kms,v_vis_kms,h_kpc,r_min_kpc,r_max_kpc,delta_r_kpc,Dw,sigma,sigma_scale,beta,rho_struct,M_struct,g_topo_kms2_per_kpc,v_struct_kms,v_topo_kms,residual_kms,abs_residual_kms,sq_error
UGC06917,UGC06917,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),1.74,59.2,56.25,1.95,1.74,10.47,0.8699999999999999,2.3264771178764607,0.0,0.557218260279359,1.0,5.4124957800027635,4.708871328602403,6.687853981037896e-06,0.0034112850843935542,56.25000010343881,2.949999896561195,2.949999896561195,8.702499389711061
UGC06917,UGC06917,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),2.61,71.2,59.09,1.95,1.74,10.47,0.8699999999999999,2.2060421191470496,0.1204349987294111,0.557218260279359,0.8056256240322345,3.9206752498914508,8.119858796007964,5.125496223313554e-06,0.003657532657796561,59.09000011319636,12.109999886803642,12.109999886803642,146.65209725838423
UGC06917,UGC06917,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),3.5,84.5,62.05093391722642,1.95,1.74,10.47,0.8900000000000001,2.147545596202037,0.05849652294501251,0.557218260279359,0.9003429332329425,4.15233847062972,11.815440034868416,4.147460583668098e-06,0.0038100015804246514,62.05093403419575,22.44906596580425,22.44906596580425,503.9605627370308
UGC06917,UGC06917,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),4.37,93.5,65.39440725322005,1.95,1.74,10.47,0.8700000000000001,2.1144595735470264,0.033086022655010705,0.557218260279359,0.942351310518681,4.213195497451439,15.480920117651168,3.485799082882563e-06,0.0039029401727667824,65.39440736968982,28.105592630310184,28.105592630310184,789.9243371009461
UGC06917,UGC06917,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),5.24,97.5,66.8194320538569,1.95,1.74,10.47,0.8700000000000001,2.092912680708401,0.021546892838625542,0.557218260279359,0.9620694122200147,4.2141367616866345,19.14721910031854,2.998552026811146e-06,0.003963888573167818,66.81943217143058,30.680567828569423,30.680567828569423,941.297242283449
UGC06917,UGC06917,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),6.11,100.0,67.61448143704128,1.95,1.74,10.47,0.8700000000000001,2.077835300683145,0.015077380025255938,0.557218260279359,0.9733044941689519,4.202144372256341,22.803084704181558,2.626513489141535e-06,0.004005995184552121,67.61448155571406,32.385518444285935,32.385518444285935,1048.8218049051845
UGC06917,UGC06917,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),6.98,101.0,68.84792662092302,1.95,1.74,10.47,0.8700000000000001,2.0667346249754153,0.011100675707729657,0.557218260279359,0.9802755302042906,4.1871410673839655,26.44589743280561,2.3340809796525503e-06,0.004036320755090556,68.84792673924092,32.15207326075908,32.15207326075908,1033.755814965219
UGC06917,UGC06917,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),7.85,103.0,68.72155193241782,1.95,1.74,10.47,0.8699999999999992,2.058245318412523,0.008489306562892374,0.557218260279359,0.9848803128423556,4.172321144367825,30.075816828405614,2.098681688703707e-06,0.004058897788356354,68.72155205228307,34.27844794771693,34.27844794771693,1175.011993704339
UGC06917,UGC06917,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),8.72,105.0,68.44422912123417,1.95,1.74,10.47,0.870000000000001,2.051558602190843,0.006686716221679934,0.557218260279359,0.9880715406850488,4.158687092911494,33.69387459923862,1.9054012285467085e-06,0.004076162253017819,68.44422924261109,36.55577075738891,36.55577075738891,1336.3243756667705
UGC06917,UGC06917,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),9.6,110.0,68.9585382675706,1.95,1.74,10.47,0.879999999999999,2.0461099715634585,0.005448630627384432,0.557218260279359,0.9902693817857803,4.145828140203708,37.34220336261788,1.742312005851312e-06,0.004089767139602522,68.95853838884778,41.041461611152215,41.041461611152215,1684.401571179681
UGC06917,UGC06917,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),10.47,111.0,70.57971167410646,1.95,1.74,10.47,0.870000000000001,2.0416854114598477,0.004424560103610808,0.557218260279359,0.9920909985617569,4.1355108104358,40.94009776769703,1.6059202250765798e-06,0.004100485917126383,70.57971179321991,40.420288206780086,40.420288206780086,1633.7996987191652
