galaxy,matched_sparc_name,h_kpc_source,v_vis_source,r_kpc,v_obs_kms,v_vis_kms,h_kpc,r_min_kpc,r_max_kpc,delta_r_kpc,Dw,sigma,sigma_scale,beta,rho_struct,M_struct,g_topo_kms2_per_kpc,v_struct_kms,v_topo_kms,residual_kms,abs_residual_kms,sq_error
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),0.77,35.1,135.41353846643253,3.44,0.77,25.9,0.8200000000000001,2.7377913706631865,0.0,0.2844458415137807,1.0,7.49550158927781,6.1463113032078045,4.45760475692251e-05,0.005858630951707347,135.41353859316857,-100.31353859316857,100.31353859316857,10062.80602508312
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),1.59,77.9,181.3490504524355,3.44,0.77,25.9,0.8200000000000001,2.3803851445696633,0.3574062260935231,0.2844458415137807,0.28464852875200053,1.6128850112616833,7.468877012442385,1.2703679108224459e-05,0.004494313048962755,181.34905050812606,-103.44905050812605,103.44905050812605,10701.706051032814
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),2.36,115.0,186.30282982284513,3.44,0.77,25.9,0.7699999999999998,2.2627222823205573,0.11766286224910605,0.2844458415137807,0.6612280649943683,3.385429588617868,10.075657795678143,7.778894089596385e-06,0.004284645849011033,186.30282987211487,-71.30282987211487,71.30282987211487,5084.093547771757
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),3.13,156.0,188.001365154618,3.44,0.77,25.9,0.77,2.2001307038727123,0.06259157844784502,0.2844458415137807,0.8024807296191666,3.884468249358156,13.066698347683923,5.735161417901671e-06,0.004236868565111765,188.0013652023598,-32.00136520235981,32.00136520235981,1024.0873748148051
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),3.95,192.0,196.11701252058683,3.44,0.77,25.9,0.8200000000000003,2.15908211762064,0.041048586252072194,0.2844458415137807,0.8656187349375202,4.035199102700192,16.375561611898082,4.51305335242184e-06,0.004222151198390018,196.1170125660356,-4.117012566035612,4.117012566035612,16.949792468895136
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),4.73,204.0,204.51862726900941,3.44,0.77,25.9,0.7800000000000002,2.1327246937931315,0.026357423827508608,0.2844458415137807,0.9115012048558521,4.145976555992386,19.609423325572145,3.7688685999562063e-06,0.004222173430567823,204.51862731259163,-0.518627312591633,0.518627312591633,0.26897428936601936
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),5.5,209.0,206.54727788087646,3.44,0.77,25.9,0.7699999999999996,2.113802265400167,0.01892242839296454,0.2844458415137807,0.9356406140515762,4.180591982183886,22.828479151853735,3.2450400116684647e-06,0.004224656206625169,206.54727792408138,2.452722075918615,2.452722075918615,6.01584558169852
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),6.27,220.0,207.24817610777666,3.44,0.77,25.9,0.7699999999999996,2.099410714804938,0.014391550595228786,0.2844458415137807,0.9506635670762117,4.1900737706753475,26.054835955273752,2.8498481314702596e-06,0.004227120507428021,207.2481761508857,12.751823849114288,12.751823849114288,162.60901147883993
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),7.08,231.0,213.0514801638327,3.44,0.77,25.9,0.8100000000000005,2.087587856784272,0.011822858020666072,0.2844458415137807,0.9592874294885609,4.180596738680844,29.44111931360524,2.5255516663574985e-06,0.004228582007932575,213.0514802057965,17.94851979420349,17.94851979420349,322.14936280291454
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),7.86,235.0,222.65660376463126,3.44,0.77,25.9,0.7800000000000002,2.078477475346066,0.009110381438206083,0.2844458415137807,0.9684789534663862,4.183895531662715,32.70455782830216,2.276311252609264e-06,0.00422987073626474,222.6566038048093,12.343396195190707,12.343396195190707,152.35942963144842
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),8.66,245.0,231.89626344553292,3.44,0.77,25.9,0.7999999999999998,2.070826696324345,0.007650779021720844,0.2844458415137807,0.9734613686640041,4.174516977590409,36.04417141037448,2.0666537378807595e-06,0.004230510769404491,231.89626348412176,13.10373651587824,13.10373651587824,171.7079106775608
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),9.45,246.0,238.70599762050387,3.44,0.77,25.9,0.7899999999999991,2.064540407539299,0.0062862887850463345,0.2844458415137807,0.9781422931975078,4.169162398437639,39.33780970514022,1.8941528146703954e-06,0.004230808917764455,238.70599765799716,7.294002342002841,7.294002342002841,53.20247016514293
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),10.24,239.0,242.98477832983693,3.44,0.77,25.9,0.7900000000000009,2.0592266663505274,0.00531374118877137,0.2844458415137807,0.9814923793220884,4.1619344810032,42.62573794513275,1.7479960743338663e-06,0.004230777682788212,242.98477836666945,-3.9847783666694454,3.9847783666694454,15.878458631476812
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),11.02,240.0,244.92552521123642,3.44,0.77,25.9,0.7799999999999994,2.0547326614036687,0.0044940049468586984,0.2844458415137807,0.9843249934703588,4.155747587364613,45.86722106327714,1.624081035405777e-06,0.004230528691567008,244.92552524777278,-4.925525247772782,4.925525247772782,24.260798966447126
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),11.79,240.0,245.14606523458622,3.44,0.77,25.9,0.7699999999999996,2.0508855486528277,0.003847112750841042,0.2844458415137807,0.9865661117072123,4.149626832504875,49.0624337243059,1.5177139740087911e-06,0.004230112026124562,245.1460652710825,-5.146065271082506,5.146065271082506,26.481987774241464
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),12.47,246.0,244.03631266678326,3.44,0.77,25.9,0.6800000000000015,2.0478885165671477,0.002997032085680029,0.2844458415137807,0.9895189241344727,4.14989134376828,51.884359838068335,1.4347360517122012e-06,0.004229794151593095,244.03631270344002,1.963687296559982,1.963687296559982,3.856067798671051
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),13.34,241.0,241.6927334447604,3.44,0.77,25.9,0.8699999999999992,2.044506937065291,0.003381579501856802,0.2844458415137807,0.9881820796738454,4.130609606925019,55.477990196093096,1.340533019715032e-06,0.004228795393844271,241.6927334817551,-0.6927334817551127,0.6927334817551127,0.4798796767445611
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),14.11,250.0,239.12264008244807,3.44,0.77,25.9,0.7699999999999996,2.041868576092021,0.002638360973269638,0.2844458415137807,0.9907674419822572,4.130734649261541,58.65865587602448,1.2669122494910915e-06,0.004228017483445321,239.12264011982666,10.877359880173344,10.877359880173344,118.31695796280466
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),14.59,242.0,237.50460648164278,3.44,0.77,25.9,0.4800000000000004,2.0403678719683094,0.001500704123711838,0.2844458415137807,0.9947380060264522,4.14119484030854,60.646429399372586,1.2250762158223904e-06,0.0042277490451596905,237.50460651927122,4.495393480728779,4.495393480728779,20.20856254657881
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),14.98,244.0,236.18659000883179,3.44,0.77,25.9,0.39000000000000057,2.0392210508503155,0.0011468211179939125,0.2844458415137807,0.9959763434950509,4.141690430511826,62.2616886672722,1.1930694476002292e-06,0.004227550156420552,236.18659004666665,7.813409953333348,7.813409953333348,61.049375098848635
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),15.75,248.0,233.40705280689355,3.44,0.77,25.9,0.7699999999999996,2.037127745408248,0.002093305442067539,0.2844458415137807,0.9926677721077951,4.119461515929081,65.43367403453759,1.1342496280111329e-06,0.004226633606213738,233.40705284516238,14.592947154837617,14.592947154837617,212.9541066638833
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),16.52,249.0,230.50526544962048,3.44,0.77,25.9,0.7699999999999996,2.0352347472909154,0.0018929981173325672,0.2844458415137807,0.9933670569081524,4.114705629202997,68.60199736902389,1.0808990375112226e-06,0.0042256895413275925,230.50526548835376,18.494734511646243,18.494734511646243,342.0552046562786
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),17.1,246.0,228.11197097039866,3.44,0.77,25.9,0.5800000000000018,2.033924630802266,0.0013101164886495376,0.2844458415137807,0.9954047350287912,4.1178394846277575,70.990344270108,1.0439399485703786e-06,0.004225088534049136,228.1119710095272,17.888028990472804,17.888028990472804,319.9815811639955
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),17.88,241.0,224.71569282095098,3.44,0.77,25.9,0.7799999999999976,2.0323007885451436,0.0016238422571221989,0.2844458415137807,0.9943074717949115,4.106734950453768,74.19359753146193,9.979294894914842e-07,0.004224095083222883,224.7156928606522,16.28430713934779,16.28430713934779,265.17865900861335
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),18.65,247.0,221.31097781176604,3.44,0.77,25.9,0.7699999999999996,2.030835184266039,0.001465604279104582,0.2844458415137807,0.9948607615694989,4.103095828042867,77.35298131905493,9.562860932571536e-07,0.0042231191836421,221.3109778520594,25.68902214794059,25.68902214794059,659.9258589173822
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),19.62,234.0,217.1471986924998,3.44,0.77,25.9,0.9700000000000024,2.029158032810366,0.0016771514556728206,0.2844458415137807,0.9941211418860332,4.093276227760332,81.32345925998247,9.084191764263219e-07,0.004221751323974973,217.14719873353923,16.852801266460773,16.852801266460773,284.01691052682185
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),20.78,249.0,212.86505467079374,3.44,0.77,25.9,1.1600000000000001,2.0273650180942706,0.001793014716095609,0.2844458415137807,0.9937162892055607,4.08438155245579,86.06134186083119,8.570091966751321e-07,0.004220029751898587,212.86505471262458,36.134945287375416,36.134945287375416,1305.7342709216148
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),22.13,236.0,208.49436083501155,3.44,0.77,25.9,1.3499999999999979,2.0255235109842373,0.0018415071100332803,0.2844458415137807,0.9935468946585644,4.076270044690934,91.56430642116395,8.039551800385167e-07,0.004218000490072562,208.49436087767825,27.505639122321753,27.505639122321753,756.5601835273969
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),23.0,245.0,205.49872846321944,3.44,0.77,25.9,0.870000000000001,2.024455683267993,0.0010678277162443628,0.2844458415137807,0.9962529743099534,4.083063925439211,95.11657203629606,7.731592812024065e-07,0.004216949545305866,205.49872850648654,39.50127149351346,39.50127149351346,1560.3504496042588
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),23.58,243.0,203.54549786227156,3.44,0.77,25.9,0.5799999999999983,2.023789332781235,0.000666350486758116,0.2844458415137807,0.9976601148849944,4.086139741579719,97.4865330864123,7.539203740601409e-07,0.004216330444870056,203.545497905941,39.454502094058995,39.454502094058995,1556.6577354901056
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),25.03,238.0,197.70218966920928,3.44,0.77,25.9,1.4500000000000028,2.022264045656711,0.001525287124523711,0.2844458415137807,0.9946520403170686,4.067681111831929,103.3846706985686,7.095825145723574e-07,0.004214362388279644,197.70218971412748,40.297810285872515,40.297810285872515,1623.9135138361726
IC4202,IC4202,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2),25.9,247.0,194.22158196245852,3.44,0.77,25.9,0.8699999999999974,2.02143428513672,0.0008297605199909519,0.2844458415137807,0.9970871381379833,4.074294042979292,106.92930651596058,6.854340543799743e-07,0.0042134002905540955,194.2215820081608,52.778417991839206,52.778417991839206,2785.5614057212965
