galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,rho_eff_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,beta_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,sigma_desc_i,a_i,psi_i,g_bar_internal_km2s2_per_kpc,g_scale_i,g_trans_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_segment_kms
NGC2998,1,0.33,2.64,1.485,2.31,0.35,7.543733651469222,152350523.0288474,14688657544.566149,14536307021.537302,1926937998.2293253,106.16040290309387,135.75,16.75,4,42.28,3.361093364645766,3.1815604172873853,0.17953294735838066,1.0,1.0,0.9506644998084021,0.5,0.03512298959318827,1.0890826275635215,0.24618362330484916,0.03512298959318827,0.25695598763806016,7589.246561984661,7590.782953551883,71.48222109372425,7660.728783078385,106.65918733457237
NGC2998,2,3.63,17.48,10.555,13.850000000000001,0.35,321.48145389651734,32684731727.704136,168961793555.31735,136277061827.61322,423903339.293345,209.6220323237375,208.25,8.75,4,42.28,3.1987364417183266,3.1815604172873853,0.01717602443094135,0.09567059798029638,1.0,0.8091250952229418,0.5,0.24964522232734151,1.2021376930893317,0.024041800477178844,0.24964522232734151,0.8788832109342697,4163.088245905642,4163.808857861298,30.04244308434528,4193.130688989987,210.37702921728246
NGC2998,3,22.46,42.28,32.370000000000005,19.82,0.35,1410.8935961250384,175712383825.28354,207161043932.56317,31448660107.279633,22289887.907672197,164.01718193338445,211.2,2.4,5,42.28,3.024146900472243,3.1815604172873853,-0.15741351681514226,-0.8767945891341941,1.0,0.18227089981880487,0.5,0.7656102175969727,1.0797427488378966,-0.21687919142597828,0.7656102175969727,0.9984569587927072,831.066912862803,831.2321554501916,-149.02812503885912,682.0387878239438,148.58531408541378
